title,date,content
핸드폰 충전하면서 노래 같이 못들어..? [6],2021-11-08 03:21:53,짜증나..
왜 또 졸렬하게 싸우고 있음?? [1],2021-11-08 03:20:38,이유가 뭐야...
Pancake 거지새끼 ㅋㅋㅋ 내 피아노 흰건반 하나는 살 수 있냐??? [12],2021-11-08 03:18:13,좆밥새끼 ㅋㅋㅋㅋㅋ 어디서 돈 자랑하노
쟤가 레이스 헤드폰다팔아봤자 피아노하나못사는 그지쉑이라는데 [2],2021-11-08 03:18:04,가만있을거냐?
디렘 꼬다리 좋긴 좋네.. [8],2021-11-08 03:12:59,"칩이 구리다던데 처음 써보는 꼬다리라
이 가격대인 메주나 삼성 같은거는 잘 몰겠음
소나타 프로 좋다던데 일단 큰 꼬다리라
밖에서 덜렁덜렁 거리면서 듣기가 참 그렇다.."
라면국뮬이 ㄹㅇ 수면제야 [2],2021-11-08 03:12:19,헬조센의 전부다
싸게 사서 굴릴 무선 이어폰 추천 ㄱ [2],2021-11-08 03:11:52,"QCY쪽에서 생각중임



크기는 T5같은거 말고 작은게 좋음"
요즘 자기 전에 한번씩 보고 자는거.. [5],2021-11-08 03:11:39,"친절한 유동이 알려준 소리의 질감 패턴들..

계속 보다보면 언젠가 외워지겟지..?"
본인 90만원짜리 음향기기.jpg [3],2021-11-08 03:09:46,아패프로 5세대
차라리 세기로인한 감정선을 얘기하면 내가 인정하지 [10],2021-11-08 03:07:41,"저놈은 진성 피아니스트 예술가구나하고

그냥 자라임마"
이헤갤이랑 성격안맞으면 그냥 탈갤해라 [3],2021-11-08 03:06:36,"왜 굳이 스트레스 받으면서 남아있노

의사몰이라도 가셈 ㅇㅇ

ㅇㄱㄹㅇ"
안 배웠더라도 상품에 대해선 얘기할 수 있는 거 아님? [12],2021-11-08 03:06:08,"프로그래밍 몰라도
결과물인 게임이 재미없으면 재미없다고 하고
자동차도 승차감이니 얘기하잖아
결국 체험이라는 것에 대해 얘기하는 건데

엔지니어링 몰라도
결과물인 헤드폰이 구리면 구리다고 할 수 있는 거 아님?"
갤 왜 또 망햇어.. [3],2021-11-08 03:05:29,맨날 망해..
소리 동시출력에 도움되는 거 뭐 없음? [6],2021-11-08 03:03:06,"내가 원하는 건 하나의 입력을 둘로 동시에 출력해주는데 둘 다 각자 볼륨조절이 가능한 거. 당연히 잡음 없고.


원래는 보이스미터라는 거 갖고 소프트웨어적으로 해보려 했는데 그거 소리 출력이 너무 늦게 나오더라;; 최소한 립싱크는 맞아야 할 거 아냐."
나 수면 지정곡임,2021-11-08 03:02:18,"들으면 꿀잠자버림
https://www.youtube.com/watch?v=5SHMPq3Mjzs"
근데 갑자기 든 생각인데 [8],2021-11-08 03:01:19,"언제부터 음악이 음악을 배운 사람만 논할 수 있는 게 되어버렸노 ㄷㄷ

난 소프트웨어 전공했는데 그럼 컴터 사용하고 프로그램에 대해 논하려면 전공해야만 가능한거노

왜 갑자기 이헤갤까지 와서 발작하는진 몰겠지만 할 일 없으면 발 닦고 자라 ㅇㅇ

ㅇㄱㄹㅇ"
죶밥드라 난 왕벌의비행 10초만에친다 [9],2021-11-08 03:00:45,"깝치지말어
결혼도못하면서 모은돈갖고 투자도안하게 ㅋㅋ"
운동하면서 쓸 저가 이어폰으로 qcy t13 어떠냐? [10],2021-11-08 02:59:52,그나마 저가형에서 언급되는 게 이거던데 ㄱㅊ?
토핑 d90 초레어 상품 아니냐 [3],2021-11-08 02:58:36,"가성비기도 하고 ak 쪽 화재 피해가 커서
그 칩 생산중단이라며"
애플뮤직이 스포티파이 음질 좆바르네 [2],2021-11-08 02:58:15,직접 비교해봄
kz 왤케 욕먹냐 [8],2021-11-08 02:56:32,"유튭엔 칭찬하는 사람들 많던데 그거 다 바이럴임?


하긴 뭐 직접 들어봐야 알겠지..."
