title,date,content
잠깐 리뷰 보다가 뿜었네 ㅋㅋ [2],2021-11-19 01:09:56,"얼마나 구렸던거냐;;

이제 다시 할 거 해야지"
나도 hiby w3 saber 민트색으로 사고 싶었는데 ㅠ [7],2021-11-19 01:09:13,하지만 싸게 살 수 있었던 모델은 까만색밖에 없었단말임 ㅠㅠ
원린이 ㄹㅇ 카에데 같은데 [1],2021-11-19 01:08:51,카에데면 파오후카 짤 보여주고 싶다...
10만원 내외로 게이밍 헤드셋 추천좀요ㅠ,2021-11-19 01:07:26,"녹스 헤드셋 썻는데 귀부분 커버가 너무 벗겨져서 불편해요

여름엔 땀이 좀 나는지라 커버가 잘 안벗겨지는 제품이면 좋겠습니다"
m50x 이거 씹거품 개븅신이네 ㅋㅋㅋㅋㅋㅋㅋ [5],2021-11-19 01:07:24,"안녕하세요 뉴비입니다
모니터링겸용으로 쓸껀데
저음강조 심하나요?
M30이나 40도 염두하고있습니다"
에어팟맥스 리졸브+DMS 리뷰 봤는데 [10],2021-11-19 01:04:41,"리졸브랑 DMS 팟맥스 리뷰 이제야 봤는데 혹평 ㅎㄷㄷ하네.
난 지난주에 애플매장에서 꽤 만족스럽게 듣긴 했음.
펌웨어 업뎃으로 좋아졌다는데, 어떻게 바뀌었는지 리뷰는 못찾음. 달라졌다면 eq값이 달라졌을텐데, 실제로 좋아진것인지도 의문.


리졸브: 유선 헤드폰이랑 비교하면 200달러 이상급 예를들면 6XX한테 앱솔루틀리 스팽킹 당함. 테크니컬은 K371($149)보다 조금 뒤쳐지는 정도. 튜닝은 더 안좋음.
전체적으로 무난한데, 그래도 펀치감은 평타는 치는 편. 대신 악기 분리도가 안좋음. 한 기기에 연결한 후에 다른 기기로 옮겨가기 매우 불편함.

DMS: (임마는 영상 제목이 “Seriously DON’T buy the AirPods Max”임 ㅋㅋ)
ANC헤드폰 중에서는 제일 낫다. 그런데 블루투스 헤드폰 중에서는 NO.
ANC헤드폰들은 100달러대 유선 헤드폰정도 수준의 음질이다. K361이 훨씬 생동감있고 디테일하고 풍부하다. 이미징이 훨~씬 좋다.
편안함, 편의성, 퀄리티 모두 럭셔리하다고 볼 수 없다. 대체 이건 누구를 위해서 만든 폰인지 모르겠다.
다른 모든 ANC 헤드폰들이랑 비교하면 음질은 더 낫다. 그런데 영혼이 없다. K361BT가 훨씬 더 생동감 있고 낫다. 에어팟 맥스 사느니 에어팟프로+K361BT를 사겠다."
후기야 머... 디져보면 나오는거 아니겟냐 [2],2021-11-19 01:04:29,아이고 의미업다
김재환 <= 얘 왜케 맞는 말만 함?,2021-11-19 01:04:00,이헤붕이들한테 맞을 말이노 ㅋㅋㄷㄷ
요즘 듣는 노래 [1],2021-11-19 01:03:29,"https://www.youtube.com/watch?v=fOeq_UJjonA
논란터지고 나락가니까 뭔가 얘노래 듣고싶다
- dc official App"
7500미뗬네 [4],2021-11-19 01:02:14,"자기전에 이거로 빌리노래 들으면 다시 정병올라오는거같음
근데 걍 엘번들이 대기업답게 존나 좋은건듯
이어폰 전문브랜드? 아 ㅋㅋ
- dc official App"
근데 진자 몇년전만해도 가사 일본어 아니면 듣기 힘들었음 [1],2021-11-19 01:01:59,요즘은 한국노래 더 많이 듣는듯한?
미들어스 영화중에서 가장 뽕이.차오르는 장면 top3,2021-11-19 01:01:25,"https://www.youtube.com/watch?v=WfRFi7j4v0A
1 로한 기마대 돌격전 세오덴왕의 연설


https://www.youtube.com/watch?v=k-LckM1tO2Y
2.모란논 전투 아라곤 연설


https://www.youtube.com/watch?v=HjejhHNllLA
3 두린의자손들의 장렬한 돌격
- dc official App"
아직도 멀엇네.. [10],2021-11-19 01:01:25,"그래두 듣는거에 이제 좀 익숙해진 것 같아서 자신 잇엇는대..

ABX 블라인드 테스트 보면 아직도 50% 밖에 안나와.. "
저음이 싫은건 아닌데 [4],2021-11-19 01:01:04,팁가져가서 끼우기 기찬아
님들 청음할때 그냥낌? [1],2021-11-19 00:59:39,"매물 안 올라옴 ;

ㄷㄷ기"
hpa4 공구품 특 ㅇㅇ [7],2021-11-19 00:59:33,"ㅇㄱㄹㅇ
- dc official App"
"어푸, 더 문세먼지.",2021-11-19 00:59:17,"좆 됐 다 !
- dc official App"
팔레스트리나는 앨범도 별로업냐 ㅇㅇ,2021-11-19 00:58:34,https://www.youtube.com/watch?v=NmGWEqf71g4
근본 씹덕곡 ㅇㅇ [4],2021-11-19 00:57:21,"이어폰과 헤드폰으로 느끼는 음의 깔끔함이라는 것도 정말 좋단말임 ㅇㄱㄹㅇ
- dc official App"
스피커 음감이 정말 편하고 좋지만 [4],2021-11-19 00:57:21,"저건 하우징을 바꿔버려서 소리가 많이 다를듯.....
그냥 mmcx 개조면 더 인기 믾을텐데"
K3003 매물.... [1],2021-11-19 00:57:08,"뭐 어떻게.. 잘써봐야지...





- dc official App"
임마 프리즘이랑 좋은듯 [6],2021-11-19 00:56:30,"지금 전투용 무선이어폰 찾고있는데

qcy를 사야하나.. 버즈2를 사야하나.. 젠하이저 cx400도 보고있고.. 소니 1000xm3 중고로 5만원이면 사던데 홀릭한데..
님들은 어떻게 생각함..?

그냥 전투용으로 볼때 어떤게 좋아보여요?

참고로 폰은 셈송폰데스"
소니 1000xm3 무선이어폰 어떰..? [2],2021-11-19 00:56:08,"https://youtu.be/NX7yOVVr_d0

몸바사 달리기 전 몸풀기

ㅇㄱㄹㅇ"
