title,date,content
텐치짐 수월우 tws,2021-11-13 10:07:15,씹덕타겟ㅇㅇ
구클리어 990달러 직구는 좀 그렇지? [4],2021-11-13 10:06:53,"새거 갖구싶은데 ㅇㅆㄷ에는 이제 안들어온대 ㅠㅠ

그냥 중고매물 기다리는게 낫겠지?"
1000XM4 이거 왜이렇게 세일 많이하냐; [2],2021-11-13 10:06:35,왜 한국에만 이렇게 잘해줌???
중고거래 증권사 인터넷은행 계좌 피하래,2021-11-13 10:04:06,"비대면으로 개설가능하대서 사기꾼들이 많이 쓴대나
사기꾼이 새마을금고 통장 합성해서 보내고 그랬는데
농협은 보이스피싱 관련 경험 있음

인터넷은행은 카뱅 종종 있던데
증권사계좌 입출금용으로 쓰나?
  
16년 사기피해 글
https://coolenjoy.net/bbs/freeboard2/1434666"
노래나들어이냔드라 [4],2021-11-13 09:59:01,- dc official App
인강이랑 야동보고 가끔 음악도 듣는데 [1],2021-11-13 09:56:25,"무선 이어폰 뭐가 좋아요?
마스크 껴서 무선이어폰 껴야할거같은데
QCY T3쓰고있는데 터치식이라 자꾸 끼다가 꺼져요"
바쿤이가 공무원이네,2021-11-13 09:48:23,- dc official App
중고거래는 급한 사람이랑 해야... [4],2021-11-13 09:48:15,"판매자한테 산다고 보냈는대 연락이 없는 ㅇㅇ
오아아"
브레이버리 175달러 정도 뜨네 [18],2021-11-13 09:37:31,끌린다...
갓젠 택배 찬양해 [3],2021-11-13 09:36:44,섹스
중고 안팔려 쌓이는 헤드폰 [3],2021-11-13 09:35:29,관심 갖다가 이거 보고 걸렀다
냥냐냥ㅋㅋ [1],2021-11-13 09:24:37,ㅋㅋ
서브폰 추천 받는다. [3],2021-11-13 09:24:37,"음감 + 인증용 알뜰 유심 넣는 용도

지금 보고 있는게 v60 vs a52s임."
재업 edm댄스팝은 660s vs 58x [3],2021-11-13 09:19:43,598 579 559  599 560s 650 6xx다른건 어떰?
이왜진? [11],2021-11-13 09:19:25,??
오늘 셰에가니까 알아서 비켜라 병신들아,2021-11-13 09:19:01,보닌 140kg이니까 알아서 내 옆자리는 안지 말도록 하하
안녕 [2],2021-11-13 09:11:00,좋은 아침!
20만 무선이어폰 확실히 바른다는 이어폰추천좀 [8],2021-11-13 08:59:21,"20짜리 무선쓰는데

유선중에 음질로 확실히 압살하는거 듣고싶다

가격은 30까지만
- dc official App"
여기사람들웰케어려운말씀? [7/2],2021-11-13 08:49:40,"니들의 말씀이 어렵다는게 아니라...(ㅋㅋ)
어려운 말(띄고) 씀?
즉 왜이리 어려운 말을 사용하냐 는 뜻인데
그 이유가 궁금해서
난 이 글을 남기는 중임
답변해주면고마울거같음

미리 고맙다고 인사할게
답변달아주는님들아
땡큐!!!!!!!!!!!!!!"
"LG 쿼드덱 탑재 시리즈는 폰이 아니라, LTE 되는 DAP이라 [1]",2021-11-13 08:46:37,생각해보면 가성비 ㅆㅅㅌㅊ인 듯.
탠치짐 tws 들으면 진자 눈물 흘리냐 [9],2021-11-13 08:42:38,진자냐;
k702 좋냐 [6],2021-11-13 08:41:12,"공간감 넓냐

고음해상도 좋냐"
쇼미가 괜히 정병프로가 아님 [3],2021-11-13 08:38:24,머하는놈이냐?
20만원대에서 좋은 이어폰 뭐있음? [2],2021-11-13 08:37:24,무선 ㅇㅇ
성시경한테 데였다.....아.... 죽을것 같다..... [2],2021-11-13 08:36:23,"아.....
아니면서....
듣는데....
데였다...
앨범아트에....
솔직히 좀 
잘생긴 건 아닌데
인텔리 느낌이 짙어서
양복 입혀놓고
성발라 갈겨주면
금방이라도 안기고 싶음....
아...."
qdc 공구 뭐냐?,2021-11-13 08:33:23,"니들의 말씀이 어렵다는게 아니라...(ㅋㅋ)
어려운 말(띄고) 씀?
즉 왜이리 어려운 말을 사용하냐 는 뜻인데
그 이유가 궁금해서
난 이 글을 남기는 중임
답변해주면고마울거같음

미리 고맙다고 인사할게
답변달아주는님들아
땡큐!!!!!!!!!!!!!!"
"qc45 샀는데, 앰프 필요하나? [6]",2021-11-13 08:33:10,생각해보면 가성비 ㅆㅅㅌㅊ인 듯.
이거들리기는하냐 [2],2021-11-13 08:31:40,진자냐;
V60 정발했으면 샀을 것 같냐? [10],2021-11-13 08:30:04,"공간감 넓냐

고음해상도 좋냐"
임마가 바쿤유저 죶지리게 패더라..,2021-11-13 08:29:08,머하는놈이냐?
오스티아 라이트 음질은 진짜 좋은데,2021-11-13 08:12:12,무선 ㅇㅇ
뭐노 아이폰 사고 이어폰 잭 꼽고 노래듣는데 [8],2021-11-13 08:08:18,"아.....
아니면서....
듣는데....
데였다...
앨범아트에....
솔직히 좀 
잘생긴 건 아닌데
인텔리 느낌이 짙어서
양복 입혀놓고
성발라 갈겨주면
금방이라도 안기고 싶음....
아...."
바쿤유저 개팬다. [2],2021-11-13 08:03:54,1dd 요즘 누가 사노
득삼프플 아답터 이거 사면 됨?,2021-11-13 07:57:34,"헤드폰은 처음이라 물어본다. 

흐드륙은 앰프 물려야 제대로 된 성능 낸다고 하던데, qc45도 앰프가 있어야 하냐?

흐드륙 청음할때 턱뼈 빠질거 같았는데, qc45는 그런게 없네 좋아 아주 좋아."
헬지 병신 새끼들 벨벳 프로젝트 폐기하고 V60까지만 내고 가지 [1],2021-11-13 07:52:29,"헤드폰은 처음이라 물어본다. 

흐드륙은 앰프 물려야 제대로 된 성능 낸다고 하던데, qc45도 앰프가 있어야 하냐?

흐드륙 청음할때 턱뼈 빠질거 같았는데, qc45는 그런게 없네 좋아 아주 좋아."
셰에는 돼지좀 그만받아라ㄹㅇ [2],2021-11-13 07:43:38,"난 들린다 나 10청각인듯

https://youtube.com/shorts/y4NCxWVRH0Y?feature=share"
QCY T3도 나는 음질이 뭐가 나쁜건지 안느껴지는데 [1],2021-11-13 07:41:38,출고가만 벨벳이랑 동일가였으면 자급제 60 정도로 할인할 때 하나 샀음.
수월우 카토 완벽리뷰!,2021-11-13 07:22:55,- dc official App
Qc45거르고 Wh 1000xm4 그냥 33만원주고삼. [2],2021-11-13 07:14:39,"조작성? 사용감은 진짜 이따금 기분 잡치게 만드는 구석이있음

그래도 음질 좋아서 신작 기대함


가성비도 qcy보다 좋은거 같음"
셰에에 타임리스 들어와??,2021-11-13 07:12:59,"갤럭시 노트 8에 소나타 꼬다리 꼽고 노래 듣는거 보다 좋노??
- dc official App"
단선이라는 말 거의 5년만에 봤다.. [1],2021-11-13 06:41:32,"https://www.youtube.com/watch?v=Qqwl4j3G46k
- dc official App"
난 일단 버즈플러스 매물구하는중인데,2021-11-13 06:39:49,널널한 게 좋다던데 4A 가면 됨?
560s까지가 헤드폰 가성비 마지노선임 [4],2021-11-13 06:22:20,그랬으면 지금 쯤 V60 중고가 30 정도에 줍줍했을 듯.
하 ㅅㅂ 버즈 2년 썼는데 아직도 버리질 못하겠네 [1],2021-11-13 06:11:50,공기가 무거워지는게 진짜 피부로 느껴짐
버즈2 절대사지마 [5/1],2021-11-13 05:52:45,"난 최신형 QCY T13만 껴도 중국몽 빠져버릴듯?...
젠하이저꺼 사고싶긴한데 경제적으로 좀 그렇네"
셀레스티 사고서 100만원대 이어폰도 안듣고사네,2021-11-13 05:49:26,"옥나노>=블2>뉴하나=카토

근데 난 막귀라 막 엄청나게 차이가 안느껴짐
근데 블2는 개심심한건 느껴짐
카토는 최근 들은 re2랑 거의 비슷하게들었는데
외관이 이뻐서 더 정이감"
수월우 S8이 블레싱2보다 한체급 위 맞지? [3],2021-11-13 05:45:25,"역대최저가 29에
보콩 32쯤했으니
33이면 나쁘지않을것 같아서.
Qc45놔두고 xm4산이유는
A/s랑 ldac땜시.
빨리오면좋겠다."
새벽반 셔터 닫습니다 [4],2021-11-13 05:40:30,"제곧내
- dc official App"
슈퍼다츠 3만원에 가져갈갤럼? [16],2021-11-13 05:30:30,무선만 쓰다 보니 ㅈ같은 단선당할 일이 없어서 좋아
난 항상 이정도,2021-11-13 05:10:01,"좋은거사면 버즈2 바로 헐값에 갔다팔생각

양심적으로 이건 너무쓰레기라 6만원에 던진다"
560s까지가 헤드폰 가성비 마지노선임 [4],2021-11-13 06:22:20,"헤드폰 자체의 가격만 600으로 넘어가면 29만 -> 49만으로 훌쩍 뛰는데

그래서 560이랑 600이랑 20만원 갭차이만큼의 성능 차이가 있냐? 절대 아님

거기다가 600은 울리려면 앰프값으로 또 한 20~30만 깨지지


따라서 최소한의 예산으로 하이파이 음감을 하고 싶은 사람들은

560 + 사은품꼬다리로 타협하고 탈갤하는게 현명한거다"
