title,date,content
5만원 미만 유선이어폰 추천좀,2021-11-05 01:52:01,at131 써봤는데 이거보다 좋은거 있음?
er4xr이랑 성향 비슷한 헤드폰 추천해줘..,2021-11-05 01:48:00,"Focal Clear mg가 비슷하다구들 하던대

가격이 $1500에서 떨어질 생각을 안해.."
득삼 프로모션 코드 어케함??? 유효하지 않다는데..,2021-11-05 01:46:58,"형님들 알려주십쇼 ㅠㅠ
- dc official App"
SKT신용카드한도현금화 11991657 86slrc43hny,2021-11-05 01:44:24,SKT신용카드한도현금화 11991657 86slrc43hny
제서브컴사가실분,2021-11-05 01:41:47,"메인보드 : asus (EX-320M-GAMING)



CPU : AMD 라이젠3600



그래픽 : GTX 1660 SUPER



RAM : DDR4 16기가



하드 : SSD250G+120G+HDD500G



파워 : 600w 정격



살려는게중고로싸게올라와서 팔리기전에 살까해서..



45에팔까생각중입니다


- dc official App"
이펙트오디오 신작 Axiom 이어폰 소개,2021-11-05 01:39:57,"Axiom

일반판(왼쪽 상단)은 1499달러(11월 중순 발매), XP 모델(오른쪽 하단)은 2388달러(내년 초 발매)

1DD 2BA

모듈 교체를 통해 이어폰의 케이블 타입을 MMCX/2PIN 교체 가능

기본 케이블 X
+
(공홈 기준) 케이블 번들 서비스 제공. 엑시움과 케이블을 같이 사면 해당 케이블은 25퍼센트 할인

일반판과 XP 모델의 차이: 일반판은 마그네슘 DD를 쓰고, XP 모델은 베릴륨 DD를 사용(둘 다 1DD 2BA인 것은 동일). 외양 및 마감이 다름."
ldac 질문좀,2021-11-05 01:37:55,"애플뮤직 보면 외장 dac 연결해야 24비트 44이상 뽑아준다고 설명 본거같은데
ldac가 24비트 96hz까지 뽑아주자나 그럼 ldac 지원하는 블투 이어폰으로 들으면 애플뮤직이 24/96 뽑아주는건가?
애플뮤직 설명엔 유선연결시에만 뽑아주는거 같아서 헷갈리네"
E500같은 애매한거 살빠엔 걍,2021-11-05 01:36:57,"교촌 허니오리지날 먹는게낫지

ㅇㅇ 추천해주는건

딱 쓸만한 이어팁 하나도 안갖고있느애들

이런애들은 살만할듯

ㅇㄱㄹㅇ"
E500은 진짜 안땡기네 ㅇㅇ,2021-11-05 01:33:57,"E2000이었음 샀을텐데 ㅇㅇ

파이널팁은 글고 딥마운트팁에 모든면에서

하위호환이라 쓸일도없음

ㅇㄱㄹㅇ"
플마아리아도대체왜149.9,2021-11-05 01:29:50,어제까지만해도 136.9였잖아!!!!!!!!
무선헤드폰 야외에서 쓰고 그럼?,2021-11-05 01:29:42,생각보다 재밌을거같아
설마 섹스 안해본 사람이 있냐???,2021-11-05 01:26:29,;;
콜옵뱅가드 플5로할지 엑시엑으로 할지 고민이란말임,2021-11-05 01:25:15,화면빨생각하면 엑시엑인데
광군절에 순다라 30아래로 안 떨어지면 걍 플마 가서 사야지,2021-11-05 01:22:52,"한국 직배 되는 업자한테 한국 직배하는 가격까지 합해봤더니 대충 44만원나오노 ㅋㅋㅋㅋㅋ 
플마가서 네이버 포인트 혜택 받고 사는 게 훨씬 낫겠는데? ㅋㅋㅋㅋ 
아니 시발 플마는 대체 물건을 어디서 받아오길래 그렇게 싸게 파는 거냐 ㅋㅋㅋㅋㅋ "
카토 플랫 하다는게 뭔뜻임?,2021-11-05 01:22:38,블공삼도 플랫한거임?
콜오브듀티 신작 방송으로 보는데 좆나지림 ㄷㄷ,2021-11-05 01:21:43,"연출 개쩐다 ㄷㄷㄷㄷ



- dc official App"
wh 1000xm3 랑 모멘텀 3,2021-11-05 01:21:37,"중에 하나 사려고 하는데 뭐가 노캔 뭐가 더 나을까
- dc official App"
지듣노,2021-11-05 01:20:13,피아노 감성음부
