title,date,content
이어폰샵 클리어 mg 아직도 다 안팔린거 실화냐?,2021-11-18 17:53:21,물량이 100개 이렇게 있는거도 아니고 많아야 5개 정도 있었을텐데 아직도 다 안팔린거 실화임? ㅋㅋㅋㅋ
아리아 어디서 사면 최저가에요?,2021-11-18 17:52:57,알려주세요 선생님들
오 에어팟3 배송출발 ㄷㄷ [3],2021-11-18 17:51:54,"딱 런칭일에 받겠네 ㅋㅋ
- dc official App"
ie800은 이제 ie300한테도 씹발리는 퇴물이냐? [2],2021-11-18 17:51:42,"딱 런칭일에 받겠네 ㅋㅋ
- dc official App"
수스바라가 탐난다 [9],2021-11-18 17:50:38,ㅇㅇㅇㅇㅇㅇ
마구백 착용감 별로임,2021-11-18 17:47:34,"임마쓰는애들이 ""진짜"" 음부하고있다캄

""사줘"""
근데 이헤폰 취미 원래 인싸취미 아니냐? [1],2021-11-18 17:47:19,좌우 압박없이 그냥 헐렁해서 안정적인 느낌이 안들고 모든 무게가 정수리에 집중되는데 헤드밴드 면적이 좁고 쿠션이 아예없어서 정수리 졸라 아픔.
하 지옥 임마들 수능 끝나고 딱 ㅋㅋ [1],2021-11-18 17:44:52,"인싸들이 음악 많이 듣고 공연도 많이 가고 홍대같은 곳도 많이 다니고 이래서 음악 취미로 듣는거 아니었음?
현실은 존재하는지조차 모르는 애니 노래 그것도 불법다운로드로 받아서 듣는애들 왜케많냐?"
100원으로 음질 향상 시키는법.jpg,2021-11-18 17:41:04,"반짝 1위 먹어볼라고 술수를

ㅇㄱㄹㅇ

ㅋㅋ

°⌓°"
009 케이블까지하면 600g이네 [2],2021-11-18 17:40:55,귀에 돌 빼라
오는중 [2],2021-11-18 17:40:42,
솔남이 샹그릴라(a.k.a 승후니) 이헤갤 영입추진한다 [1],2021-11-18 17:39:40,극한의 음부머신
진지하게 지듣노 쓰레기면 그냥 자살함 ..ㅇㅇ [5],2021-11-18 17:38:06, 네캎에 있기엔 아까운 인재들이다
앨지번들 조은데 왜 억까하냐,2021-11-18 17:33:38,"아이즈원 <<< 주작 터져서 해체했지만

음악 하나 만큼은 인정해줘야지 ㄹㅇ.."
qc45 불량때문에 교환신청했는데 [9],2021-11-18 17:31:39,순다라 이기는데
노웨이홈 예고편 보고 드는 생각,2021-11-18 17:31:19,"반품한거 이번주 화요일에 동탄sub입고되서 며칠째 택배가 안 움직이는데 어케하냐?
나와있는 택배번호로 전화하니깐 없는번호래"
lg c타입 번들 2개 먹었다 [2],2021-11-18 17:30:16,"내 대학원생 피터 파커 어디 갓냐는 심각한 표정의 옥교수
- dc official App"
블프때 560 세일 할까? [4],2021-11-18 17:26:10,"내 대학원생 피터 파커 어디 갓냐는 심각한 표정의 옥교수
- dc official App"
얘 뭔데 괜찮음 [9],2021-11-18 17:25:41,"내 대학원생 피터 파커 어디 갓냐는 심각한 표정의 옥교수
- dc official App"
솔남이 아재 젠덱 포터블 만든거 개웃기네 ㅋㅋㅋ [2],2021-11-18 17:23:55,"내 대학원생 피터 파커 어디 갓냐는 심각한 표정의 옥교수
- dc official App"
얘들아 바리에이션 이거 거름망 없이오는거냐?,2021-11-18 17:23:51,"배달비 포함 이제부터 먹을 예정ㅇㅇ


- dc official App"
근대 딕헤이 EPIC55 스피커리뷰 모냐 개머싯네 [2],2021-11-18 17:22:34,아님 걍 지금 사?
7500원 c타입 소리 궁금하게 몇개 사긴했는데 [2],2021-11-18 17:21:11,"갤하다가 봐서 함 들어봤는데

25는 애매한데 15이면 살만한데?"
근데 알칠공 커케 안된다는건 어떻게됐음? [4],2021-11-18 17:20:59,이 아재 개꿀잼이노 ㅋㅋㅋ
혹시 페블 2.0 쓰는 사람 있음? 궁금한거 몇개만 [10],2021-11-18 17:16:07,품목에 교체용은 있는데 왜 기본 생긴게 이러냐
