title,date,content
지금시간이면 졸릴따름,2021-11-05 23:40:31,
윤석열 올라와주면 땡큐지ㅋㅋㅋㅋ,2021-11-05 23:40:07,"이재명한테 ㄱ어버버 버럭버럭만 하다가
공격받으면 쩍벌자세로 도리도리 에~ 에~ 쩝~ 쩝~ 복창 터지게 하다가 나가리 될듯ㅋㅋㅋ"
hd 560s 살려고 하는데 이거 아마존으로 사도 상관없나요?,2021-11-05 23:39:14,혹시 블프때 더 할인하려나요?
클리어MG 왔다,2021-11-05 23:38:26,"ㅈㄴ 영롱하네

벌써 헤드폰 5개째네

이제 그만 사야되는데
- dc official App"
(진지) 앤커가 진짜 소비자한테 이로운 기업 아님?,2021-11-05 23:37:57,"마치 스마트폰계의 샤오미 같아 

가성비 지리고 거품낀 음향기기 서열정리하고
- dc official App"
알리에서 산 짭타프로 헤어밴드 한국 들어왔네,2021-11-05 23:37:24,혹시 블프때 더 할인하려나요?
이어폰샵 에디션 8 무통장입금으로 샀는데 1개남음이라고돼있는거 안없어짐,2021-11-05 23:37:17,"ㅈㄴ 영롱하네

벌써 헤드폰 5개째네

이제 그만 사야되는데
- dc official App"
Wh1000mx4랑 Wf1000mx4 둘다 샀는데,2021-11-05 23:37:05,"마치 스마트폰계의 샤오미 같아 

가성비 지리고 거품낀 음향기기 서열정리하고
- dc official App"
아무리 생각해도 윤석열은,2021-11-05 23:36:46,웃기게도 결국 짭타프로 산다고 포타프로 정품 하나 살 돈 정도는 알리에서 썼음 ㅋㅋㅋㅋㅋㅋㅋ
뭔갤임 ㄷㄷ,2021-11-05 23:36:45,원래 이럼?
버즈 프로 청음해보고 싶은데 어디가야돼..??,2021-11-05 23:36:30,"참고로 여긴 일본.
아마존에서 wf1000mx4 를 2만4천엔에 세일하길래 샀음.

귀가 좀 아픈데 음질은 좋은거 같아서, 갑자기 헤드폰도 땡김.

그래서 wh1000mx4도 구입했음.

근데 난 이어폰 음질이 훨 좋은거 같은데 내 귀가 바본가....

둘다 같은 음원 ldac인데 헤드폰이 더 답답한 소리...

뭐가 문제지..내 귀가 문제야 이거?"
