title,date,content
라놀린님,2021-11-04 16:41:00,ㅋㅋ
애플러님,2021-11-04 16:40:47,ㅋㅋ
베이어님,2021-11-04 16:40:40,ㅋㅋ
k271님,2021-11-04 16:40:10,탈갤하세요 ㅋㅋ
꼬다리 스펙만 보고 사면안됨,2021-11-04 16:40:05,"와 이 가격에 이 출력이?
와 이 가격에 이 dac이?
와 이 가격에 듀얼 단자?

하고 덜컥 샀다가 화노 ㅈ되는 꼬다리 한둘이아님"
x26p,2021-11-04 16:37:46,"e50 + 배터리

아레스2

와 비청 예약


k271 구형 최고"
S9 PRO 노이즈 많은데,2021-11-04 16:36:36,
S9 pro 측정치,2021-11-04 16:35:34,언밸
라놀린 특징,2021-11-04 16:34:27,누구보다 소다리를 좋아하지만 구매하지 않음
배달음식에서 이거 나오면 어떡함??,2021-11-04 16:33:15,어떡해?
소니 xm3쓰다가 xm4갔는데,2021-11-04 16:32:13,"xm3쓰던거 2년넘어서 그런가 30분쓰면 50퍼고 1시간도 안되서 충전해라고 꺼지고 ㅇㅈㄹ이라 걍 xm4 샀는데
뭔가..좀 그렇네
xm3은 대충 귀에 넣으면 알아서 잘 차폐되서 노캔 잘됐는데
xm4는 폼팁 잘 안맞고 이어폰 위치도 이리저리 만져대야 간신히 밀폐되더라
그래도 전에는 사람많은곳 가면 음질위주 세팅으로 가면 노래 못들을정도로 끊겨서 무적권 연결우선으로 해야 들을수 있었는데
xm4는 음질우선해도 같은위치에 가도 안끊기는건 좋더라
근데 폼팁 너무 아닌거같음.. 걍 전에꺼 갈아 끼워야되나 싶을정도
음질은 폼팁때문에 밀폐 안되서 음질도 저음새고 고음새고 하는거 좀 스트레스 받긴 하더라
나중에 폼팁 따로 샀음 좋겠다 ㅅㅂ"
4k블루레이 산거 조만간 오겠네,2021-11-04 16:32:00,"2001스페이스 오디세이
이미 dvd갖고 있는데

이게 66mm인가 70mm인가
필름으로 찍어서 4k 리마스터 화질 존나 쩐다는데

존나 기대된다"
노캔만 켜놔도 화노 없는 코드리스없냐??,2021-11-04 16:31:33,"팟프로 1000xm4 둘 다 노래안틀면 화노생기던데

귀마개 대용으로 노캔 켜도 존나 조용한 이어폰 없음??

걍 지금 기술로는 불가능한건가"
s9 pro말고 소다리 ㄱ,2021-11-04 16:31:04,왜 박사님을 못믿는것이지?
이번 오테는 어떨까,2021-11-04 16:30:36,"블투되는 중가형 알머시기의 탄생일까?
아니면 ""오테""할까?
- dc official App"
오 애플tv 나왔네 몇개 구매해봄,2021-11-04 16:28:59,"그동안

구하기 진짜 힘든거 몇개는 비디오
왠만한건 dvd로 소장했었음

블루레이 나오고 이거 다시 모아야하나 생각해서
걍 파일로 다운받거나 구글 플레이 네이버플레이등으로
이용했음


그러다 다시 수집해야지 맘먹고
블루레이,4k블루레이 모으는중임

그럼에도 구글플레이에 구매결제해놓고 리스트 모아놓은것만
거의 500개 가까이됨


그러다 왓챠나 넷플릭스,웨이브등 스트리밍도 이용중인데
애플tv 이거 괜찮네
구글플레이와 방식은 비슷함

그매목록에 영구구매 리스트 뜨고
다운로드도 가능함

다만 구글플레이는 구글 유튜브포함 볼수있는게 많은데
애플tv는 애플tv 맥 아이폰 아이패드 아니면 크롬캐스트
플스등 조금 제약은 있네

그럼에도 돌비비전지원에 4k hdr지원임
아이튠즈랑 같은 소스인듯


완전 맘에 들어 몇개 구매해보았다
그중엔 이미 구글플레이에서 구매나 dvd 혹 블루레이로 있는것임에도

구글플레이는 미국에선 4k 자동무료지원이라는데
국내 지원해주면 나야 완전 땡큐지

아직 안하니까
앞으로는 애플tv 이용해야겠다"
한쪽귀갤럼아,2021-11-04 16:28:47,"hd25청음해본적만 있어서 사진보면서 설명할게
헤드밴드하고 이어컵 연결부에 저 동그란 경첩 보이지?
저걸잡고 이어컵을 앞이나 뒤로 움직이면 앞뒤로 접을수 있음.
그상태로 머리에 쓰고 사용하면 ㅇㅋ
혹 이해안가는거 있음 물어봐
AVICII"
팬케이크 먹고싶다 ㅇㄱㄹㅇ,2021-11-04 16:28:36,ㅇㄱㄹㅇ
팟3 써보니 솔직히 너무 편해서 고민됨,2021-11-04 16:27:41,"오늘 하루 종일 써보니 유선이 의미 없어지네

답답한 팟프로와 달리 음질도 꽤 좋아지고 이제 윈도우도 aac지원해서 어디나 붙여도 되고

배터리 오래가고 귀에도 착용감 최상

음질 쬐끔 올려보겠다고 댁앰에 걸리적 거리게 주렁주렁

다 팔아버릴까...집중하지 않으면 별 의미도 없는데..

며칠 더 써보고 결정해야 할듯"
r70x vs hd660s,2021-11-04 16:22:34,"둘중 골라줘!!

지르기 직전이란 말임!!"
꼬다리 1등이 s9 pro 맞냐,2021-11-04 16:18:24,"퀘다리는 측정치 빻았던데

짱깨가 측정치까지 빻았는데 왜빨림"
택배기사 엿먹여야겟다,2021-11-04 16:15:00,"이새기 전화도 안하고 맨날 경비실에 맡기고 가는데
몰래 물건 가져가고 안왓다 해야지 너도 당해봐라"
침대파이하다가 코골고 졸아버림,2021-11-04 16:13:43,꿀잠자버린
