title,date,content
닥헤에서 카토 평이 왤케 좋냐? [6],2021-11-15 21:35:30,"들어보고싶게 ㅆㅂ..

꼬다리라도 사서 들어봐야하나"
그돈씨 ㅋㅋ 힘내세요 꼭사라 ㅋㅋㄷㄷ [2],2021-11-15 21:35:15,아 ㅋㅋㄷㄷ빌런 저능아같은데 존나 웃기네
퐁퐁 어쩌고 얘기 나오고 [2],2021-11-15 21:35:03,"의사몰에 내무부장관 회장님 어쩌고 이런글이 안보이는것 같다
은근 의식하는건가 ㅎ"
박사님은 진짜 걍 드라이버 개발만 하시는건 어떠한지 [6],2021-11-15 21:34:55,포부는 좋은데 현실이 영 아니란말임
덱앰 70만원대까지 추천 받아요 [5],2021-11-15 21:34:28,"hd660s 사려고 마음먹고 기다리는데 이거에 같이 쓸 덱앰으로
처음에 젠 시그니처 세트 사려고했다가 이거 하나만 보는거 같아서
가격 비슷한 덱앰 합 70만원대까지 추천받습니다 "
나 한달에 보험에 90마넌 [4],2021-11-15 21:33:47,"종신보험 월50마넌 10년 이후부터 복리
다른거는 종신보험 월20 적금
나머지 보장형
결혼빨리하면 뒤져도 보험금 우리 엄마아빠한테 안줄 수 있겠따ㅋㅋ 개꿀"
더큐의 헤드폰여행 [7],2021-11-15 21:33:45,임마대리청음기 재밌단말임
윈도우11은 애플뮤직 무손실 됌??? [1],2021-11-15 21:33:17,"ㅇ
- dc official App"
무상수리 왕복 다 내는게 어케 가능? [1],2021-11-15 21:33:15,차이파이보다 서비스 구리네 ㅋㅋ
KSC75가 저음 다이나믹스가 좀 부족한 게 그렇긴 함 [3],2021-11-15 21:33:00,대신 가격을 조까는 소리 ㅋㅋㅋㅋㅋㅋ현타발생기 ㅋㅋ
"dt770 pro, qc35 qc45 대두는 무얼 써야할까.. [6]",2021-11-15 21:32:47,"dt770 pro 30옴짜리 써봤는데 좀 조이는데..
qc35, 45는 괜찮을까..
영상편집자라 모니터링정도면 괜찮은데..유.무선 신경안쓰고..
나도..머리 안조이는 헤드폰쓰고싶어.."
560s 58x 660s 중에 뭐삼? [8],2021-11-15 21:32:22,"이 세개가 젠하오픈형중에서 그나마 베일이 없다는데...MTW2, HD800s 불만족했음...뭐가 젤 나음? 음악은 최신 대중음악 많이 들음"
바쿤유저 개패는법 알려준다.,2021-11-15 21:31:05,- dc official App
660s랑 같이 쓸 10만원대 앰프추천해주셈 [1],2021-11-15 21:30:19,hd700에 쓸건데 아무도 안써서 비슷한 놈으로 부름
이 말투 중독적이네요 ㅋㅋㄷㄷ [4],2021-11-15 21:29:51,꼭 하자 ㅋㅋㄷㄷ
버즈플러스도 커서 못낌 [2],2021-11-15 21:29:38,"소니 유닛크기 보자마자 신포도댐

암튼 구림ㅋㅋ"
중고 옥나노(b급) vs 새 뉴하나 [3],2021-11-15 21:29:03,가격은 비슷함
닥헤 탈퇴했는데 요거 팔자고 재가입하긴 싫음 [8],2021-11-15 21:28:21,"근데 천막포 매물 조회수자체가 넘 낮음

15에 바로 손절 가능하면 15까지 내릴 의향은 있는데
- dc official App"
오랜만에취침점호 나팔소리,2021-11-15 21:27:39,"https://www.youtube.com/watch?v=t3ENrCjZYQ8
 ㅋㅋㅋ
- dc official App"
이헤갤애들 착한거같아 [8],2021-11-15 21:27:14,"뉴비 질문도 잘 받아주고
- dc official App"
세계 최강의 헤드폰 [4],2021-11-15 21:27:06,"뉴비 질문도 잘 받아주고
- dc official App"
어느 정도 감도와 저항 이면 엠프가 필요함? [7],2021-11-15 21:26:38,휴먼 질럿이 될수 있는
김재앙군의 XM4는 김재앙군 자신임을 모르는 후후,2021-11-15 21:25:31,"M.R.O.: [번역글] 헤드폰 & 앰프 임피던스에 대하여 (rinchoi.blogspot.com)

NwAvGuy: 헤드폰 임피던스 설명


=============================================================
라고 하는데 맞음?

10년전 글이라 지금의 상식과는 다를려나?"
Lg c번들은 그냥 쿼드비트 시리즈의 완성판이 아닌가 싶음. [6],2021-11-15 21:25:09,"ㅋㅋㄷㄷ
- dc official App"
오랜만에 ksc75 들어봐야겠다 [1],2021-11-15 21:25:07,쿼드비트가 4까지 나왔는데 그 이후로는 안나왔잖음 c번들 계속 들어보니 쿼드비트4에서 밸런스하고 저역대양감 그리고 피크를 정리한 느낌이었음 lg는 쿼드비트5라고 냈었어도 되었을것 같은데 무선사업부 접으면서 개선판 준비하던것도 날아가면서 지금까지 개발한 거 신제품 번들에나 집어넣자해서 나온 제품이 아닌가 싶음 물론 뇌피셜임
이압제조기 블2 살바에 b3 사라는말임 [5],2021-11-15 21:25:05,이놈 보컬이 진짜 좋음
요즘 뉴비들 왤케 많아짐??,2021-11-15 21:25:04,"대신 정가로 사면 빡퉁가리고 역경매 잘 주워야함 ㅇㅇ

소리는 저음 단단해진 블2
금속쉘 보컬 울림이 이쁨
착용감 ㅆㅅㅌㅊ
이압 제로
디자인 ㅅㅌㅊ
기케 ㅆㅅㅌㅊ"
소니 wf1000xm4살놈은 다샀지,2021-11-15 21:24:21,"뭐임??
광군절 지났는뎅
- dc official App"
지듣노 [16],2021-11-15 21:24:17,지금안사는애들은 돈없어서 떨어지는거 기다리는애들뿐임
좃니 바로팔려면 약 15만원 손해볼거같은데 [6],2021-11-15 21:23:37,"https://www.youtube.com/watch?v=Gx6tggQTHwg
버스커버스커 앨범 인트로에 연주곡 너무 조은듯"
수월우 수근수근 [10],2021-11-15 21:23:05,"걍  안팔고 방바닥에 박아두는게 더 좋을거같음
- dc official App"
영국맛 하면 옛날에 도미노피자 CF만 생각남 [2],2021-11-15 21:22:44,s8보다 a8이 더 이쁨 수군수군
ㅋㅋㄷㄷ치는 새끼 아이피 존나 많네 [19],2021-11-15 21:21:35,s8보다 a8이 더 이쁨 수군수군
1677사용 1년차다 [5],2021-11-15 21:21:23,ㄹㅇ..
늑대콘 잠수탄 이유,2021-11-15 21:21:17,"드라이버 존내 멀쩡하고 내구성이슈 없다
어쿠스튠 음질 최고고 반박시 니말이맞다
- dc official App"
이어폰에서 공간감 찾으면 바보야..? [15],2021-11-15 21:21:06,"수간하다가 에이즈걸려서 입원
- dc official App"
짭009 개조중 [11],2021-11-15 21:20:49,오픈형 헤드폰 사기 싫어..
소니빠는 멸종해버렸단말임 [4],2021-11-15 21:20:31,"원래있던 이상한 XLR단자 에서 뉴트릭으로 교체함

지금 카나레로 헤드폰 케이블도 만드는중임
- dc official App"
좃니 무선 좃나 안팔리네 ㅋㅋㅋㅋㅋㅋㅋㅋ 아 [2],2021-11-15 21:19:44,애플빠처럼 끈질기지 못했단말임
싱글벙글 늑머콘 근황 [3],2021-11-15 21:18:32,"좃니 산 내 지능 탓해야지
- dc official App"
예아 돌리는 맛 하면 영국맛 아니노 [6],2021-11-15 21:17:03,
블레싱2 팔아주라 ㅎㅎ [11],2021-11-15 21:17:03,함 무바라 디진다 ㅋㅋㅋㅋㅋ
엘지 번들 바이럴임? [10],2021-11-15 21:16:44,s8이나 ㅎㅎ
맥북만 없는 앱등이 슬슬 에팟프로 질리는데 맥스 추천함? [1],2021-11-15 21:16:25,"농담인거 같긴한데

뇌절하니까 헷갈리노 ㅋㅋㅋㅋ"
바쿤유저 머리 제모중이다.,2021-11-15 21:15:35,돈은 있음
주작결과 [22],2021-11-15 21:15:32,- dc official App
님들 QCY 킹왕이 T1이랑 T5라던데 둘다 써본 게이있음? [1],2021-11-15 21:14:56,"e40 zsn pro 원린이가 안받는다고 양보함 ㅇㅇ

구로미 옾쳇 ㄱ"
아이팟 터치도 dac 써야돼? [1],2021-11-15 21:14:46,"어느게 더 ㄱㅊ음?

QCY T1은 예전에 한 번 써봤는데 너무 마음에 들었었는데

찾다보니 T5도 ㄱㅊ다네?

T5주문해볼까 하는데 음질은 어때?

별로면 T1사게"
비싼 거랑 싸구려랑은 번갈아 들어보면 알 수 있음,2021-11-15 21:14:44,"터치 7세대 쓰는데 dac도 써야되는거였어? 차이 많이 나나..;;

Se535 쓰고 있음"
환승하면서 들어요,2021-11-15 21:14:16,"단, 비싼 걸 먼저 들어보고 싼 걸 들어봐야 됨. 그래야 차이를 확실히 알 수 있음.
주의사항은 비싼 걸 들어보고 나서 싼 걸 들어보면 존나 화가 난다는 점임.
일시적 분노조절 장애에 걸릴 수 있으니깐 반드시 분노조절 잘하게 해주는 사람이랑 같이 시도하셈 ㄷㄷㄷㄷㄷ "
비싼 거랑 싸구려랑은 번갈아 들어보면 알 수 있음,2021-11-15 21:14:44,"단, 비싼 걸 먼저 들어보고 싼 걸 들어봐야 됨. 그래야 차이를 확실히 알 수 있음.
주의사항은 비싼 걸 들어보고 나서 싼 걸 들어보면 존나 화가 난다는 점임.
일시적 분노조절 장애에 걸릴 수 있으니깐 반드시 분노조절 잘하게 해주는 사람이랑 같이 시도하셈 ㄷㄷㄷㄷㄷ "
환승하면서 들어요,2021-11-15 21:14:16,"https://www.youtube.com/watch?v=Kdh9qoTUaXM
목소리가 한노래에
두개
- dc official App"
헤드폰 파우치 추천점,2021-11-15 21:13:24,- dc official App
내가 쓴걸 보니 조금 과장 시키긴한것 같네 [4],2021-11-15 21:13:12,30미만까지 취향차는 아무래도 저역대표현에 놀라서 조금 과장되게 쓴것같음 정확하게 말하면 20미만까지는 이걸로 퉁치고 성능업글원하면 20만원대 초중반 정도로 가라가 내 주장임 20초중반쯤 되면 이것보다 톤밸하고 밸런스는 더 정리된 사운드가 나오니말임
아톰앰프 출력쌘데 이어폰 물려도 갠차는거임? [6],2021-11-15 21:13:01,"출력쌔면 낮은옴 이어폰들  터지거나 노이즈 생기는거아님?

최대출력이 쌘거라 최저출력이랑 상관없나

뉴비라 ㅈㅅ"
다이소 이어폰 케이스 990원짜리 쓸만함? [6],2021-11-15 21:11:27,"걍 이런거 사도됨?
실리카겔도 사서넣을꼬임"
비싼 헤드폰이랑 싼 해드폰이랑 딱 들었을 때 차이가 뭐야? [32],2021-11-15 21:11:07,"말로 설명하자면 뭐임?? 보컬이나 악기가 막 3d처럼 살아숨쉬고 그럼?
- dc official App"
아톰 노브는 바꾸는게 마따 [11],2021-11-15 21:10:44,"세상에 이런 쓰뤠기 노브는 독보적이라
무조건 알리에서  D자형 노브 검색해서 바까줘야함 ㅇㅇ

기본은 25mm인데 20mm으로 바꿔주면 led도 보이고 뽕맛이 2배라 캄

돌리는 맛도 떡상한다"
바쿤유저 = 여성사냥꾼 [1],2021-11-15 21:09:25,"https://www.youtube.com/watch?v=v-yylTEx474
개팬다.
- dc official App"
이거 들으면서 지리고 있을 따름... [4],2021-11-15 21:09:17,"https://youtu.be/e4NHytqCkyA



곡 너무 잘쓴다 진쟈..."
요것만 한곡 더듣구 내려요,2021-11-15 21:07:44,"https://www.youtube.com/watch?v=XmLtHVyYEs4
음색이 
- dc official App"
걍 여기 ㅂㅅ막귀들 말은한귀로 듣고 한귀로 흘려라 [3],2021-11-15 21:07:26,"https://www.youtube.com/watch?v=fySIuAnP1cM
걍 등치도 크고 호감상인 영디비를 믿어라
- dc official App"
밐밐 점마 귀엽게 생겼잔아 [6],2021-11-15 21:04:08,돈도많고 ㅇㄱㄹㅇ
아톰 사지마 [30],2021-11-15 21:03:35,나만쓸꺼임 꺄륵
음잘알= [10],2021-11-15 21:03:12,젠하이저 HD820 오우너
