title,date,content
t1 2세대 존나좋네 [6],2021-11-16 18:28:49,"660s 쓰다 업글했는데 개쩌네
- dc official App"
소니 ㅋㅋ [7],2021-11-16 18:26:41,R70x도 못이기는게 뭔 Ve8에 비빈다고
이거후기 [1],2021-11-16 18:24:53,"다른건 안물려봤는데 이어폰성능을 몇배는 뽑아주네

득삼이에 물렸을때보다도 훨씬 좋음

궁합이 있긴 있네"
타임리스 배송현황....ㄹㅇ [19],2021-11-16 18:23:16,"닥헤에 타임리스 공장 공문 뜨고 모든 상점 재고가 없어서 난리난거 같더라...

판매전에 재고없다고 공지를 안했나더라고 ㅇㅇ

120달러 판매자는 판매전에 재고없어서 지금 주문넣으면 대략 10일정도 입고까지 기다려야한다고 했었음

재고들어오면 빠르게 챙겨서 보내주긴할거니까 좀 기다려봐야할듯





배송 뜬 갤럼들이 몇몇 있는데 

다보낸줄 알았는데 그건아니고

딱 6개만 공수해와서 주문순서 6등까지만 보냈다함




지금 출발 못한 주문건은 다음 배치 기다려야할듯..."
009는 좋긴 좋은데 피곤하더라 [13],2021-11-16 18:22:50,10분들으니까 피곤해짐
에어팟 프로 귀아플까요..?,2021-11-16 18:22:40,"갤럭시 버즈 쓰다가 이제 갈아타려고 하는데

옛날에 버즈 산지 얼마 안되었을때 썻을때는 오래 껴도 괜찮았는데
시간이 지날수록 좀 귀가 간지러운 느낌이 들더라고요
간지러울때마다 이어팁 물이랑 비누로 행궈줬는데도
간지러운느낌때문에 요즘 사용 안하고있고요

혹시  에어팟프로도 간지러울까요??

- dc official App"
근데 보통 유명 헤드폰 정도면 십덕 특화 그런거 몇없는듯 [8],2021-11-16 18:21:44,"갤에 언급많이 되고 평 좋은
헤드폰이면 전대역 쓸만해서

십덕 특화 이런건 울손 몇몇기기나, 스탁스 그라도 정도? 뿐인듯

울손 스탁스 그라도는 매니아층이 확고한데

자기 취향인지 들어보지 못했으면 덥썩 사는건 비추..."
타임리스 나 왜 배송준비 완료지 [1],2021-11-16 18:19:28,그냥 이거 언제까지 발송해야하고 그런거때문에 뻥송장 보낸거겠지?
마이크 PC 직결이 남? 아니면 USB변환하는게 남?? [1],2021-11-16 18:19:08,내장 사운드카드의 ADC가 낫(낳X)냐 USB 변환잭같은거 ADC가 낫(낳X)냐??
R70x오면 그 길로 종결지으면 되는거냐.. [19],2021-11-16 18:18:59,"시몬스침대처럼 편안하고 포근한

알칠공 선율위에 누워서 음악에 몸을 맡긴뒤

그대로 종결짓고 탈갤하면 현명한거냐"
흐드팔스 기케 4.4로 주는거 불편 4pin커케 또사야됨,2021-11-16 18:17:15,"시몬스침대처럼 편안하고 포근한

알칠공 선율위에 누워서 음악에 몸을 맡긴뒤

그대로 종결짓고 탈갤하면 현명한거냐"
옥나노를 사야하나,2021-11-16 18:17:14,"4.4 to 4pin 커넥터 좋은거 쓰면 기케그대로 소리남??

정 안되면 커케 하나 또 사고... 케르긔 흐드팔스 케이블은 얼마지"
젠하이저 hd650 소리 크게들으면 왼쪽이 살짝 지직거리는데 [6],2021-11-16 18:15:34,"시몬스침대처럼 편안하고 포근한

알칠공 선율위에 누워서 음악에 몸을 맡긴뒤

그대로 종결짓고 탈갤하면 현명한거냐"
광군절 소비는 적당한선에서 약간의 과소비였네 [4],2021-11-16 18:13:38,"4.4 to 4pin 커넥터 좋은거 쓰면 기케그대로 소리남??

정 안되면 커케 하나 또 사고... 케르긔 흐드팔스 케이블은 얼마지"
이명 FYE좌 그립읍니다 [8],2021-11-16 18:12:28,"웨스톤 엄프로50 시켜서 오고있는데

굳이 하급기를 하나더 들일필요는 없겠지?
- dc official App"
소니 WF-1000xm4는 유선 하이엔드에 비빈다 [12],2021-11-16 18:11:18,"as 가능?
- dc official App"
감전 알테어좌 그립읍니다 [9],2021-11-16 18:10:09,"ka3

시간없음

관짝고양이

trn bt30

qc25 케이블, 블루투스모듈

qc25 블루투스모듈이 좀 급꼴려서 산거긴 함

쓰레기만 아니면 좋겠다..."
당근마켓 하트 왜누르는거야 [18],2021-11-16 18:09:06,"ka3

시간없음

관짝고양이

trn bt30

qc25 케이블, 블루투스모듈

qc25 블루투스모듈이 좀 급꼴려서 산거긴 함

쓰레기만 아니면 좋겠다..."
DAC엔 마이크 입력은 없는거야?? [3],2021-11-16 18:09:06,ㄷㅈㅁㄱㄹㄱㅈㅇㄷㅈㅇㄱ
타임리스 물량딸린다는거 말안해줬나보네 [3],2021-11-16 18:07:16,"신포도 아닌거 인증박고 시작함



1000xm4는 코드리스 종결기일 뿐만 아니라

하이엔드 인이어에도 비빌 수 있는 좆쩌는 명기다


인이어 종결기들과 비교해도 꿀리지 않는 기본기를 가졌고

LDAC 코덱 탑재로 퍼포먼스를 올리면서도

아주 잘 정제된 사운드 시그니처를 갖고 있다는 점


실제로 들어보면 비전이어스 하이엔드 이어폰에도 꿀리지 않는

실로 대단한 퍼포먼스를 보여줌


반박은 둘 다 갖고오면 받아줌"
UP5 산다,2021-11-16 18:06:38,ㅇㄷㅊㅂㄱㄴㅇ
ka3 진자냐 라놀린 ㅅㅂㄹㅇ [1],2021-11-16 18:04:36,사지도않는데 하트만 ㅈㄴ 누르네
엠파이어 임마는 소리보다 설탕쉘이 걱정이더라 [10],2021-11-16 18:02:36,PC쓸때 마이크 쓰려면 PC에 직결해야됨? ㅠㅠ
qc25/35 패드 알리에서 6천원임 ㅇㅇ [2],2021-11-16 18:01:23,"는 건 아니고 BT20S PRO 버리고 BT30이나 쓰자
출력 3배나 더 좋고 노이즈도 더 적대"
노이즈 있는거 같아서 멀티탭 바꿈 [3],2021-11-16 17:59:55,"좋다며 검증끝났다며

16옴 제외해도 측정치 쓰레기자너


짱깨 ifi답다"
너무아프다 [2],2021-11-16 17:59:50,청음샵가서 만질때도 조심스럽단말임.....
수월우 바뤼에이쉐언 괜챃나 [1],2021-11-16 17:58:57,"찾으면 천원 이천원정도 더 깎을수도 있을듯

1달러정도 차이나서 걍 시킴"
컴포버즈 프로 쓰는 사람 있음?,2021-11-16 17:58:47,"컴퓨터용으로 쓰던 멀티탭에 앰프 꽂아 쓰고 있는데 노이즈가 있어서 에어컨용으로 쓰던 2구짜리 멀티탭 때서 꽂았더니 노이즈 사라짐
근데 이러니 4구+2구 멀티탭 두개 쓰는게 좀 맘에 안들어서 웨xx넷 멀티탭 4구짜리 하나 샀는데

원래 안들어와야 하는 접지 초록불이 들어옴 ㄷㄷ;; 뭐지 벽면 콘센트가 비접지용에 낡은 아파트인데 접지가 되고 있던건가 그럼 노이즈가 생길일이 없는데
어쨌든 크게 달라진건 없는거 같은데 먼가 기분적으로 만족

첨에 있던 노이즈가 확실히 사라지니 소리가 좀더 깨끗하게 잘 들림 ㅋㅋ"
나는 성격상 하자있는거는 별로 팔고싶지 않음 [6],2021-11-16 17:58:25,"내일이면나아졌으면좋겠다

휴

평생눈물흘ㄴ실거다흫리는중

너ㆍ놀린"
엠파이어 에보 땡긴다 [6],2021-11-16 17:56:37,블레싱 더스크살까 이거살까
나도 에어팟맥스 당마에 팔때 개쫄렸는데... [4],2021-11-16 17:54:43,"펌웨어가 이상해진 건가 왜 노캔이 점점 약해지는 거 같지
옛날엔 저음부분 노캔은 확실했는데 요즘은 뭔가 애매하고
또 팁이 쓰레기라 폼팁 따로 안 쓰면 전체적인 소음차단은 그닥인 거 같음"
님들 엠파이어 이어스 오딘 ㄹㅇ 개미쳤음 [7],2021-11-16 17:54:42,그냥 이딴걸 누가써 라는 생각
오 출발했다 [1],2021-11-16 17:53:41,"레엑보다 저음이 더 깊게떨어진다는데 말이되냐 ㄷㄷ
- dc official App"
헤알못 dac엠프 꼬다리 이거3개 차이 모르는데 알려줘 [20],2021-11-16 17:53:02,"올리자마자 3분만에 문자와서 쿨거래 약속잡고 나갔는데

전화와서 내 위치 묻는데 여자목소리드라

좀 기다리니 문2개달린 bmw 하나 쓱 오더니

시꺼먼 모자쓰고 패딩에 반바지 입었는데 다리에 문신보이는 아저씨랑 여자내리더라

가방에서 물건 꺼내서 하자 없는거 확인시켜주는데 손이 떨리고 식은땀 나더라 혹시나 놓친 잔기스 하나라도 발견되면 뒤지게 처맞을까봐

다행히 네고도 없고 쿨거래로 마무리 되었는데 그 뒤로 직거래 잘 안함..."
"중고사면 먼저 해야 하는일 : 밸런스 체크, 상태확인, 세척 [1]",2021-11-16 17:52:48,"듣고 눈물 흘리면서 훔쳐올뻔함;;; ㅅㅂ
앨범리뷰 보러가기"
중고구매하면 다른것보다 패드 꼭 세탁하셈 [13],2021-11-16 17:51:27,"듣고 눈물 흘리면서 훔쳐올뻔함;;; ㅅㅂ
앨범리뷰 보러가기"
카토 vs 아삼이 [4],2021-11-16 17:50:37,"로젠 화이팅
페덱스 화이팅"
유무선전환되고 가성비 헤드폰 추천점 [2],2021-11-16 17:49:53,"갤럼들이 주도하는 질서에따라 560s에 s9pro꽂아서 무지성 사용중인데 s9pro는 꼬다리라고 하더라고?
그럼 dac 하고 앰프는 뭐랴"
흐드팔스 결국 샀다. [18],2021-11-16 17:49:39,"ㅇㅇ

상태 확인하고

물티슈랑 알콜스왑으로 구석구석 닦고

마지막으로 귀에 끼고 밸런스체크 ㅇㅇ"
나도 직거래 가서 맞고올래 [23],2021-11-16 17:49:08,"판매자가 패드세척했다고 따로 말 없으면 무조건 빨고 쓰는거임...

냄새나고 더러워

나는 중고로 싹 내보내면서 패드 내가 다 빨고 말린다음에 장터에 올렸는데 씨발 1840 그걸 네고를 걸어 씹새끼...

하... 진짜 중고거래 다시는 하기 싫고 그냥 귀속템으로 갖고있을건데 비싸게 돈주고싶지는 않아서 한번 살때 신중하게 고르게 됨"
댁 언밸 아웃풋을 앰프 밸런스 인풋에 연결 못함? [6],2021-11-16 17:48:43,"판매자가 패드세척했다고 따로 말 없으면 무조건 빨고 쓰는거임...

냄새나고 더러워

나는 중고로 싹 내보내면서 패드 내가 다 빨고 말린다음에 장터에 올렸는데 씨발 1840 그걸 네고를 걸어 씹새끼...

하... 진짜 중고거래 다시는 하기 싫고 그냥 귀속템으로 갖고있을건데 비싸게 돈주고싶지는 않아서 한번 살때 신중하게 고르게 됨"
왜 c to 3.5핀 케이블은 없음? [2],2021-11-16 17:46:05,"힙합만 들음
밀도감 있는 저음 좋아하고
킥 사운드 살짝 강조된 자연스러운 음색 좋아하는데
둘중 뭐가 남?"
아 나도 직거래해서 멱살잡히고싶다 [1],2021-11-16 17:45:40,"해주세요

게임이랑 영상시청용
음악은 베이스 공간감 중시"
"오픈형 이어팟에서 극저음, 해상력 살짝 올라간거 있나 [5]",2021-11-16 17:45:19,"중고로
흥미진진"
너무 무섭다ㄷㄷ [7],2021-11-16 17:44:37,깽값으로 덱앰 업글할래
ie300이거원래 저음약햐?? [4],2021-11-16 17:43:43,"그럼 만약에 언밸 아웃풋밖에 없는 댁을 샀는데
앰프 인풋이 밸런스 단자밖에 안달려있으면
둘이 연결 못하는거임? "
근데 쥰내 웃기네 어캐하면 폭행 당하노 ㅋㅋㅋㅋ,2021-11-16 17:43:00,
나도 사운드 id 테스트 그래프 괜히 일자형이 나온게 아닌듯,2021-11-16 17:41:54,"멱살 잡히는게 쟤처럼 지하철같이 cctv있는곳이면

ㄹㅇ 잡히는 순간 시스템업글 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
남 [5],2021-11-16 17:41:22,있냐
DT-770 Pro 임피던스 골라주세요 [8],2021-11-16 17:39:20,"나같은 약골은 이헤폰거래하다 죽겠네 ㄷㄷ

중고거래 안해야겠다"
ie300이거원래 저음약햐?? [4],2021-11-16 17:43:43,"금관악기 저음으로 나오는파트가 거의 묻혀서 안들려
첼로로 조지는건 들리는데"
근데 쥰내 웃기네 어캐하면 폭행 당하노 ㅋㅋㅋㅋ,2021-11-16 17:43:00,"금관악기 저음으로 나오는파트가 거의 묻혀서 안들려
첼로로 조지는건 들리는데"
나도 사운드 id 테스트 그래프 괜히 일자형이 나온게 아닌듯,2021-11-16 17:41:54,이헤폰 직거래에서 폭행은 귀하노
남 [5],2021-11-16 17:41:22,저음 고음 많으면 두통이 와버려
DT-770 Pro 임피던스 골라주세요 [8],2021-11-16 17:39:20,"무
- dc official App"
밖에서 유선이어폰 쓰면 생기는일 [1],2021-11-16 17:38:11,"블랙프라이데이 직구 노려서 DT-770 Pro 살려고 하는데
32,80,250 옴 중에서 뭐 사야해요?
음악은 Fiio Q3 포터블 항상 연결해서 듣고 팝 많이 들어요."
어제 직거래 갔다가 폭행당한 헤붕이 가해자한테 문자받음 [34],2021-11-16 17:37:51,"이헤갤럼같은 여친생김









ㅋㅋ"
