title,date,content
요즘 토익 800 아님 사람 취급을 안하네,2021-11-03 16:25:09,"절대 안나오던데 800 어떻게 맞는거임??


니들 토익 800임?"
아씹 막상 꺼내서 들어보니,2021-11-03 16:24:54,"소리 존나 좋네 요즘 액정4나 다른거 에 밀려 안들은지 한 5개월 됫나...
- dc official App"
이노래제목 아는사람? 유명한데,2021-11-03 16:24:22,https://youtube.com/shorts/Pj11CpS8Qhg?feature=share
펀사운드는 솔직히 말하면,2021-11-03 16:23:09,"어이쿠스튠 못따라간다 캄 ㅇㅇ
짱깨파이는 난잡하고 대역폭 비고 저음만 과다빰핑 펀사운드가 많아서.."
ka3마루타할가말가,2021-11-03 16:22:52,"디자인자체는 누가봐도 w2에 영감을 많이 받은듯한
- dc official App"
"킹에디션,잭스 사자 헤드야",2021-11-03 16:20:37,"2개 펀사운드좋음
- dc official App"
이어폰샵 제미니 가격 올랐네,2021-11-03 16:19:53,아 ㅋㅋ
투너파이널=코스맨=렬교,2021-11-03 16:19:47,ㅋㅋㄷㄷ
trn ba5한번사고 하는말인내가,2021-11-03 16:18:09,"돈 만원줘도 안들을소리나더라

크로스오버 자체가 안된소리

그래도 뭐 그땐 닥헤장터 활성롸가 잘되어서
체험비 몇천원내서 악감정은 없는데
- dc official App"
ka3는 잘 몰겠음,2021-11-03 16:16:39,"스펙만 보면 까리하긴한데

ess칩셋땜에 존나 ptsd옴

큐델릭스나 엘지폰같이 고음거칠고 감동없는 소리 날까봐

근데 그것들은 모바일용저가칩이기도 하고
그칩써도 m3x같이 댐핑 잫해놓으면 괜찮기도 해서
- dc official App"
돼지고닉헤도야 그걸왜사,2021-11-03 16:13:35,"그건 장난감도 안됨 걍 고문도구지
- dc official App"
큐델릭스 True 7.1ch USB DAC/IEM T71 +출시예정,2021-11-03 16:13:23,"Qudelix T71!!
T71은 true 7.1ch를 나타내는 말로 USB DAC과 IEM으로 구성이 되어 있습니다
 2022년 초 출시 예정
 T71의 USB DAC은
메인 프로세서로 ARM Coretx M33과 Tensilica HiFi DSP를 채용하였고
 4개의 ES9219C로 8채널 DAC을 만들어 7.1ch or 5.1ch 모드를 지원하고
4way 액티브 디지털 크로스오버 출력-스테레오 모드와 오디오 소스채널 자동 감지 기능을 지원하며
 T71의 IEM은 좌측 4개 우측 4개 총 8개의 8mm DD를 사용한 이어폰으로
재정의된 USB-C 인터페이스를 통하여 8채널 아날로그 오디오 출력을 지원합니다
 + USB HID를 이용한 크롬 컨트롤 앱을 통해 펌웨어 업데이트/음량 조절/EQ 컨트롤/시스템 모니터링
그 외에 다른 USB DAC들이 할 수 없는 것을 지원합니다
 P.S. T71은 전용 이어폰을 사용할 때는 7.1ch로 사용이 가능하고
일반 이어폰으로 사용할 때는 일반 USB DAC으로 동작합니다
 P.S.2 T71은 8ch DAC 출력을 위해 일반적인 2.5mm/3.5mm/4.4mm 단자가 아닌
전용 인터페이스를 지원하지만 2.5mm/3.5mm/4.4mm 이어폰도 사용이 가능하도록 어댑터 케이블을 제공합니다 
 "
TRM X7 공구가가 13이었네,2021-11-03 16:12:18,"고음깎여있는게 걸린다는데

답답하고 그런느낌나냐"
베이어 dt700 900 언제발매함??,2021-11-03 16:09:34,올해안하냐 ?
풕;칼 클리어 케이블 뭐사야하냐,2021-11-03 16:09:32,"단선 잘난다고 해서 싼마이 3.5로 하나 사게
알리에서 고르면 되나?"
제미니사고 실망한 사람들 꿀팁,2021-11-03 16:09:18,"나한테 제미니 싸게 넘기고 다른거 사며누댐 ㅎ
- dc official App"
혹시 무선 게이밍헤드셋 제닉스 wh7 써본사람 이거 괜찮냐?,2021-11-03 16:07:48,"집 거실에서 플스5하는데 거리가 좀 있어서
무선으로 된 헤드셋 찾는 중이다.
검색 해보니까 몇몇 사람 쓰고 있는거 같아서 물어봄

커세어 보이드나 아스트로 A50 같은건 너무 비싸고
디자인도 무슨 세기말 싸이버펑크라 무난한거좀 사려고 하는데
저렴이 무선으로 좀 찍먹 하기 어떠냐?

아 화이트노이즈 이런건 크게 신경 안쓰는 타입임"
갤럭스 버즈프로 몸통만팔려는데 얼마가적당할까,2021-11-03 16:07:38,"양쪽헤드 다잃어버려서 버즈2삼

몸통만 남앗는데 얼마에팔림

정품케이스 사자마자껴서 흠집없고

머 하자없음

박스구성도 손안댐
- dc official App"
중고가 매기는거 시세정하는것도 웃긴거여,2021-11-03 16:06:58,"난 당근안해



개봉하면 다 그냥 폐기직전인거지 뭘 따져
- dc official App"
탠치짐 이름 잘못지었다,2021-11-03 16:05:59,"외사 이름을 옥시즌으로 했어야함

옥시즌 하나
옥시즌 나노
옥시즌 달링
옥리즌 프리즘

ㅇㅇ"
팟프로2 언제나오냐,2021-11-03 16:05:53,집에선 유선헤드폰이고 밖에선 블투헤드폰이고 지랄이고 그냥 에어팟이 최곤데 wh xm4 파니까 팟프로 음질이 맘에 안들기시작하네
타임리스 이외 관심가는 장난감들...,2021-11-03 16:05:40,"올라운더 약간 얇은음선에 맑은느낌이 8B+1D

고역깎인 동굴 W자형이 7BA

올라운더 동굴 W자형이 8BA



대략 이런 평인가? 어떤거같음?"
폰에 dac물리는 애들아,2021-11-03 16:04:09,니네들 케이블은 몇 cm로 쓰냐
C타입 Dac케이블 추천 좀,2021-11-03 16:03:07,5만원 이하 추천 좀요
BC글로벌 알리 결제 안됨?,2021-11-03 16:02:46,디스커버인지 뭔지 쓰여있길래 해봤는데 안먹는거같노
윈98시절 게임들 브금 60Hz이하 많네,2021-11-03 16:01:47,"서브우퍼나 좋은 평판 하나 뽑아서 출력 빵빵하게 다시 해보고싶다
25Hz 졸라 조지는데 이건 노이즈 같은건가"
이어폰샵 존나싸다 이거,2021-11-03 16:01:33,"시그니처DJ ㅇㅇ 
사고싶은데 상위호환 갖고있으니 난 참는다 후..."
버즈프로가 에어팟프로 3세대보다 음질은,2021-11-03 15:57:00,더 좋지않나?
타임리스 너무빨리니까 오히려 의심되네,2021-11-03 15:56:40,"시그니처DJ ㅇㅇ 
사고싶은데 상위호환 갖고있으니 난 참는다 후..."
"20이하 심갓en700pro,뉴아리아,뉴하나 빼고없나",2021-11-03 15:56:14,더 좋지않나?
신형 맥북 프로 출력이 좋다던데,2021-11-03 15:56:03,고닉들 저거 믿어도 되는거냐?
당근 ㅈ거지 ㅅㅂ ㅋㅋㅋㅋ,2021-11-03 15:55:28,"추천 3개해주면되나 걔는 닥헤도안하는 킹반인인데 내가 그 길로 들이긴 미안해서
- dc official App"
늑대콘 어디감?,2021-11-03 15:53:43,덱앰이 필요없는 세상이 오는 건가
lcd 2c 도착,2021-11-03 15:53:33,이게 사람새끼냐? ㅋㅋㅋ
곧 블프네,2021-11-03 15:52:19,ㅋㅋㄷㄷ
얘들아 알바같이하는 친구 이어폰 추천좀 10이하,2021-11-03 15:52:10,"https://www.youtube.com/watch?v=KCEl4FGVR7I
https://www.youtube.com/watch?v=HICKLiuu-b4
첫인상은 셰에에서 lcd 2cb 들었던 것처럼 따뜻하고 부드럽다


지금 커피 한 잔 하면서 재즈랑 재즈힙합 듣고 있는데 너무 잘어울리는듯"
유선이어폰 돌돌말아놓을거면 이렇게 말으셈,2021-11-03 15:51:52,HD6XX 고민되네...
드비알레 제미니 100% 충전 후 노래 세곡 들음,2021-11-03 15:50:40,"난 뉴아리아추천해줬는데 뭐있노
- dc official App"
피오 bta30 써본놈있니,2021-11-03 15:49:31,"https://youtu.be/yg2hi2S4GsE

8분7초부터 줄감는법나옴
이렇게감으면 안꼬이고 좋음 "
킹타게이트,2021-11-03 15:44:52,
내 이어폰은 언제 고장날까?,2021-11-03 15:43:13,여기에 l30물려쓸까하는데 어때보여
음감용 50이하 추천좀,2021-11-03 15:42:31,
팟프로나살까 안드폰인데,2021-11-03 15:39:43,"유선 이어폰
삼성 AKG EO-IG955 이어폰
2019년 5월 20일부터 쓰는데 아직도 튼튼하다.
고장이 안나서 무선 이어폰 못 사고 있다.ㅠ"
세상 많이 좋아졌다 ㅋㅋㅋ,2021-11-03 15:39:30,"컴터에 연결해서 쓸거고 겜도 하긴하는데 fps는 자주 안해서 음감용 헤드폰 찾는중임

모비우스랑 펜로즈 hd600 순다라 이거 추천 받았는데 

괜찮은거 추천이나 저 위에 중에 골라주셈

예산은 50정도 잡는중 "
점심먹고 너무 졸립다.,2021-11-03 15:37:44,"ㅋㅋㄱㅋㅋ
- dc official App"
누가 나 이거 은퇴시켜주세요,2021-11-03 15:37:30,"와우
- dc official App"
플마 하이비 RS6 가격 근황,2021-11-03 15:33:41,"최근에 친구집에서 게임을 하는데 헤드셋이 표현하는
음질이 너무 좋더라구요. 그냥 헤드셋이 뭐 얼마나 차이가 나겠어라고
혼자 생각했던게 정말 바보였던거죠.

게이밍 헤드셋이 표현해주는 음질이 정말 환상적이더라구요.
FPS를 즐겨하는 분들에게는 무조건 일반 헤드셋 말고
게이밍 전용 헤드셋을 써보라고 하고 싶어요. 게임방에서도
집에서도 게이밍 헤드셋을 쓰면 정말 환상적인 게임을 즐길 수 있는거
같더라구요. 어떤 게이밍 헤드셋이 있는지 게이밍 헤드셋 구매가이드를
읽어보고 선택하는것도 중요해요.(출처:CLICKPOINT)"
페블 찐따간지 워치페이스,2021-11-03 15:30:05,"저엇같네
- dc official App"
11번가 xm4 22만원이네,2021-11-03 15:28:36,"10만원 올림 ㅋㅋㅋ
- dc official App"
이어폰 줄 정리 어떻게함??,2021-11-03 15:25:44,페블 찐따간지 워치페이스
11번가 xm4 22만원이네,2021-11-03 15:28:36,근데 할인을 워낙많이해서 22만원이어도 안땡겨
이어폰 줄 정리 어떻게함??,2021-11-03 15:25:44,"막 돌돌마는건 안좋다해서 그냥 반으로 두번 접어서 놔두는데
어떻게 하는게 제일 좋음?"
