title,date,content
종결봤다고 생각했는데 [6],2021-11-12 20:24:02,"휴대용 소스기기, DAC 사야함
아이패드, 모조2 정도면 괜찮을거 같은데
얼마를 더 써야되냐..
- dc official App"
득삼플로 알칠공 듣는애 없냐.. [4],2021-11-12 20:23:43,구동가능하냐???
오인페 이거 녹슬은거임?? [5],2021-11-12 20:19:58,"아투리아 오디오퓨즈 2세대 쓰고 있는데
이거 산지는 얼마 안됐거든? 올해 봄 여름쯤에 삼
근데 오늘 우연히 인풋단자 보게 됐는데 xlr 단자 안쪽에 저렇게
누런게 있더라고? ㅅㅂ
그래서 녹인가 싶어서 지금 쓰고 있는 장비들이랑 예전에 썼던
장비들 한번 다 확인해봤는데 5-6년 정도 쓰고 방치된 장치도
Xlr 단자의 저기 해당부분은 녹은 커녕 오히려 반짝반짝함
예전에 쓰던건 안쓰는거다보니 관리 같은건 안했음
하튼 그래서 저게 구리인가 싶기도 하고 잘 몰라서 사진 함 올려봄
저거 녹슨거노?"
짭 인형 버리는 법 구상 중 [2],2021-11-12 20:19:46,"폐기물 스티커 하나 사서 동네에
재활용 쓰레기장에 놓기 어떰?
생긴건 피규어처럼 생김"
wf1000xm4 착용감 어떰? [2],2021-11-12 20:19:33,지금 버즈플러스 쓰는데 착용감 비슷하냐
엑칼 20 삽니당,2021-11-12 20:19:31,ㅋㅋ
걍 hd560s에 소나타 프로 사고 종결하면 되냐? [2],2021-11-12 20:18:41,입문 모니터링용으로 살건데 이정도면 괜찮지 않냐?
호호모모나나,2021-11-12 20:18:23,ㅋㅋㄷㄷ
노래가아니라 예술 [10],2021-11-12 20:18:06,"""펜타토닉스""
- dc official App"
놀린아 ka3 좋은거맞지? [1],2021-11-12 20:17:46,너믿고 산건데 딴말하면 안댕
rsv 신제품삿냐?,2021-11-12 20:17:11,그좆구린걸?
좆월우도 짭이 있지 않을까 [2],2021-11-12 20:16:17,무서운데
엑칼 25 삽니다,2021-11-12 20:15:56,ㅋㅋㄷㄷ
내가300이하 가장좋게들은게 M4인데,2021-11-12 20:15:44,"셰에 새 후보들 들어봐야게따
- dc official App"
m40x 후기 [5],2021-11-12 20:15:31,"우려했던 점들
1. 치찰음
하나도 안들리더라 
2. 착용감
머리도 큰데 ㄱㅊ더라, 귀도 잘 덮고
3. 더운거
그렇게 안덥더라

실제로 불편했던거
1. 이어컵이 잘돌아
겁나 잘돌아서 순간 망가진줄 알았으
2. 플라스틱
잘 박살나지 않을까 무섭더라
3. 케이블길이
1.3m짜리 케이블은 안줘서 겁나 길더라

소리
베이스가 약하다는데 내 기준에서는 충분히 ㄱㅊ았고
소리 디테일이 꽤 좋은거같더라

대만족"
엑칼 팝니다 [5],2021-11-12 20:15:29,"엑칼 + z4

40"
버즈 라이브 있는데 뉴아리아 사는거 어떰?,2021-11-12 20:14:37,"우려했던 점들
1. 치찰음
하나도 안들리더라 
2. 착용감
머리도 큰데 ㄱㅊ더라, 귀도 잘 덮고
3. 더운거
그렇게 안덥더라

실제로 불편했던거
1. 이어컵이 잘돌아
겁나 잘돌아서 순간 망가진줄 알았으
2. 플라스틱
잘 박살나지 않을까 무섭더라
3. 케이블길이
1.3m짜리 케이블은 안줘서 겁나 길더라

소리
베이스가 약하다는데 내 기준에서는 충분히 ㄱㅊ았고
소리 디테일이 꽤 좋은거같더라

대만족"
엠프 없는데 hd600 써도 됨? [3],2021-11-12 20:14:13,"엑칼 + z4

40"
음악은 헫폰이나 스피커로 들어라,2021-11-12 20:13:30,"음질 좋게 듣고싶어서,,"
구래두 갤럼들 다 좋게들었구나 ㅠㅠ [15],2021-11-12 20:12:59,"엑칼 + z4

40"
셰에간 갤럼들끼리 이어폰으로 간접키스한거노 [3],2021-11-12 20:12:16,"음질 좋게 듣고싶어서,,"
RSV 하루종일 듣다보니까 좀 허접하긴 하네 [4],2021-11-12 20:09:38,걍 스피커에 연결해서 써도 됨?
rs10이 머임 [2],2021-11-12 20:09:35,이어폰은 아웃도어용일 뿐
인형은 서로 존나 베끼던데 [5],2021-11-12 20:09:26,나만 좋은게아녔어 ㅠ 다행이다
라놀린님 ㅇ사실거임? [3],2021-11-12 20:08:48,아니 구멍동서노.. 더럽노..
타임리스 ← 착용감 거지 [19],2021-11-12 20:07:20,"노즐 되게 굵어서 처음에는 끼자마자 헤으응 했는데

이제는 익숙해져서 별 감각 없음

좆밥임"
임마들 다 약해빠졌단말임 [10],2021-11-12 20:07:12,헤드폰임?
폭동화 = 라면도시락 = 124.194 = 대구청주동화 = 유동화,2021-11-12 20:05:53,ㅇㅇ 짱적짱과 은근슬쩍 베끼는 갓본
이어폰도 짭이 도는 세상 [5],2021-11-12 20:05:02,내가 번호 잘못 적었나??
아 진짜 알리 넘모 화나네 [10],2021-11-12 20:04:22,"시발

평가불가능"
rs10 좋긴한데 [13],2021-11-12 20:04:06,그런 어설픈각오로 RS10을 착용하지마라
