title,date,content
이번에 들인 듀얼헤드fdm 프린터 성능............ [12],2021-11-20 05:35:38,"아티스트d 프로
듀얼헤드 미러모드............
후가공 1도 안하고 그냥 때온거예요....
만족스럽네요...................
확실히 얘가 효율이 높고 안정성이 높아요.......
레벨링도 안했어요...
오늘 좀 개조좀 하느라 많이 만졌는데요...
그런데도 잘나오네요........
소리악마 여러가지 작업에 큰힘이 될겁니다......"
한국은 대체 왜 주문할 때 본인 인증이 필요한거야..? [9],2021-11-20 05:26:30,"진짜 이해를 못하겟어..

이것때문에 lg c번들 주문을 못하자나.."
근데 헤드폰 비싼 거 직구 안 불안함? [2],2021-11-20 05:13:11,"직구 고장나면 피곤해지는 거 아님?

고장이 잘 안 나나"
나 진짜로 궁금한게있는데 [20],2021-11-20 04:59:08,"내가 헤드폰 유토피아 쓰고있거든??

근데이게 소리 0부터 시작해서 dac에서

천천히 올릴때

오른쪽이 왼쪽보다 소리가 작으면서

소리점차 키우면 양쪽이 똑같이 들리다 싶이

하는데

이게 정상이야??

덱이 싸구려인거야??

도대체 뭐임이게
- dc official App"
나는 베이어다이나믹이 왜 이렇게 호감가지 [5],2021-11-20 04:54:04,"고집스러운 디자인 철학이랑 특유의 V자형 사운드 시그니쳐가 멋진 거 같은 ㅇㅇ 유지 보수도 쉽고 부품 수급도 원활해서 좋은 듯.. 고막이 베이는 느낌은 사랑으로 극복했고, 베이어랑 결혼하고 백년해로 해야겠음"
니네 소리크게듣냐?? [14],2021-11-20 04:48:55,"이런 소리에 음향에 대한 절댓값 같은거

보는법이 있나
- dc official App"
나는 헤드폰 불편하면 잘 안씀.. [7],2021-11-20 04:43:32,"그래서 저음 약해도 젠하이저 씀

졸라편해서 좆경위에 계속써도 안아픔"
자극적인 음색 듣다가 플랫한 음색 들어보면 [4],2021-11-20 04:43:31,"기기가 고장 났나? 느낌 남

플랫에서 맑고 고운 음색은 없으니"
ㄹㅇ 묻지마 중국산 dac는 사는 거 아니랬거든? [5],2021-11-20 04:38:09,"당장 asr만 봐도 es9038pro 쓴 나름 저렴한 중국산 dac가 측정치 말도 안되게 꼴아박은 거 보면 묻지마댁은 진짜 사기 싫어짐

그런 이유로 지샨 매물 싸게 나왔을 당시에도 참고 안 샀었음

근데도 저렴하면서 뭔가 예쁘게 생긴 중국산 Dac 사고 싶다

es9038q2m 듀얼로 박고 dac필터모드도 7개에 리모콘까지 있는데 100달러면 진짜 괜찮은 듯 한데 ㅡㅡㅠ

암튼 이런 건 측정치 꼴아박을 가능성이 높음ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
"난 커널형 오픈형 전부 부담되더라 ,, [5]",2021-11-20 04:25:44,한창 동안 이어폰 찍먹하던 당시에 외이도염 두어번 발생하길래 이어파이는 힘들 거 같아서 싹 다 처분하고 헤드파이로 다시 넘어감 ㅠ.ㅠ 특히나 무게랑 이압이 너무 싫은 것 그래서 헤드폰도 400그램 초반 이하로만 사고 있음
오픈형 답 없나 진짜 [16],2021-11-20 04:20:30,난 왜 저주받은 귀를 갖고 태어난 것?
비교청음은 변인 통제가 어려운 거 같음 ㅇㅇ [2],2021-11-20 04:18:55,"ㄹㅇ 항상 느끼는 거임

하다못해 기분이나 컨디션이나 주변 환경 따라서 다르게 들리는 것 때매 다른 사람의 청음기는 함부로 믿지 않되 참고만 하고 FR로 대략적인 음색도 보면 좋은 거 같음 ㅇㅇ 직접 들어보고 판단하면 bb"
hd599에서 넘어가면 어느정도 급이 좋음? [19],2021-11-20 04:18:10,"hud100 이랑 묶어서 공구하던 거

사서 잘 쓰는 중임

솔직히 소리에 불만 없음

헤드폰 처음이고, 이어폰도 비싼 거 써본 적 없거든 ㅇㅇ

그래도 블프에 뭐 하나 노려본다면 어느정도 급이 좋음?


어중간하게 업글하면 후회할까봐 물어봄"
음감은 환경이란것도 매우 중요함 [2],2021-11-20 04:16:48,"https://youtu.be/UYV2QZcZSe8


주변이 시끄럽고 막 이런 환경이면 아무리 시스템이 좋아도 음부 느끼기 쉽지않음

본인의 컨디션 이런것도 당연히 큰 영향을 끼치고

그래서 난 지금 시간대에 듣는 음악이 제일 좋더라"
침대파이 구성 [3],2021-11-20 04:13:35,꼬다리 - 거치형 앰프 - 헤드폰 ㅇㅇ
DT880 합시다 ㅇㅇ [6],2021-11-20 04:12:34,사용자 많이 없으니까 까이지도 않음
hd599 쓰는데 6xx 업글할만하냐? [2],2021-11-20 04:06:39,근데 앰프도 사야된다며?
늑머콘 최애채널 발견 [7],2021-11-20 03:58:05,"https://youtube.com/c/Whispaw


이헤폰 이야기 : K3003은 아직도 쓸만한 이어폰이다."
