title,date,content
공급되는 전기로도 소리가 달라진다고 개인전봇대 [1],2021-11-14 15:46:04,세운 일본인 ㅋㅋㅋㅋㅋ
내가 경험한 오디오 논란들에 대해 현재 결론지은 상태는 [15],2021-11-14 15:45:25,"커케 - 임피던스에 따른 미세한 음색변화 -> 사실상 차이없음. 차이 안 느껴짐

에이징 - 차이 안 느껴짐

덱앰 - 구동력 충족한다고 가정했을 때 볼륨일치하면 차이 거의 안 느껴짐.

음원 - mp3 320kbps면 떡치고도 남음

이어팁 - 차이 느껴짐 특히 폼팁

그리고 ba드라이버도 웨스톤이나 아로마오디오같이 색깔 진하게 풍기는 이어폰들은 확 느껴짐. 근데 ba랑 est차이는 잘 몰겠음.
- dc official App"
에어팟3나 살까 ㅇㅇ [1],2021-11-14 15:45:09,"좋아보이네

ㅇㄱㄹㅇ"
오디오 비청을 믿는게 병신이지 [2],2021-11-14 15:45:03,"전압계로 출력전압 동일하게 맞추고

재생되는 장비, 케이블에 대해서 본인이 완전히 무지하도록 제 3자나 소프트웨어가 무작위 선택 설정한 상태에서

10번 이상 청취한 뒤 청취자가 들리는 소리에 대해서 매 회마다 주관평가 후기 남긴 다음

해당 장비, 케이블에 대한 청취평가가 완전히 일관되고, 동일한 경우에나 '진짜 차이'가 발생했다고 할 수 있는건데

일반적인 오디오 비청을 보면  변인 통제라는 개념 자체가 존재하지 않는 상태에서 단발적으로 테스트하기 때문에, 걍 믿을 가치조차 없는 결과물이 도출되는 경우가 대부분

심지어는 공인받은 완벽하게 통제된 환경에서 주관 평가가 일치하기는 커녕 비슷한 급에서 제대로 구분했다는 자료도 보기 힘듬

왜 블테해보라고 자리 차려주면 다들 도망가기만 바쁠까?

한번 실패하는 순간 자기가 쌓아왔던 경험, 명성, 황금귀라고 스스로를 우월하게 여기던 망상까지 모조리 박살나기 때문

내 평가가 기본적으로 Sighted, 신뢰성이 없는 비객관적인 테스트 환경이라는걸 명시하는거라면 모를까

얼간이같은 환경에서 비청하고 내 말이 옳다고 하는 애들은 걍 기본상식이 없는 저능아 취급해도 무방하다 ㅇㅇ"
560s 직결해도,2021-11-14 15:44:34,"직결해도 고가 블투 헤드폰 정도 소리는 나나?
팟맥스 정돈 떡바름?"
r3pro 15만원 왜 안팔리는거임??,2021-11-14 15:44:14,모조 합체 케이스도 주고 동축케이블도 주는데
닥헤에선 케이블 미신 지리게 믿더라 [3],2021-11-14 15:43:16,"무슨 헤드폰 이어폰 성향이 맘에 안든다고 케이블 추천해달라는게 코매디던데 ㅋㅋ

케이블 바꾼다고 소리가 안 바뀐다는 뜻은 아님 인지하기 힘들 정도로 ㅈ만하게 바뀐다는 뜻임"
xm4 색상 차이 잇어? [5],2021-11-14 15:42:36,"갤보니까 색상 따지는 글이 몇개 있길래..

뭐 문제있음??"
이헤폰에 꿀매물이란없음,2021-11-14 15:42:35,"과오를 깨달은 사람과

불구덩이에 들어가려는 사람만 있을 뿐
- dc official App"
영디비에도 이상한 사람들 좀 보이네 [4],2021-11-14 15:41:43,헤드폰 울리는데 퀘스타일 m12가 힙댁보다 낫다는데 이거 팩트냐..
