title,date,content
fiio fc5가 좋나? [9],2021-11-19 14:44:58,"하루에 fc5관련글만 4개 써지른거 보면 ㅈㄴ 만족인건가?? ka3랑 fc5중에 머사지.
- dc official App"
흑누나빌런 다시 이헤갤을 평정하러온거냐?? [6],2021-11-19 14:44:17,짤 차단이후로 개조빱되서 나간줄;;
순다라가 ㄹㅇ 짱깨 거품의 끝판왕 [4],2021-11-19 14:43:13,"지인 순다라 쓰는거보고

밤에 조용히 납치해서 바다에 지인 던져버리고 왔다

미제사건 해결하는 경찰이헤갤러 있으면 조사해라 ㅇㅇ
- 음악은 계속된다."
생각해보니 아직 한끼도 안 먹음 [9],2021-11-19 14:42:25,으어얶 헝그리ㅣㅣㅣㅣㅣ
솔직히 이 뉴스보고 진자냐 생각남 [1],2021-11-19 14:40:55,"https://www.youtube.com/watch?v=BUpOESO_YvE
공시 붙은 세계관의 진자냐아닐까 싶다
- dc official App"
멸치99 <= 얘 몇살임? [1],2021-11-19 14:40:44,ㄹㅇ ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
dk 다음 리뷰 예고 뜬거 뭐임? [6],2021-11-19 14:38:05,ㅋㅋ??
짱숨 거의 1년만에 켜봤는데 [14],2021-11-19 14:37:43,"뭔 이리 맵이 넓어졌냐....
드래곤 스파인 나와서 3주만에 뚝딱하고 접었는데

다시 할 엄두가 안나노..ㄷㄷ
심지어 공월축복 조차 안지른 쌩 무과금이라
스펙 따라잡기도 힘들겠네















이헤폰 이야기)

구동 어려운 순다라 말고 킹리어를 빨아야 한단 말임"
단또케잌은 머야,2021-11-19 14:37:19,"뭔 이리 맵이 넓어졌냐....
드래곤 스파인 나와서 3주만에 뚝딱하고 접었는데

다시 할 엄두가 안나노..ㄷㄷ
심지어 공월축복 조차 안지른 쌩 무과금이라
스펙 따라잡기도 힘들겠네















이헤폰 이야기)

구동 어려운 순다라 말고 킹리어를 빨아야 한단 말임"
해리단길 골목 곳곳에 이쁜커피숍 많음 [15],2021-11-19 14:36:52,새로 나온거야?
wfxm4샀다 [3],2021-11-19 14:36:44,"내가 더 해맑


- dc official App"
톤프리도 윙번들이랑 비슷한거같더라,2021-11-19 14:36:40,"소니스토어에서

xm3 쓰고 있는 건 어쩌지"
켄시 하는짓이 ㅋㅋㄷㄷ충하고 똑같음 [5],2021-11-19 14:36:11,"근데 이건 ㄹㅇ 안되는게

형태 똑같으면 귀에서 흘러내리는거도 똑같은거자너
- dc official App"
그럼 엘번들 교환은 이제 못받는거냐.... [9],2021-11-19 14:35:00,진자 현실이었ㅇㅡ면 싸대기 300대 갈겼음
챔피언스리그 조주첨 같ㄴㅔ,2021-11-19 14:33:19,녹음한답시고 볼륨 올렸다가 왼쪽 드라이버 나가버렸단말임
dk 曰: LG C type은 유선계의 QCY T1.jpg [1],2021-11-19 14:30:26,"하나같이ㅡ저엇같네
https://www.youtube.com/watch?v=26a3UH9Rl0U
- dc official App"
"네코케이크, 에어팟프로, 버즈2 Fr. [4]",2021-11-19 14:29:35,"가성비는 매우 좋은데 qcy t1이 버즈나 에어팟을 이기는 정도는 아닌것처럼 
Lg c type도 딱 그정도 수준이다. "
lg c타입 이제 공홈에서 아예 삭제됐네 ㄷㄷ [12],2021-11-19 14:26:39,
보스도 음색 나름 ㄱㅊ네 [4],2021-11-19 14:26:25,"lg공홈에서는 예전엔 품절되어도 메뉴는 있고 입고알림 신청도 할 수 있었는데...

이젠 그냥 이어폰란에서 지워져버렸네

8월부터 7500원에 팔더니만 이제 다 팔렸나보네 ㅋㅋㅋ"
네코케이크 <---- 이거 ㄱㅊ? [8],2021-11-19 14:26:24,펀사운드인듯.. 음질은 모르겠고
헬번들미개봉팝니다,2021-11-19 14:26:05,오랜만에 이헤갤 왔더니 꼴리는게 보이네
