title,date,content
(진지) OTT나 음감용으로 모션플러스 어때?,2021-11-10 23:56:16,"밑에 라인업 사려다가 

기왕이면 하나 사고 오래 쓰려고
- dc official App"
연변거지 임팩트 ㅇㅇ,2021-11-10 23:56:16,ㄷㄷ그 ;
난솔까 중국산 김치가 싸고 맛나던데..,2021-11-10 23:56:09,너넨 안그러냐
에어팟3 좋냐?? [3],2021-11-10 23:55:46,에어팟3 이기는 무선 이어폰 추천좀
본인퇴근이다 [1],2021-11-10 23:54:34,
여친 생일선물로 딜도 선물해줌 [2],2021-11-10 23:54:30,만오천원짜리 꺼어억
이헤남 스피커해,2021-11-10 23:54:12,편안하당 그래서 그런지 배가 아픈건가..
"본인 24살모쏠아다인데, 여자한테 한번 장난감취급당한뒤로 연애생각접음 [2]",2021-11-10 23:53:25,"전역하고나서

펍이라고해야하나.

비스무레한 술집알바했는데, 알바가 그년이랑 나 둘뿐이라
한 일주일 만에 친해짐.

손님들이 준 술도 받아먹고 걍 존나 재밌게 일했다 ㅇㅇ,,,

근데 이년이

자기가 원래 대구사람인데, 부모님직장때문에 이동네 와서 친구가 없다, 나랑 놀아줘라 이러는거,,,,

나는 속으로 씨발.
""드디어 나한테 봄이 온건가?"" 싶더라
이미 머릿속에선 자식들 이름은 물론이요, 같이키울 반려동물 이름까지 생각해뒀음.

각설하고

이년도 술을 좋아하고, 나도 술을 좋아하니까 걍 만나서 놀고 끝맺음은 항상 술이였음.

술들어가니까 이년이 행동도 귀엽고 장난도 다 받아주고 좋았음.

한번은 공원에서 캔맥주사서 마시는데
지 춥다고 손 깍지를 끼는겨,,,,

와 씨발 오늘 ㄹㅇ섹스할거같은데? 생각들면서 손 계속잡고있다가
내가 키스 박으려고 입술박았다,,,

근데

이년이 여기서 막는거야 씨발.

내가 이때 정신차리고 그년이랑 인연을 끊었어야했는데,
좆이 뇌를 지배해서
얘랑 잘되고싶다는생각밖에 없더라,,,,,

그와중에

2~3일에 한번씩은 꼭 보고, 술마시고, 영화보고, 놀러가고
걍 섹스랑 키스 빼곤 다 했어 씨발.

알바 관두고나서 같이 여행이나 가자길래
""진짜 고백각이다 씨발."" 하고 준비하고갔음.

가서 얼씨구?

또 자기 다리 접질렀네.손이 차갑네하면서

깍지끼고, 팔짱끼고, 안기는겨.

와 진짜 이건 게임끝났다,,,싶어서

여행갔다가 헤어지려고 하는 찰나에 내가 고백했는데

그년이 하는말이,

""야,,,우리 안지 얼마나됐다구...(1달 조금넘음) 난 진짜 그냥 친구하고싶어서 그런건데""

이지랄하고

그렇게 좋아하던애랑 연락이 끊겼다

진짜 그 이후로 걍 여자만 보면 너무좆같고,
저년도 겉과속이 다른 년이겠지?
앞에선 순진한척하고 뒤에선 어떤모습일까?

이런 좆같은생각만 들더라

그뒤로 걍 여자만 보면 짜증, 불안, 의심 등등 좆같은 감정만 생김,,,,

인생진짜 너무좆같다"
얘둘아 안뇽 [1],2021-11-10 23:53:12,나름 열심히 그렸는데 별로 안닮았네
종결의 길은 가까이 있다 [10],2021-11-10 23:52:48,"방출해놓고 계속 생각나서 다시 사들인 기기가 있으면 그게 취향이고 그것이 종결이리엇다

사실 십그지라 여기서 멈춘것 꺄륵
나중에 억후스튠 신작 들여와야지"
수월우 이압이 그리쎈가 [11],2021-11-10 23:51:40,잘 모르겠는데;;
ㅈㄴ소름인점 [10],2021-11-10 23:51:00,"커스텀한거 안낀지 3일됨 ㅋㅋㅋㅋ 손이 가야되는데시발
- dc official App"
뉴하나 105달러 ㅁㅌㅊ? [5],2021-11-10 23:50:55,"내일 광군절에 살건데 ㄱㅊ음?
- dc official App"
RSV 팁 어떤거 끼면 이압 확 낮아진다는 사람 있던데 [8],2021-11-10 23:50:34,"탠치짐 이어팁인가 그거

https://www.ipadmarket.co.kr/shop/shopdetail.html?branduid=1119833

혹시 이거 맞음?"
며칠동안 하루에도 몇 시간씩 여기 보면서 깨달은게 [5],2021-11-10 23:49:00,"가격에 의한 체급차 제외하면

진짜 이어폰은 취향찬가보네

좀더 많은 사람들이 선호하는 소리는 있을 수 있어도 정답이란게 없네"
아 진짜 비엔토 개 짜증나네 [12],2021-11-10 23:48:18,"오늘 보니까 팁 끼우는 홈부분 양쪽다 깨져있음

저번에 문제 있던거 고치고 받은지 한달도 안됐는데

아 진짜 S8 살껄
- 수듄"
임마 대체 머하는고냐 [6],2021-11-10 23:46:46,?????????????????
근데 김치가 진자 중국 음식이엿냐;,2021-11-10 23:44:59,몰라봣다;
하 e500 e3 이런거사느니그냥 [5],2021-11-10 23:43:39,"한방에가자고ㅡ
- dc official App"
디렘 e3 vs 파이널 e500 [2],2021-11-10 23:42:33,"뭐가 나음?
- dc official App"
(진지) 에어팟3 vs 버즈2 둘중에 뭐가 더 괜찮아 [2],2021-11-10 23:42:33,"??
- dc official App"
한국에살빠이 중국거지로 살고싶다 [4],2021-11-10 23:41:32,시민권 얼마하냐
서실 음감은 이런거 하나로 끝인데 [2],2021-11-10 23:41:29,"여기에 네트워크 플레이만 할 수 있다면 일단 완성인걸텐데
- dc official App"
단자는 독수리꺼 가져올 생각임 [6],2021-11-10 23:40:16,임마들꺼 이쁘고 품질 좋았거든
일본은 우리나라를 양아치 취급할거 같음,2021-11-10 23:39:39,"밀고 당기고....
북조선급 양아치"
짱깨녀 얼굴보면 한녀랑 차이없던데,2021-11-10 23:39:31,유튜브보니까 진자 그렇드라
이헤갤은 계속볼수록 헷갈리는거같다 [2],2021-11-10 23:39:27,"그냥 내취향이면 거기서 딱 끊어야될듯 개좋다는사람 쓰레기라는사람 번갈아가면서 평가만존나찾다가 시간낭비하고있노ㅋㅋㅋ
다들 취향이 다양한거라고 그냥 생각해야겠다"
스윗터치 ㅇㅇ [1],2021-11-10 23:39:16,"ㅇㄱㄹㅇ

ㅋㅋ"
진자 중국이랑 한민족이엿냐? [2],2021-11-10 23:38:33,마라탕이 왤캐 맛나지
허연놈아 그분한테 선물드리자 [6],2021-11-10 23:37:24,- dc official App
순수하게 사운드만 놓고 보았을때 어떤 게 더 좋아?,2021-11-10 23:36:41,뱅앤올룹슨 e8 3.0 vs 소니 WH-1000XM4
밤에 귀두만지는중인데,2021-11-10 23:36:35,몸에안좋냐
wf1000xm4 셰에보다 싼데 있음? [6],2021-11-10 23:32:36,"27만원이던데 더 싼데 있음?
- dc official App"
디락 사고 이헤갤 10년만이노 [4],2021-11-10 23:30:38,10년만이노 갤럼들
사실 오늘 비올때 [37],2021-11-10 23:28:30,"둘이 같이 도서관에서 과제하다가 점심때 비오니까
내가 우산 없는척 해서 같이쓰고 학식먹으러 갔음 +_+;

그리고 자연스럽게 내일 고맙다며 뱃배로 가져다주고 저녁묵으로 갈 생각















이헤폰 이야기)


클리어는 전설임..ㅇㅇ"
만원 지하철에서 끊기지 않는 무선 이어폰은 [1],2021-11-10 23:26:07,10만원쯤 줘야 살 수 있냐?
소리샵 옮겼노???? [1],2021-11-10 23:25:52,"여의도에 있었는데 어제 갔더니 없던데 어디로 갔노
다락 구입하고 청음매장 안 간지 10년째라는 말만함"
'전범'한테 돈 퍼주는 나라 근황..JPG,2021-11-10 23:23:29,"'전범'한테 돈 퍼주는 나라 근황..JPG                                             
https://gall.dcinside.com/baseball_new10/9327566"
득삼플 vs e30 l30 추천좀요 ㅠ [3],2021-11-10 23:22:04,k702 하나있어요
타오바오발 1000원이어폰 [9],2021-11-10 23:21:54,"서비스로 주기도 미안해서 택배보낼때 슬쩍 하나씩 끼워서 보냈지 ㅋㅋㅋㅋ
- dc official App"
꼬다리 디렘 국산거 쓰는데 더 좋은거있냐,2021-11-10 23:21:24,디렘보다 좋은거
샤오팟 똑같은거 나도 하나 있음 ㅋㅋ [16],2021-11-10 23:19:10,어....?
560S 개편하네 660S도 편함? [3],2021-11-10 23:17:02,"좆경에 몇시간 끼고있어도 편함 

660S 도 이정도임?"
진짜 내가 들은것중 가장 대단한소리 [15],2021-11-10 23:16:38,"타오바오에서 2천원에 산 샤오팟

소리진짜 에어팟2  물에 적시고 빼면 날듯한 소리남
- dc official App"
마지막 투표 cayin n6ii r01 vs hiby rs6 [8],2021-11-10 23:16:21,"hiby 전자파 노이즈 이슈 있는건 아는데 딱히 전자파 많은공간 안갈거같음
cayin 은 ap가 구형이여도 소리만 좋고 스트리밍에 영향만 없으면 되는데
가격 신경 안쓰고 산다면, 갤럼들의 선택은??


이어폰은 주로 프만임"
이베이] 소니 1000xm4 노캔 불량 수리 어디서? [2],2021-11-10 23:15:23,"이베이에서 wh 1000xm4 헤드셋 리퍼제품 싸게 구입했는데 1년 무상 보증이라 하더라구요 구매하고 한두달 정도 지났을때부터 노이즈 캔슬링 모드때 바람소리같은게 들리더라구요 거슬릴정도로
바람이 부는 상황이 아닌데 자꾸 들려옵니다 그래서 한국 서비스센터에 가서 수리를 맡겼는데 해외제품은 보증이 안된다해서 23만원 수리비 나왔다고 하길래 제품 수리 안받고 다시 받아왔습니다.
이건 무상수리 어떻게 받아야 할까요?"
않이 이거 왜 진짜 좋냐구 [5],2021-11-10 23:14:45,"75+파츠는 구렸는데 75+포타프로는 왜 좋지
플라시본가"
발라드용으론 R70 괜춘?,2021-11-10 23:13:08,"해상도 쨍하고 자극적인거 안 좋아해서 흐드륙 쓰고 잇음

흐드륙보다 어두워도 ㄱㅊ"
다들 헤드폰 몇개 있음?,2021-11-10 23:12:35,10만원 이상짜리 기준 ㅇㅇㅇㅇ
유선이어폰 추천좀 [2],2021-11-10 23:11:38,ㅇㅇ
큐씨사오 존니 좋다 시벌,2021-11-10 23:08:57,"와 시바 에어팟 맥스 그동안 쓰다가 이거 끼니까

모래 주머니 차고 다니다가 푼 거 같은 느낌이고 ㅋㅋㅋㅋ

소리고 나발이고 걍 편한 게 최고제"
와 진짜 존나 ㅋㅋㅋㅋㅋㅋㅋㅋ [23],2021-11-10 23:08:37,"75+파츠는 구렸는데 75+포타프로는 왜 좋지
플라시본가"
코조케야구 파업중이냐구... [4],2021-11-10 23:07:38,"해상도 쨍하고 자극적인거 안 좋아해서 흐드륙 쓰고 잇음

흐드륙보다 어두워도 ㄱㅊ"
헤륙세 그릴교체+ 두툼한 가죽패드 = 체급 증가 [1],2021-11-10 23:06:22,10만원 이상짜리 기준 ㅇㅇㅇㅇ
근데 진짜 삼성카드 없는데 R70X 걍 25만원에 사면 안 대냐? [9],2021-11-10 23:06:16,ㅇㅇ
e30 l30 vs 득삼플 고민입니다 [2],2021-11-10 23:05:25,"와 시바 에어팟 맥스 그동안 쓰다가 이거 끼니까

모래 주머니 차고 다니다가 푼 거 같은 느낌이고 ㅋㅋㅋㅋ

소리고 나발이고 걍 편한 게 최고제"
씨발 이제 집간다 [10],2021-11-10 23:04:53,"아 진짜 존나좋아 ㅋㅋㅋㅋㅋ

울언냐가 짱이시다

이헤남 레올라해"
이 씨발 wf 1000mx4 귓구멍 존나 아프네 [5],2021-11-10 23:03:38,"올리다 지치심...
- dc official App"
유선멸망하면 [9],2021-11-10 23:02:29,"그릴교체하면 공간감 좁고, 저음의 여운 부족하면서
약간 쏘는듯한 해상도만 높은 느낌에서
공간감, 여유, 개방감이 추가되고
  
가죽패드로 교체하면 저음양이 늘어나면서
기본세팅의 약간 쏘는 느낌이 딱 사라지고,
he6기반 드라이버의 높은 체급만 남음.
  
이렇게 단점 보완하면 ㄹㅇ 체급이 올라간 효과 나고
밸런스도 황밸이라 여기서 체급 올리려면 ㄹㅇ 큰맘먹어야될 지경...

전기파리채 모딩은 ㄹㅇ 개꿀"
그래서 순다라 반품 때리고 나서 이거 사면 된다구? [8],2021-11-10 23:02:13, 이 빡치는 감정을 몬가 새로운 구매로 풀고 싶어 ㅠㅠ
순다라에 대한 오해를 풀자 [6],2021-11-10 23:01:07,"갖고있는 헤드폰은 k702밖에 없여요

다른 것도 여럿 청음해봣는데 전 k702에 저음보강 패드 쓰는게

가장 좋게 들렸어요"
혹시 버즈프로 최저가 얼마였는지 아는 사람?? [2],2021-11-10 23:01:07,"가서 에코 핥는다 딱대라 후욱후욱



- dc official App"
오늘온 hd660s랑 피델리오 x2hr 비청 후기 남긴다. [4],2021-11-10 23:00:47,"진짜 씨발뭐냐
qcy t5쓰다가 이거 샀는데 씨발 착용감 ㅆㅎㅌㅊ

소니 병신들 안팔리는 이유가있었노씨이발

이어폼팁이랑 맞닿는 귓구멍이 존나 씨발 아프다
시간지나면 적응될것 같기도하고 아니기도ㅇ하고

아오씨발"
유선충 이새끼들 ㅈㄴ질기네 ㄹㅇ [11],2021-11-10 23:00:10,"톤프리8 골드나 사야지시발ㅋ
- dc official App"
gl1200 써본사람 없나?,2021-11-10 22:58:19,나에 말이 맞는 거 같은데?
qc45 라이브에서 판매한게 진짜인거,2021-11-10 22:57:44,"오너가 되기로 결심하는 순간
좆구린 내구성을 기쁘게 받아들여야 한다
그게 순다라의 정체성이라구 !"
흐드륙 지금 중고가 얼마에 내놓으면 되냐 [6],2021-11-10 22:56:35,"결국 돌고돌아

안드는 버즈프로가 제일 괜찮은 거 같더라"
