,tit,body,comment,time,keyword
0,dac칩셋과 음질의 관계,"​dac칩셋은 cpu칩들보다 최신화 주기가 긴 듯 해요.​어떤 칩들은 벌써 10년이 지나도 신제품으로 세대 교체가 안되고 있구요.(버브라운 17xx 계열)​dac칩셋보다는 다른 부품이 음질에 더 큰 영향을 준다고 하는데, ​그럼 dac칩셋은 음악 재생에 어떤 기능을 하고 음질에 어떤 영향을 주나요?​토요일 주말이네요~ 이번 주말도 즐거운 시간되시길 바래요.","[['저는 들어간 칩셋보다는 두두오 평을 참고하는 편이라...'], ['검색해보니 내용이 많았군요ㅎ'], ['칩셋별로 각자 음질성향이 있긴해요그리고 칩셋에따라 입력 스펙이 결정됩니다.dsd 지원. 24bit 384khz지원 등..'], ['음질성향과 스펙이 다 다르군요'], ['저는 89년도에 생산된 세타G2 DAC를 사용하는데, 로즈150, Matrix x-sabre mqa, 골드문트 27.8 프리의 DAC 모두 적수가 안됩니다.물론 최신포멧을 지원하지 않치만, 로즈150에서 (DSD to PCM(upto DSD 128)로 변환해서 세타G2 DAC 에서 듣습니다.요즘 대부분의 DAC들이 1bit PCM 타입인데, 요놈은 그 시절에도 20bit ? 를 지원하던 멀티비트 타입이라서 그런지음감이 다르더군요.DAC칩의 성능도 중요하지만, 아날로그단도 튜닝실력도 중요하다고 생각합니다.'], ['그 당시의 플래그십 모델이 지금도 충분히 능력을 발휘할 수 있군요ㅎ'], ['칩셋만 최신 고급형으로 바뀐다고월등한 음질로 업글되는 건아닌 거 같습니다제가 최근 cs4398 칩셋 dac 쓰다가 es9038pro 쓰는 걸로 바꿨는데사양이 딸려서 그렇지 음질적으론 구별이 쉬울 만큼  차이 나지 않았습니다'], ['칩셋별 음질 구별이 쉽지 않나 보네요~ 아직 청음 경험이 적어서 구별이 어렵네요ㅠㅜ'], ['일반론은, 아날로그 출력단의 설계가 더 크다 입니다.음색이나, 묘한 매력이라던지..그런데, 디지탈 세계이다보니, 고사양칩은 적당한 출력단으로 구성해도 잘 나오더군요. 특히 다이나믹레인지나  S/N 같은 수치는 역시 젊은것이,, 세월앞에 장사없다고 봅니다.'], ['최근의 고성능칩들이 수치로는 정말 좋더라구요^^'], ['칩셋이 거의 70프로 이상을 차지 하는줄 알고 있었는데 출력단도 중요하군요.'], ['음질에서 칩셋과 아날로그단 회로 구성이 거의 5:5라고 들은 듯 해요'], ['안녕하세요? DAC는 Digital음원을 아날로그 음악으로 변환하는 역활입니다.1. ESS의 Chip별 차이점은 하기 링크를 참조하시기 바랍니다.https://ooolabs.tistory.com/572. 올 여름 일본 전문잡지 HiVi의 DAC와 헤드폰앰프 추천 결과도 참조하시기 바랍니다.https://ooolabs.tistory.com/64'], ['정리 잘 되어 있네요~ 도움 많이 되었어요~ 양질의 정보 감사합니다^^'], ['DAC 음색이 약간씩 다를뿐 큰 차이를 느끼기 어려운 이유는, 앰프나 스피커의 객관적인 성능이 DAC보다 훨씬 낮기 때문이고, 특히 스피커의 성능은 앰프에 비해서도 더 낮기 때문이죠. 이 문제가 개선되려면 아직도 기술개선의 여지가 많이 남아 있다고 생각합니다.'], [""앰프나 스피커의 역사가 140년 정도이고 DAC이 개발된지는 약 40년 정도인데 말이죠... 개선의 '여지'가 많은건 틀림없는 사실인거 같은데 어떤 돌파구랄까 획기적인 전기가 없이 많이 좋아지기는, 아마 우리 세대에서 기대하기는 어렵지 않은가 하는 개인적인 생각이 있슴다. 올 때까지 온거 같다는 느낌이에여 !""]]",2021.07.24. 06:34,스피커
1,kef ls50 wireless2 질문이요,캡쳐한 사진을 보시면 청취디바이스 ls50 wireless가 있고디바이스 선택하기에 또 에어플레이가 있는데차이가 뭔가요?느낌상 ls50을 선택하면 스피커안에 내장된 스포티파이로 구동되는것 같은데 맞나요?맞다면 그렇게 듣는게 더 좋은 거겠죠?그동안은 그냥 에어플레이로 들었었는데오늘 스포티파이 가입하고 스포티파이 어플 만지다가ls50을 선택하는 옵션이 있어서.선택해서.들었더니음질 차이가 확 느껴저서요,"[['문의하신 내용이 맞습니다\n위에 것은 스피커가 직접 음원에 접근해서 데이터를 받아오는거에요.\n사진처럼 사용도중이는 핸드폰의 통신을 끄셔도 음악이 계속 나올겁니다. 더이상 핸드폰을 거치지 않거든요.\n그리고 에어플레이 사용시 44.1 정도로 변환되서 음악이 나오는 반면 위와 같은 방식에서는 더 고음질 음원도 처리 가는하죠 \n사실 저는 타이달만 해봐서..\n타이달 경우 위와 같거든요. 스포티파이도 마찬가지일거에요'], ['아 ㅎ 그렇군요 음질차시가.확 느껴지긴 하더라고요 , 답변 감사합니다']]",2021.07.24. 00:50,스피커
2,kef kc62 서브우퍼도 렐처럼 하이레벨 입력이 가능한가요??,kef kc62가 매우 당기던데 크기도 매우 작고 일단 11헤르츠까지 내려가는 ㄷ ㄷ ㄷ ㄷ ​​혹시 이것도 렐처럼 하이레벨 입력이 가능한가요?​​,"[['앰프의 스피커 아웃을 중간 어댑터로 연결하면 가능해 보입니다. 매뉴얼 그림을 첨부합니다. '], ['앗! 박사님! 안녕하시죠?! 베이스트랩 아주 잘 쓰고 있습니다! ^^'], ['대표님, 반갑습니다! 퍼플 랙 보드, 멋있어요!'], ['보셨군요? ^^ 자주 좀 뵜으면 좋겠습니다. ^^'], ['중간 어댑터 포함되어 있어 가능합니다 \nREL과 KC62 둘 다 짧게 체험해봤는데 성격이 다릅니다'], ['실례가 안된다면 젠더르 통해 어떤식으로 연결되는지 알수있을까요? 따로 선이 동봉되어있는건지요?검색해도 잘안나와서 댓글보고 질문드립니다~'], ['기억에 젠더만 들어있었는데 앰프와 젠더를 스피커선으로 차례대로 연결하면 됩니다'], ['동봉된 젠더(아답터)를 이용하세요.스피커 케이블은 따로 구매해야 합니다.케이블 살 때는 젠더의 구멍을 확인하고 들어가는 걸로...']]",2021.07.23. 23:59,스피커
3,"파워,스피커 케이블 츠천 부탁들여요","앰프: 네임 유니티 노바스피커: 포칼 소프라1시스템으로 구성 되어있구요 현재는 막선스케, 파워는 순정품저는 주로 재즈연주/보컬,현악,소편성 클래식을 많이 듣고 있어요스피커케이블은 체르노바 클래식 xs sc 생각하고 있는데 중고 매몰이 없네요,,,신품 구입하자니 비싼것 같구파워케이블 !!고수님들의 많은 조언부탁 들이며 코로나 건강관리 잘하시고  주말잘보내세요^^​",[],2021.07.23. 23:41,스피커
4,엘탁스 1959에 어울릴 앰프 추천 부탁드립니다~,"현재 익스포저 2010 인티에, 2010 CDP에 인피니티 카파 200으로 20년 가까이 듣고 있습니다.당시에 150만원 예산으로 매장 방문했다, 위 제품 보고 탁월하게 좋은 소리에 예산의 2배 이상을 지출한 이유로 고장날 때까지 듣겠다고 ㅎ​최근에 갖고 있는 CD를 모두 리핑하고 HD-DAC1을 추가해 pc 푸바로 듣고 있는데..탁월한 편리성에 음악도 많이 듣게 되는 것 같습니다.​음악은 주로 클래식과 재즈, 보컬 음악 주로 듣는데 듣다보니 더 좋은 소리에 욕심이 생기더군요.돈 안드리고 좋은 소리 하겠다고 DAC 몇번 바꿈질 했는데 확연한 차이는 못느끼겠더라구요.​그러던 중 가성비 좋다고 하는 엘탁스 1959 스피커를 알게 되었습니다.부담되는 크기지만 차이를 느끼려면 확실하게 느끼자라는 생각에 구입하기로 결정하였습니다.​cd는 안듣고 거의 저장된 음원과 타이달..​지금 보유하고 있는 인티앰프는 조금 부족할 것 같고..예산은 스피커 빼고 150만~200만원 전후에서 해결하고 싶습니다.가성비만 탁월하다면 250~300만원도 가능합니다..​네트워크 플레이어 올인원 제품도 좋지만 음질이 떨어진다면 일단 앰프와 USB DAC 먼저 해결하고 추후에..​지금까지 관심있게 본 제품은..- 데논 1600NE, 2500NE, 빈센트 SV-237MK, 유니코 프리모1600ne 정도로 괜찮을까요? DAC 내장에.. 가격도 좋고​인티앰프 only + 중국산 mqa 지원 dac도 생각중이고..나드 C388 bluos, 네임 유니티 아톰과 같은 올인원도 어떨지 궁금합니다.​위제품 무시하고 추천도 좋습니다.참고로 다른 오디오 청음 경험 거의 없고 오디오 지식도 거의 없습니다. 좋은 소리를 들으면 감동은 확실히 느낀다는거.. ​결론은 지금 제 오디오보다 확실한 음질 차이만 느끼면 됩니다.어릴때는 무조건 중, 고음만 찾았는데 큰 스피커를 선택한 이유는 갈수록 저음이 좋습니다.클래식 대편성도 종종 듣구요.. 풍부한 저음과 맑은 해상력..​고수님들의 조언 부탁드립니다.​","[['1600도 충분할수 있지만 여유가 된다면 한번에 2500 가시는게~~'], ['네.. 일단 2500이 괜찮은가 보군요. 안그래도 이곳에 글보고 2500 많이 생각하고 있었습니다. 조언 감사합니다 ^^'], ['워낙 음압이 높아서 앰프 안가리지만 그래도 우퍼 제대로 울리려면 데논이 낫습니다.'], ['혹시 1959에 마란츠 7000N 물리면 부족할까요?일단 데논 앰프 구입하고  하이파이로즈 같은 네트워크플레이어 추후에 구입이 좋을까요?그럴경우 MQA 지원하는 네트워크 플레이어 추천할만한게 있을까요? 질문이 많네요 ㅠ평소 snake님 글 많이 참고했는데, 항상 좋은글 감사합니다 ^^'], ['테스트 안해봤지만 충분할겁니다. mqa 네트워크 플레이어는 잘 모르겠습니다.']]",2021.07.23. 23:31,스피커
5,NAD M33 vs. 캠브릿지오디오 EVO150,"가격차이가 좀 있지만..음질 성향, 편의성 면에서 비교해 보신분들 있으세요..evo쪽 신형답게 기능은 좀 많은듯 한데..​고수님들 조언 좀..","[['저도 째려보는 앰프인데 궁금 합니다'], ['네임노바는 어떨까싶습니다'], ['넘 예산이 많이 올라가요 ㅠㅠ'], ['m33 - 장점 풀사이즈 샷시 블루os 디락라이브,터치\n단점 - 일부 한글깨짐 \n벅스 표지 안됨 ,mqa표기등 정보 표기부족\nuab b없음 추가가능\n\n에보150 - 장점 스피커 2조 연결 리모컨으로 셀렉가능, usb b단자 ,애플뮤직등 한글 표기됨 크롬케스트제외 앨범표기됨 \n타이달 인앱 음질대박\n단점 - 터치안됨 , 디락없음\n\n음질 둘다 d클라스 도찐개찐 \n매칭으로 잡으면 종결!'], ['강사합니다. 음질은 같은 하이펙스모둘 써서 비슷하겠죠?'], ['네 ^^ 둘다 놓고 ab테스트는 못해 보았지만 \n어느정도 평타는 울리더라구요 ^^ \n잘 울리는 스픽으로 잡으심 대박입니다 \n탄노이는 둘다 잘 울립니다 ㅎㅎㅎㅎ'], ['명쾌한 정리네요. 스트림매직 앱 정말 편리해서 에보가 땡기네요.'], ['저도 노바까지 놓고 고민하다가 노바는 들어보고 안맞는 성향이라 놓고 에보랑 m33은 같이 들어보지 못해 모르겠고 디락라이브의 무궁한 가능성을 믿고 m33으로 결정했고요 침실용으로 또 ㅇ에보와 M10중 고민하다가 또 디락 라이브만 믿고 얼마전 M10으로 갔어요 비교할 대상이 없어서 당분간 만족하려고요'], ['디락 적용후 많이 좋아지나요? 궁금한데..'], ['우선 디락측정치로만 들어도 저음은 좀 죽지만 디테일이 살아나 좋다고 생각합니다. 슬슬 조금씩 만져보려고요']]",2021.07.23. 22:39,스피커
6,체르노프 스페셜 XS SC 스케 중고 구입했습니다,오늘 체르노프 스페셜 XS SC 스케를 중고로 구입했습니다. 왕싸다에서 파는 2.65m 바나나 단자 제품 중고 입니다. ​제가 바이앰핑으로 사용중이라 다음주에 같은 케이블로 단자 없는 벌크 중고를 또 한조 구입 예약해놨습니다. ​그런데 음질에는 직결이 가장 좋다고들 하셔서 고민입니다. ​오늘 구입한 바나나단자 케이블을 단자를 잘라버리고 직결로 사용하는게 더 바람직할까요?​두두오 선배님들의 조언 부탁드립니다. ​,"[['있는 단자를 자를필요까지야'], ['네 감사합니다'], ['단자 자르지 마세요. 직결이 더 좋기만 하다면 왜 단자가 있겠어요.'], ['아무래도 그렇겠죠? 감사합니다'], ['안전과 편의성을 위해 단자를 사용하는데 굳이 자를 필요가 있을까요? 스피커케이블 직결시 서로 합선되면 앰프 고장납니다.'], ['그냥 쓰는게 좋겠네요. 감사합니다'], ['전 직결이 젤 좋다고는 생각안합니다. 괜찮은 단자적용시 동 산화도 막아주지만 더 정재된 소리가 나고 직결은 좀더 거친느낌이 들더군요 직결이 최선이라면 고가 단자들이 존재할리도 없겠죠'], ['단자를 한번도 안써봤는데 그냥 한번 써봐야겠습니다. 감사합니다.'], ['단자 있는거 그냥 사용하시는 것을 추천드립다.'], ['네 감사합니다'], ['직결파이지만 저렇게 아름다운 완제품이 있다면 탈당도 불사하겠습니다.^^'], ['ㅋ ㅋ.  감사합니다'], ['저도 직결파인데 완제품의 경우는 그냥 사용하셔야죠. 중고 매각시에도 영향이 있구요.'], ['그렇죠.  제가 다시 팔때도 생각해야되네요. 감사합니다'], ['저도 쓰고있는 케이블인데 고역도 시원하게 나오고 중저역도 적당해 밸런스가 좋더군요 미끈한 느낌은 없는데 그게 저한테는 장점입니다\n아무튼 소리 좋습니다'], ['딱 제가 원하는 소리네요 감사합니다.']]",2021.07.23. 21:41,스피커
7,PC 스피커 선택에 고민이 많네요.,"현재 가성비 스피커로 유명했던 캔스톤 r25를 사용하고 있습니다. 그 정도 가격에 이 정도 성능이면 나쁘지 않다는 생각으로 적당히 사용했으나,공간을 너무 많이 차지하고 베이스의 울림이나 저음에서의 명료함도 아쉬움이 많아 처분하고 새로운 모델을 탐색중에 있습니다.  개인적으로 보스 브랜드를 선호합니다. 라이프스타일 525, 시네메이트 gs2, 사운드링크2, 홈스피커500 등 보스 제품을 많이 쓰고 있습니다.훌륭한 제품들인데 홈스피커 500을 제외하고, 다들 무언가 조금씩의 아쉬움이 있습니다.(홈500은 작은 공간에서 사용중입니다. 서재에서 블루투스로 매우 만족스럽게 사용하고 있습니다)​현재 고려중인 모델은 보스 컴패니언20입니다. 영화감상이 주된 용도라 최초에 영감용 pc스피커의 끝판왕이라는 c50에 꽂혔습니다. 다만, 아파트에 생활하면서 우퍼의 울림과 공간이 부담스럽기도 하고 출력을 높혀쓰기도 쉽지 않아 우퍼가 없는 모델이 낫겠다고 판단했습니다. ​컴팩트함, 디자인, 가격, 사용평 등을 종합적으로 고려할 때 괜찮은 모델이 아닐까라는 생각이 들었습니다. 하지만, 아파트에서 고출력으로 사용하기 어려운만큼 저출력으로 사용할 시,음이 뭉개지거나 명료함이 떨어질 것 같은 우려가 있습니다. ​오린이로서 현재의 상황을 고려할 때 pc용 스피커로 c20이 맞을지, 아이라우드 더블엠이나 c50이 나을지 쉽게 판단이 들지 않습니다. 카페에 고수님들이 워낙 많이 계시기에 조심스럽게 조언을 구해봅니다.pc스피커용 추천해주실만한 모델이나 조언이 있으시면 한 말씀 부탁드려봅니다. ​감사합니다.","[['PC스피커라고해서 꼭 액티브스피커만 쓰실 필요는 없다고 생각합니다 ㅎㅎ\n조그만 DAC와 조그만 인티앰프, 패시브 스피커 조합 추천드려봅니다. 작은 제품들은 너무나도 많습니다 ㅎㅎ'], ['조언 감사드립니다. 패시브까지는 생각을 못해봤는데 한 번 고려해봐야겠습니다. 감사합니다.'], ['저는 영화감상용은 아니고 주로 음악감상용이지만 데스크 위에 올려두고 쓸 스피커로 오디오엔진 A2+ BT를 추천합니다. 저에게는 블루투스 쓸 일이 없어서 약간 아깝긴 한데 되도록이면 사이즈 작고 음향적으로도 좋은 것(가격도 너무 비싸지 않은 것)이라는 기준에서는 아주 만족합니다.'], ['제가 찾는 기준에 부합하는 모델 같습니다. 좋아보이는데 한 번 청음해봐야겠습니다. 조언 감사합니다.'], ['앤트맨 님 조언에 한 표 드립니다. 개인취향 문제이긴 하지만 패시브로 선택을 확장하면 훨씬 자유로운 맘대로 고르기가 가능해지더군요. 추후 업글도 아주 유연해집니다.^^'], ['조언 감사드립니다. 추천해 주시는 걸 보면 굉장히 메리트있는 선택인 것 같습니다. 다만 패시브는 세팅값을 일일히 조절해가면 맞추는 것 같던데 제가 잘 할 자신이 없어 그 부분이 조금 걱정스럽긴 합니다.'], ['엔지니어닝이 필수라면 보급기가 될 수 없지요..^^ 개인 선호도가 우선이긴 하지만 일단 이 카페회원분들의 주력은 패시브입니다. 장기적으로는 더욱 그렇고요..ㅎ 저는 엔지니어가 아닙니다.ㅠ'], ['제가 pc에서 사용하는 스피커와 같네요 r25.. 책상 바닥에 놓고 사용하면 소리가 별로에요..블루투스 소리는 정말 안좋고요..^^책상에도 작은 스텐드나 책들 이용해서 높이를 20cm 이상 띄워주면 소리가 좋습니다.저는 30cm 정도 높이고 눞혀서 사용하니 소리가 가장 좋았습니다. 트위터가 안쪽이로 모이도록..그리고 pc 내장 사운드에 연결하면 소리가 정말 안좋게 납니다.저렴한 DAC라도 하나 붙여주면.. 왠만한 액티브 스피커 보다도 선명한 소리로 들려줍니다. 고음이 하늘하늘 거리는 예쁜 소리..'], ['말씀하신대로 높이를 띄우고 트위터 안쪽으로 모아 눞히니 지금까지 들어보지 못한 소리가 나오네요. dac까지 붙이면 정말 훌륭할 것 같단 생각이 듭니다. 조언 감사드립니다. 혹시라도 가능하시면 스피커랑 dac 세팅해 놓으신 사진 한 번 부탁드려봅니다.'], ['지금은 다른 스피커 들어보느라 떼어 놓았습니다. 다음에 다시 세팅하게 되면 사진 올려드릴게요..(저도 책상이 좁아서(폭120cm) 여러 스피커를 놓을 데가 없어서요)DAC는 PC용으로 뮤지컬피델리티 V90과 aune X8 비교해보고 있는데,사운드카드 오디오트렉 프로디지 HD-II (24bit 196kHz)를 주로 사용합니다.(따로 전원을 안켜도 되니 편리해서요)가끔 LG G5 hifi plus 모듈을 외장 DAC로도 사용하기도 합니다.저도 더 비싼것으로 사용 못해봤지만, 굳이 비싼 DAC 아니더라도 DAC는 꼭 필요하다고 생각됩니다.제가 PC용 스피커로, R25하고 앰프에 연결한 알텍스모니터1, 피에가 Tmicro40 번갈아 가면서 들어보고 있는데,가격에 대한 선입견만 없으면 r25도 소리가 꽤 좋게 들립니다.다만 내장앰프라서 저음이 약간 부족하게 들리기도 하는데, 오히려 PC에서 가깝게 듣기에는 훨씬 편한 소리 입니다.나중에 스피커를 업글하더라도 DAC는 꼭 필수이오니, DAC 먼저 들이시고, 나중에 스피커 업글하시는 것을 추천드립니다.'], ['보스컴패50 쓰다 20으로 바꿨고\n컴패 20은 아들주고 저는 Naim dac v1  nap100에 마그낫 에델스타인으로 피씨파이 중입니다\n\n일단 주용도가 영화시라면 컴패50은 아주좋은 선택지이지만 음감에서 오히려 20보다 못해서 저는 결국 바꿨구요.\n포칼음색좋아하는데 보스저음이 너무많아 초2 아들컴터 맞춰주면서 넘겨줬습니다\n저음 성향만 맞으시면 컴패20만한것도 없죠 사실\n\n20과 50선택은 그레이드개념보다\n주활용측면에서 고르셔야합니다\n음감이냐.영화냐로요'], ['보스 저음이 공간이나 모델에 따라서 좋을때도 있고 그렇지 못한 경우도 있는 것 같습니다. 어쿠스티메스 놓을 자리가 마뜩찮아 c50은 후순위인 상황이고 c20을 한 번 진득히 들어보고 결정해볼게요. 조언 감사드립니다.']]",2021.07.23. 20:44,스피커
8,북쉘프를 스탠드에 고정할때?,안녕하세요.. 궁금한게 있어 질문 드립니다.이번에 b&w 705 시그니쳐 하고 전용 스탠드를 구매했는데요..스피커를 스탠드에 올리고 동봉된 볼트로 고정을 하는데.. 스피커에 동봉되어있는 고무쿠션? 같이 생긴것을 스피커 바닥에 붙여서 스탠드에서스피커를 살짝 띄우고 고정하나요? 아님 걍 스탠드 위에 바로 올려서 고정하나요?​,"[['흠..전용 스탠드를 사용해보지 않았습니다만... 볼트가 충분히 길다면 번들로 따라오는 3M 범폰을 붙이고 결착할 것 같습니다. 하부 스크레치도 막고 진동도 약간이라도 흡수하게요.'], ['저는 그냥 채결했습니다. 기스가 날까 싶기도 하고. 스탠드하고 완벽하게 체결하는 편이 음질에 더 좋다고 생각해서요'], ['https://dvdprime.com/g2/bbs/board.php?bo_table=hometheater&wr_id=225806\n\n댓글에 보면 참고할만한 내용이 있습니다. 저는 이거 보고 무릎을 탁 쳤습나다'], ['기구적으로 면이 이상적으로 고를 수 없으니, 몇 개 지점에서만 만나는 것이 더 낫습니다. 근데 소리가 더 좋은지는 모르겠어요. 일단 덜 흔들거리면 소리가 더 낫겠죠.'], ['네...댓글 감사드립니다...참고해서 이것저것 해봐야 긋네요.']]",2021.07.23. 20:32,스피커
9,매킨토시 MMA6600을 B&W 바이와이어링연결,"스피커 연결시에 8, 4, 2옴과 com 단자가 있는데 각각 언결시에 어디가 최상의 조합 인가요?",[['별로 차이가 없을겁니다.  스피커 옴수에 맞춰 연결하세요.']],2021.07.23. 20:31,스피커
