,tit,body,comment,time,keyword
0,jm  스피커 어떤가요?,요모델 아시는분 계신가요.,"[['JM Lab 이군요. 포칼의 전신 이죠. 저도 20여년전에 구입한 같은 브랜드 스피커를 사용하고 있습니다. ㅎㅎ'], ['성능이 어떤가요?  정식 수입한거라던데.']]",2021.08.19. 23:16,스피커
1,소리좀 들어주세요,"2265b 벨런스문제로 조언들 많이해주셔서 우선 접점재생제로 여차저차하니 벨런스는 좋아진것같습니다.근데 우측스피커가 너무 답답한소리가 계속되서 혹시나 하고 좌,우 출력을 바꿔봤습니다.여전히 우측에있는피커만 여전히 답답합니다 ㅠ...제가볼땐 스피커 문제같습니다. ar4x입니다. 고수님들이 들으시기엔 어떠ㄴ거같으신지...수리가 가능할까요?","[['트위터가 제대로 안 터지는 듯한데요..'], ['넵 어느부분을 봐야할까요? ㅠ'], ['네, 보통 스피커처럼 그릴 벗기는 게 쉽지 않다면 귀를 가까이 대고 들어 보면 됩니다. 왼쪽 스피커 윗부분과 오른쪽 스피커 윗부분에 각각 귀를 가까이 했을 때 소리의 차이가 있는지 확인해 보세요. 아, 소스기에서 같은 소리를 보내야 하고요.^'], ['그릴 벗기실 수 있으면 더 좋고요.^'], ['넵 트윗이 안울리네요 ㅠ\n수리가 가능할까요?'], [""아이고, 이 소리 좋은 명품이 그런 고질병이 잦더군요..ㅜㅜ 저도 잘 모르는 분야라서 'ar 스피커 수리' 검색해 보시면 어떨까요? 두두오에서도 해 보시고요. 다른 회원분이 답글 주시면 더 좋을 텐데요..""], ['넵 관심 너무나 감사합니다.\n원인이라도 알아서 너무 속시원합니다^^'], ['새로운 아이디어 하나..! 혹시 단선이나 단자 체결 불량 여부 확인해 보세요. 운 좋으면 쉽게 자가수리 가능할 수도 있어요.'], ['간단하게 트위터만 빼봤는데 우선 단선은 아닌듯합니다 ㅠㅠ\n감사합니다.'], ['전문가에게 맞기셔요. 분당에 장희준님이라고 계셔요. 현재 Ar네이버카페 방장이기도 하시구요. 카페 가입하고 알아보시죠. ar스픽은 연식때문에 계속 손봐가며 들어야하는 스피커더라구요'], ['넵 한반 찾아봐야겠네요...\n관심 감사합니다^^']]",2021.08.19. 22:22,스피커
2,앰프에 대한 왕초보 문의,"안녕하세요.​오디오에 대해 1도 모르는 왕초보 오린이 (오디오 어린이)입니다.​PC-Fi 를 구성하기 위해 앰프를 검색하다보니, 아래 제품에 관심이 갑니다.​","[['네 맞습니다'], ['상품 설명에 usb dac 있으니 dac 는 필요 없으것 같아요!'], [""동연동 김주오님, 태강님, 대단히 감사드립니다.초보라 '오디오 용어'가 무척이나 어려웠는데, 두 분께서 잘 설명해주신 덕분에잘 이해했습니다. 다음 주에 제품을 주문할 예정입니다.친절하게 답변해 주신 두 분께 거듭 감사드립니다.고맙습니다 ^^""], ['중고로 구하는 건가요??\n이건 나온지 오래 되었고\n요즘건 이가격에 네트웍\n오디오가 댑니다..'], ['앗.. 네트웍이 아니라\n블루투스나 apt x  요 ㅎㅎ..'], ['프리앰프와 파워앰프 합친게 인티앰프입니다.'], ['비아님, 중고가 아니고 새 제품으로 구매할려고 생각하고 있습니다. 알려주신 네트워크 제품도 알아 보고 결정하겠습니다.친절하게 귀한 정보를 알려주셔서 감사합니다.'], ['하하12님, 덕분에 인티앰프 의미를 잘 이해했습니다.편안한 저녁시간 되세요.감사합니다.']]",2021.08.19. 21:42,스피커
3,"패시브 스피커 입문인데, 이정도면 다 산거 맞나용?(오디오 초보)","안녕하세용​스피커 : bose301-2 2조엠프 : 마란츠 pm6006 (구매예정)dac : v90 (구매예정, pm6006은 내장dac 별로라고 해서요!)​두근두근오디오 눈팅하면서​대충 필요한걸 찾아서, 하나하나 중고로 직거래로 구매하는중입니다.​이정도면 이제 패시브 스피커에 필요한거 다 산거 맞는지 궁금합니다.(완전 초보입니다)​​음악은 스마트폰으로 연결해서 들을거에요! 멜론입니다.​블루투스로 연결하면 음질 떨어진다구해서, 직접 유선으로 핸드폰이랑 연결할것같아요​​​","[['스피커 케이블, rca케이블 정도만 준비하시면 되겠네요.^^'], ['감사합니다. rca는 3.5 to 2rca 가 맞나요?'], ['아뇨. 그냥 rca 케이블요. 양쪽 모두에 빨강 하양 단자 두개 붙은거요.'], ['혹시 사진좀 부탁드려도 될까용... ㅜㅜ'], ['이거 추천드려요.http://naver.me/x50VBhql'], ['감사합니다. 혹시 이 케이블 용도는 dac과 엠프 연결용이 맞나요?'], ['맞습니다. 핸펀과 닥 연결할 usb케이블은 있으시겠고요...^^'], ['제가 지금 다시 생각해보니까, 핸드폰-dac 연결을 하면 핸드폰 충전을 못하네요...집에 남는 노트북이 있어서 노트북 충전을 하면서 dac과 연결을 하려고 하는데요.이런 경우도 핸드폰과 음질에서 차이는 없는거죠??'], ['아이폰이라 그런건가요? 그 경우 카메라키트란 걸 쓰던데요. 근데 노트북도 괜찮습니다.^^'], ['아 핸드폰이 갤럭시인데, 포트가1개라 dac랑 연결하면 충전시킬 방법이 없어서요... 매장용이라 충전과 동시에 음악을 틀어야해서요.ㅎㅎ답변 감사합니다 큰 도움이 되었습니다!! ^^'], ['그럴 때는 무선 충전 패드를 쓰시면 편합니당~ 노트북이랑 같이 쓰실 테니 무선 충전 기능이 있는 마우스패드 같은 걸 장만하면 일석이조죠~'], ['마란츠 내장 dac가 별로라고 하더라도, v90이 따로 달 만큼 좋은 dac같진 않습니다,'], ['혹시 추천하시는 dac가 있으시면 추천부탁드릴게요!'], ['조합을 보건데 dac만 좋은 걸로 하기보단, 나중에 앰프나 스피커 업 하실 때쯤이나, 어느 정도 시스템 느낌 파악하시고 구입하시는게 어떨까 싶어요~'], ['그럼 그냥 pm6006 내장 dac로 써도 될까요?'], ['네네~'], ['dac 따로 안사구 6006 내장dac을 쓰려구 하는데요.노트북(멜론 써요!)에 유선으로 연결해서 쓰려고 하면노트북과 6006을 연결시켜주는 케이블 어떤걸 사야할까용?'], ['pm6006  DAC 를 사용하시려면 디지털 입력을 하셔야하는데 6006엔 동축케이블 및 광케이블만 입력받을수 있고 USB B 가 없어서 노트북에서 바로 6006 연결하실수 없습니다.  간단하게는 v90처럼 dac 거쳐서 가시거나 데스크탑 피씨중 광출력이 있는 사운드 카드가 있는 PC에서 연결 또는 6006 dac를 쓸수 있는건 아니지만 LG폰이 나름 연결시에도 갠찮음 음질이라서 중고 LG 쿼드텍이 들어가있는 폰을 사용셔도 되고 지금 핸드폰을 사용하싶으시다면 꼬다리 DAC (메이주 Pro) 같은걸로 연결후 3.5 to rca 케이블로 연결하셔도 가게용으로 음질 어느정도 나와줄거 같네요 ^^;  결론은 핸드폰 및 노트북은 직결로  6006 dac를 사용하시긴 힘들어 보이네요'], ['답변 감사합니다 ㅎㅎ 며칠사이에 결론적으로 v90과 pm8003을 구매했고 노트북-usb-v90-pm8003 순서로 연결을 했습니다. ㅎㅎ'], ['한방에 8003으로 가신건 잘하신거 같네요 dac는 아쉬우실때 천천히 업그래이드 하시면 될거 같네요 ~'], ['파워노드2i 중고로 구매하시면 한방에 해결됩니다~~'], ['파워노드2i를 중고로 구매하는방법이있고 이번에 출시된 3세대 신형노드를 구매하셔서 네트워크플레이어와 내장dac를 활용하는 방법도 있습니다^^']]",2021.08.19. 21:33,스피커
4,2층 주택개조카페에 어떤게 좋을까요???,"안녕하세요~ 질문이 있습니다. 2층 주택개조카페에 스피커를 설치하려고 하는데 어떤게 좋을까요.. ​1층 30 2층 22평이고     ㄷ자 구조입니다. 거실쪽은  층고가 높아 2층이랑 통해있구요​지금 고민중인게  1. 뮤조qb 3대로 멀티룸 구성. 1층에 2대. 2층에 1대2. 야마하 뮤직캐스트로 20, 50모델로 적당한 위치에 여러대 설치 해서 멀티룸구성 ​이정도 입니다. 어떤게 좋을까요. 더좋은 방법이 있다면 알려주세요~",[],2021.08.19. 21:21,스피커
5,[질문] ELAC Adante AS-61 유저분들께 질문 드립니다.,"ELAC Adante AS-61 와싸다에사 추석 할인으로 좋은 금액으로 나왔는데요..제가 스텐드를 쓸수 없는 상황이고 후측 벽과 많이 이격을 못시키는 상황인데..징식장 위에서 운영을 해도 될지 ?, 포트가 없는 스피커 모델이던데...통울림이 있는지요?​유튭과 사용기는 좋은데 할인을 많이 하는게 인기가 없는듯 한데..호불호가 갈리는 이유를 알고 십습니다..​앰프밥 이야기가 있던데...","[['스탠드는 필수 같아요. ㅎㅎ\n저는 좋게 사용하고 있습니다.\n대편성도 그럭저럭 소화합니다. 단지 취향이 안맞으면 어쩔수 없죠. 벽과의 거리도 정해진건 없습니다.'], ['제 생각에도 덩치와 무게가 있어서 스탠드는 있어야 할거 같아요. 제가 오디오 경험이 많지는 않지만 가성비는 아주 좋다고 봅니다. 공간감, 음장감이 톨보이 못지 않아요. 저음도 전혀 부족하지 않앗고 아파트에선 과한 느낌이고 중고음은 부드럽고 섬세한 느낌입니다.\n댓글들 보면 순정점퍼선과 슈즈는 쓰지말란 의견이 다수죠 ㅎ\nav 겸용으로도 좋습니다\n앰프밥을 많이 먹는다기보단 볼륨을 좀더 먹긴 합니다.'], ['저는 책상에 올려서 pcfi 겸 쓰고 있는데 크게 나쁘지는 않습니다. 방진패드 사서 올려봤는데 부밍이 나더군요. 빼고 단단한 진동패드 하나로 쓰니 부밍은 안나고요. 스파이크 슈즈는 테스트 안해봤습니다.저도 as61이 왜 그렇게 인기없고 혹평받는지 궁금하네요. 오린이라볼륨은 좀 먹긴해요그리고 해외가격을 보면 할인이 많다고 보기는 힘들듯단종이긴한데,, 거래선이 1500달러 정도니깐요']]",2021.08.19. 21:14,스피커
6,오디오테크니카 스피커 연결(사진 첨부),*사진 첨부했습니다(다이소에서 산 AUX선도 같이요~)*턴테이블은 오디오테크니카 AT-LP60XBT 입니다.​오디오테크니카 턴테이블 블루투스로 구입해서집에 있는 카카오 스피커와 연결해서 사용하려고 했는데카카오 스피커가 턴테이블 기기를 못찾고 블루투스 연결이 안되요그래서 급하게 다이소에서 aux선 사다가 연결했는데도스피커로 음악이 안나오네요 ㅠ​무엇이 문제인지 알려주세요..​,"[['이래서는 조언을 드릴수가 없을듯요. 각 기기 사진이라도 올려주셔야...'], ['사진 첨부 했습니다~ 답변 부탁드립니다 :-)'], ['일단 턴테이블 뒤 스위치를 Line으로 놓고 해보시고 안되면 턴과 스피커 단자부분 사진이라도 한번 올려보심이 좋을 것 같네요'], ['사진 첨부 했습니다~ 답변 부탁드립니다 :-)']]",2021.08.19. 20:59,스피커
7,AV용 스피커 요놈 사야하나요? 마나하나요?,지금  온교 tx nr686 리시버를 쓰고 있습니다. 거실에다 위에 스피커를 연결해서 홈씨어터로 사용하려고 하는데 문제가 생겼네요. 제가 사는 괌까지 shipping charge가 $1500 넘어 토탈 합계가 $3300정도가 나오는데 스피커 값이랑 운송비가 거의 비슷하게 나와 사야하나 말아야 하나 고민되네요. 아님 $3000 대에 운송비가 좀 저렴한 다른 7.1 채널 스피커를 찿아봐야 하나 기로에 서있습니다. 여러 고수님들의 의견을 경청하겠습니다.,"[['선적료가 스피커 가격 만큼 나오다니 경비가 비싸네요. 말씀대로 스피커를 조금 업하시고 선적료 낮은 걸 찾아 보세요 ^^'], ['한국에서 배로 싣고 오면 30만원 정도면 가능해서 다나와하고 쿠팡에 나와 있길래 봤더니 월등히 더 비싸네요 ㅠㅠ\n스피커 마진율이 거의 따블 수준인것 같네요. 무게가 덜 나가는 스피커를 좀 찾아보겠습니다.'], ['쿠팡은 그나마 좀 싸네요\n'], ['그런데 스피커 브랜드가 못보던 제품이라 좀 그렇네요.'], ['Fluance는 턴테이블만 알았는데 아마존에서 av 스피커 찿다 발견해서 알았습니다. 유투브에서는 가성비 갑이라 했는데...가격이 더블이 되니 가성비는 날아간것 같네요.'], ['아직도 재고 있는지 모르겠는데 와싸다 행사제품 해외배송 문의해 보세요. 홈씨어터로는 와싸다에서 파는 제품이 더 좋아 보여요\n\nhttps://cafe.naver.com/audiodudu/367247'], ['좋은정보 진심으로 감사합니다^^'], ['브랜드 지명도도 떨어지는데 가격까지 고가라면.. 좀 더 알아 보시라고 말씀드리고 싶어요~~^'], ['그래야 할것 같습니다. 좋은 의견 감사드립니다^^'], ['예전에 다이빙하러 괌, 사이판 자주갔었는데 괌 가고싶네요.ㅎㅎ\n그쪽이시면 DFS쪽에 Local vendor 알아보시는게 쉽지않을까요?\n미군 주둔지라 PX쪽도.....ㅎㅎ'], ['저도 소시적에 다이빙 좀 했었는데 이젠 시간 때문에 못하구요 ㅠㅠ위 스피커는 배송비 때문에 포기하고 한국에서 좀더 쓰고 포칼 k2 배송중 입니다^^']]",2021.08.19. 19:10,스피커
8,1ch 앰프도 따로 있나요??,pc 에 센터 스피커를 추가해주고싶은데 저렴이들도 죄다 2.0채널이네요;; 혹시 1채널만 출력가능한 모노 앰프도 있나요?,"[['모노로 작동되는 모노블럭 앰프들이 있긴한데요, 보통은 더 비쌉니다.'], ['그냥 블루투스 스피커 하나 사서 상시전원모드로 3.5to 3.5로 센터스피커 단자와 연결해주는게 나을수도있겠네요 ㅠㅠ'], ['스피커가 음상이 안 잡혀서 필요성을 느끼신다면 교체하는게 낫지 않을까 합니다. 오디오는 묘수가 그닥 없더라고요.'], ['음상 문제라기보단 3채널은 어떤가 싶어서요ㅋㅋㅋ'], ['왜 센터스피커가 필요하신지는 모르겠습니다만 음의 분리가 필요하신것이라면 차라리 리시버혹은 저렴한 5.1채널 지원 사운드카드가 좋을것같습니다'], ['3채널구성은 어떨까싶어서 한번 해볼생각이었습니다'], ['센터에 스피커 한개 추가한다고 센터 스피커가 되는것이 아닙니다. 리시버앰프에서 음분리를 해서 각 스피커로 신호를 보내줘야 비로소 센터스피커에서는 대화소리가 들리게 되는것입니다.'], ['컴퓨터 메인보드 후면 오디오포트를 통해 연결하면 음분리 됩니다'], ['아 메인보드에서도 음분리가 되는군요'], ['메인보드에서 나오는 신호를 증폭시켜줄 앰프만 있으면 될 것 같은데 아쉽네요'], ['그러면 미니앰프가 몇만원이면 살수 있으니 미니앰프를 알아보시죠 물론 2채널이긴 하지만 1채널만 쓰면 되니까요'], ['차라리 블루투스 스피커 괜찮은거 하나 사서 상시전원모드로 3.5단자 끼리 연결해볼까 생각중입니다!']]",2021.08.19. 18:45,스피커
9,액티브 / 패시브 구별 못함..,오린이 첫날부터 실수 했네요.​ifi zen dac를 구매 하고 패시브 스피커를 사버렸네요. ​질문 입니다. ​엠프를 사야할것 같은데 프리엠프 파워엠프 인티엠프 등등 복잡하네요.​스피커는 모니터오디오 실버 50 입니다. ​50만원 안쪽에서 엠프 추천해 주세요. 선택이 너무 어렵네요. ​​​,"[['SMSL DA-9 추천드립니다. 10만원정도 더 쓰실수 있다면 SMSL SA400을 많이 추천드립니다. 현재 SA400에 모니터오디오 스튜디오 사용중인데요, 힘이 넘칩니다.모니터오디오 스피커의 똑부러짐과 잘 매칭됩니다. 주로 사용되는 볼륨이 3/80~20/80 사이인데요, 그런 의미에서 SA400보다 출력이 좀 모자르는 DA-9도 충분히 좋을 것 같습니다.'], ['추천 감사합니다.'], ['인티앰프 오디오랩 m one 추천합니다\n앰프 한 번 사시면 오래 쓰니까. 좋은 걸로 사세요\n\nusb연결하고서 바로 스피커로 연결하면 됩니다'], ['추천 감사합니다. ^^'], ['마그낫503 시그니처 구동하고 있는데 충분합니다. 볼륨이 남아요…..']]",2021.08.19. 16:30,스피커
