,tit,body,comment,time,keyword
0,49만 kef q150 vs 62만 q350,이번에 스피커 처음 입문하는데 선택장애가오내요ㅠㅠ​거실에서 듣고싶은데 청취거리는 2미터 10센치~20센치 정도됩니다.​q150은 청취거리가 있을경우 별로일까요??​13만원 더 주고 좀더 큰녀석으로 바꾸는게 괜찬을지 고민됩니다ㅠㅠㅠ 조언좀 부탁드립니다 고민되서 잠이안오내요,"[['여유가 되신다면 무조건 큰 게 좋습니다^^'], ['답변감사합니다!!'], ['같은 라인  두가지중 고려라면  윗분 말대로 비싼게 대부분 정답인거 같습니다^^'], ['답변감사합니다!!!'], ['책상 Q150 거실 Q350 입니다'], ['간단 명료하내요 감사합니다!!'], ['층간소음걱정되서 볼륨을 많이 못키우는 상태에서 들어도 유닛이큰게 괜찬나요??'], ['동축은 작은 볼륨에서도 소리 좋습니다 거실은 무조건 Q350 입니다'], ['답변 감사합니다 q350으로 갑니다ㅎㅎ 물건은 택배로 받는거보다 직접가서 수령하는게 괜찬을까요?'], ['저는 스피커는 무조건 직접 수령했습니다.'], ['감사합니다ㅎㅎ집에서 차로 20분거리인데 택시타더라도 방문수령해야겠습니다!'], ['5.25와 6.5인치 차이네요. 침고로 전 조금 더 넓은 공간에서 4인치 유닛쓰고 있습니다.  제한된 요소가 없다면 무조건 큰게 좋으데  전 볼륨을 크게 못올리는 상황이라 엠프 출력올렸습니다 저 볼륨에서도 구동이 잘 되도록..'], ['저랑 같은상황이신것같내요 층간소음이 걱정되서 계속 망설여지내요ㅎㅎ']]",2021.06.29. 02:18,스피커
1,이조합괜찮을지 고수님들의 조언부탁드립니다,안녕하세요 따끈따끈한 오린이입니다ㅎㅎ이번에 거실에 번듯한 오디오 하나 장만하고 싶어서 이것 저것 알아보고 있는중인데요..입문자이긴 하지만 또 제품이란게 입문용으로 사면 얼마안가 업글욕심나고해서 살때 꽤 오래오래 쓸수있는 중급형으로 알아보고있습니다 가격은 앰프 스피커조합 500~600정도 선에서요(사실은 블루투스 스피커 괜찮은거 알아보다 가격이 500~600인거보고 이돈이면 묵직한거 제대로 갖추는게 백번낫겠다 싶어서 여기까지왔어요..ㅎㅎ)해서 이것저것 둘러보다가 꽃혀버린 제품이 있는데요ㅎ앰프는 빈센트SV-237MK스피커는 탄노이 캔터베리 GR요 제품들에게 꽃혀버렸는데요ㅜ빈센트sv237mk는 유튜브에서 가성비 최고라고 하는 평이 있는걸봤고 무엇보다.. 너무 예뻐요..ㅜ(빛나는 진공관이 아름다워요..ㅜ)거실에 그런 녀석하나 있으면 너무너무 예쁘겠더라구요..제 기준엔 예뻐야 오래오래 가져가는것 같아서..그리고 탄노이 캔터베리GR 또한 그 클래식한 디자인이 너무너무 예뻐서 꽃혔습니다ㅜ 거실에 두면 이 이상의 인테리어가 없을것같더라구요물론 나무느낌이나 클래식한 디자인을 너무 좋아하는 개인적인 취향도 있지만요.. 물론 청음도 해보고 실물도 보고 하면 좋겠지만 카페명처럼 두근두근 오디오라 빨리 내 거실에 놓였으면 하는 마음에..ㅎㅎ 이렇게 질문드립니다​요약하자면 빈센트sv237mk 앰프에 탄노이 캔터베리GR 스피커 괜찮은 조합일까요?만일 그렇지 않다면 비슷한 가격대에서 캔터베리GR에 적합한 앰프는 어떤제품들이 있을까요? 참고로 집은 34평대이고 주로 팝이나 어쿠스틱위주로 많이듣는편이고 부드럽고 편안하고 울림이 좋은 소리를 선호하는편입니다. 불편하지 않는선에서 해상력도 좋은게 좋구요ㅎㅎ긴글 읽어주셔서 감사합니다 고수님들의 조언부탁드릴게요!,"[['음 켄터베리 gr이 가격대가 맞나요? 6백만원으로는 한참 모자라실텐디... 디자인이 끌리신다면 턴베리 gr 정도에서 조금씩 올라가 보시거나, 아니면 켄터베리가 좋으시다면 앰프는 점 더 쓰셔서 매킨토시 ma12000 이나 최소 ma352 정도로 가세요~'], ['아.. 제가 0하나를 빼고봤네요.. 이렇게 오린이티를 냅니다..ㅎㅎ'], ['아예 다시 생각해야겠어요..ㅎㅎㅜ 답변감사합니다..'], ['프리마루나 에보 200에 이보크 30정도 추천합니다 만족하실겁니다^^^'], ['저는  클래식과 재즈를 많이 듣는 편인데 빈센트237과 파인오디오 502SP를 쓰고 있는데 대만족 하고 있습니다~  가성비도 최고이고요~팝 음악을 많이 들으시면 직접 청음해보시고 더 고민은 해보셔야겠네요 ^-^'], ['빈센트237 대단한 엠프 입니다~,,,,각종 선재와 파워케이블 등 설정에 좀더 신경쓰신다면 더욱더 좋은 음질로 보답할 겁니다라우드 버튼 꼭 눌러 보세요~,,,,엄청난 파워의 섬세한 음질을 경험하실수도 있습니다']]",2021.06.29. 01:40,스피커
2,유니슬리서치 진공관 문의,안녕하세요 이제 막 오디오 시작하는 오린이입니다. 유니슨리서치 심플리 투로 시작을 하는데요. 진공관 참 어렵네요. ​처음에는 잡음 들려 스트레스 받다 결국은 무선 공유기 영향성임을 알고 이제 됐다 했는데.  ​이제는 스피커 한쪽 볼륨이 작아 살펴보니. 그쪽 진공관이 사진처럼 열이 심한 것 같습니다. 오른쪽입니다. 수명이 다 되어 가는건지 이때문에 볼륨이 작아 질 수 있는지 고수님께 문의 드려봅니다. 아울러 이대로 계속 써도 되는지와 추천해 주실 만한 el34 진공관 있으신지도. 조언 부탁드립니다. ​감사합니다. ​출려관 바꾸고 완전 해결입니다. 조언해 주신 여러분 감사합니다. ^^,"[['저도 초보라서 진공관 앰프에 대해 잘은 모르지만 진공관에 이상이 있을경우에는 사용을 멈춰야 하는것으로 알고 있습니다.\n잘못하면 진공관이 나가면서 기판회로에 데미지를 주는 경우가 있다는글을 읽은적이 있습니다.'], ['헉 당장 꺼야 겠네요. 감사합니다.'], ['오른쪽 출력관 교체가 필요하네요. 매치드 페어가 아니어도 될터이나 양 채널 밸런스를 위해 두개 출력관 모두 교체하시는게 좋겠습니다. 현재 관은 어느 건지 모르겠으나, 멀라드 xf2 구관 정도면 훨씬 나은 소리로 보답할껍니다. 욕심내신다면 초단관도 텔레푼켄으로 바꾸시구요. 심플리 투 좋은 기계니 잘 다독여서 들어보세요.^^'], ['좋은말씀 감사합니다. \n관부터 알아 봐야 겠습니다.'], ['일단 좌우 관 바꿔꽂아서 불빛을 확인하고 관이 문제인지 회로가 문제인지 확인해보시고, 관이 문제라면 실험삼아 싼 페어매치 두개 사서 넣어보시지요. 슈광같은 것 그리 비싸지 않고 괜찮습니다. 관질이 진공관 매력이라고들 하시기는 합니다만, 시작이시니 부담없는 녀석으로 제대로 소리가 나는지 보시는게 낫겠지요. 앰프가 문제면 음.. 험난하겠네요 ㅠㅠ'], ['바꿔서 봐야겠네요. 감사합니다'], ['저도 el34 싱글 너무너무 좋아합니다. 심플리는 언젠가 한번 들여보고 싶던 아이네요. 6.5인치 풀레인지 정도면 세상 부러울 것 없는 소리를 들으실 것 같습니다 ^^'], ['진공관 교체후 문제없이 안착하고 싶습니다. ㅠ'], ['el34는 상대적으로 저렴하고 쉽게 구할수 있는 관이니까 관부터 교체해보시고 만약 관 교체후에도 그러한 증상이 있다면 회로적인 문제일거니까 수리를 맞기셔야 될듯 하네요.\n\n관이 저정도 히팅 된다면 과전압이 걸리는듯 합니다.'], ['제발 관 문제 끝나면 좋겠습니다. 답변 감사합니다. ^^'], ['관을 바꾸니 반대편이 달궈 지네요. \n이러면 관문제가 유력하겠죠?'], ['진공관 내부에서 쇼트난것 같네요, 회로 타지 않았으면 다행 입니다.심플리는 자동 바이어스 타입으로 2 개 모두 수치가 비슷한 페어 매치로 교체해야 합니다.EL34 추천을 원허시면...... 현재의 소리와 바꾸고 싶은 소리에 대한 소개가 필요 합니다.'], ['아네 페어 매치로 구매했습니다. 감사합니다.'], ['사진의 오른쪽 EL34 는 더 이상 사용하면안 됩니다관 불량으로 플레이트(진공관 내부의 가장 큰구조물)가 적열됐을때 나타나는 증상입니다 이런 증상을 보이는 관을 계속 사용하면중요한 부품인 출력 트랜스가 타서 훼손되기도 합니다 EL34 는 구관은 고가이니 차선책으로동독의 RFT 제품을 권합니다이 관은 텔레푼켄 싱글게터링, 지멘스 및 AEG 등과 동일한 관입니다 이 관으로 한다면, 초단은 JJ 제품으로보이는데 텔레푼켄보단 영국 뮤라드를추천합니다독일과 영국관의 조합이죠'], ['이미 관을 텅솔관으로 주문을 했는데요. 담에 추천해 주신관으로 적용해 봐야겠네요. 감사합니다.']]",2021.06.29. 00:42,스피커
3,오래된 스피커와 리시버를 최신tv와 연결할수있나요?,"안녕하세요 오린이입니다.​이사하면서 티비를 바꾸는데 오디오는 그대로 들고가서요...5.1 스피커도 있구요....​새로사는 tv는 qna800  네오 qled 티비구요.​가지고있는 리시버는 데논 의 avr-3803입니다...​리시버에  hdmi 단자가 없어서....문제네요...​rca to hdmi 뭐 이런 젠더도 있는데 화질이 엄청 떨어진다네요... 어찌해야할까요...ㅠ​지금 가지고있는 dvdp, 이제 새로 이사갈곳에 iptv(셋탑),  ps5(간헐적 연결) 모두 연결할 방법이 있을까요? 사운드 퀄리티 손상을 최소화 시키면서요...","[['tv광출력만 연결하시면 됩니다'], ['그럼 이렇게 연결하면될까요?'], ['저렇게 말구요, 셋탑이나 ps5 hdmi를 tv에 연결하시구요, tv에 광출력 단자를 광케이블로 리시버 광 입력으로 연결하면 끝이에요. 기기가 여러대라도 광케이블 한줄만 리시버에 연결하시면 됩니다'], ['늦은시간 답변감사합니다. 그럼 dvd플레이어는 어디로갈까요? 얘도 hdmi가 없습니다...ㅠ'], ['화질이 심각해서 Dvd플레이어로 영화볼일은 없을테고, cdp 대용으로 쓰실거면 rca케이블로 연결하시고 dvdp에도 광출력이 있으면 사운드는 광출력으로 연결하셍ᆢㄷ'], ['그럼 dvdp를 광출력으로 티비에 연결하는게 나을까요? 광출력 연결만되면 영상이랑 소리 다 나오죠? 아버지가 구색으로 갖고싶어하셔서요ㅜㅜ'], ['광출력은 사운드만 나오구요 리시버에 연결하셔야죠, 그냥 하지마세요'], ['옵티컬있어서 가능합니다'], ['위에 댓글 한번 봐주서면 감사하겠습니다.'], ['dvdp영상을 tv로 출력시키고 싶으시다면 y.pb.pr아날로그 단자를 hdmi로 변환, 출력시키는 장치가 있긴한데 화질은 영 떨어질겁니다.'], ['음성은 광출력을 모두 리시버에 연결하시면 되고, 셋탑 등 영상관련은 hdmi로 티비에 직접 연결하시면 됩니다.\n\n티비와 리시버도 광연결을 해놓으시면 일반티비나 셋탑 디비디 등 모든 티비에서 나는 소리를 리시버에서 재생할 수 있음도 편리합니다.\n\n영상을 굳이 구형 리시버로 보낼 필요 없고 리시버메서는 음성만 처리하세요.\n\n티비와 리시버에서 동시에 소리가 나게 되는데 이 경우 그냥 티비 볼륨을 줄이고 사용하면 됩니다.\n\nhdmi 단자도 없는 구형 디비디피는 고민하지 마시고 과감하게 처분하시기를 권장합니다. (cdp 용도로는 가능)\n\nhdmi 단자 있는 쓸만한 중고 dvdp는 4-5만원 정도면 구매 가능하고, 8만~12만원 내외면 삼성이나 LG 중고 블루레이 플레이어 (물론 디비디나 시디 재생가능) 구입 가능합니다. (디비디피는 이제 더 이상 신품은 나오지 않음)\n\n요즘 블루레이 플레이어에는 무선 네트워크 기능도 포함되어 있어서 넷플릭스나 유튜브도 시청 가능합니다. 무선 DLNA 기능도 있어서 휴대폰으로 벅스나 멜론 등 무선 스트리밍 플레이도 가능합니다. (물론 불가능한 모델도 있음)\n\n지금 구형 디비디피에 조금도 연연하지 마세요.\n']]",2021.06.29. 00:05,스피커
4,평판 스피커 튜닝 문의,"안녕하세요.앰프를 요즘 교체한 후에 자작한 평판스피커를 다시 점검하고 있습니다. 크기는 1.2m x 1.2m 에 깊이를 25cm정도 주었습니다. 얇은 궤짝 형태죠.문제는 내부에 흡음재를 적당히 설치해야 할것 같은데, 어떻게 하는것이 좋을까요...흡음, 난반사, 모두 고려해야 하는지....전에 계란판으로 임시 설치해보았는데 약간의 효과는 있었으나 미관상 지저분해서 치워버렸습니다. 스치로폼 또한 제가 좋아하는 재료는 아닙니다.결국 목재로 DIY계획인데,이게 손도 많이 가고 해서 시행착오를 줄여보고자 이렇게 문의드립니다.경험있으신 회원님들의 의견, 미리 감사드립니다.","[['평판  사용자는 아니지만\n평판사묭자들  설치하는것 보면 \n지금  제일 문제가 벽과 이격 문제인것  같습니다.\n벽에서 많이 띄워야 할것 같아요. 흠음제는  필요 없을듯 합니다. \n저상태면 난반사가 심할것 같습니다.'], ['여건상 이보다 이격이 어렵습니다.ㅠㅠ'], ['그러면 통에  수납하시는게..\n'], ['오디오의 반 이상이 공간과의 조화라고 생각합니다만..']]",2021.06.28. 23:16,스피커
5,무선 연결 오디오 질문입니다,"안녕하세요, 오디오 뉴비입니다...!​컴퓨터와 연결되고, 기기 간 페어링이 되는 제품을 찾고 싶습니다. 가격대는 60만원 아래 선에서 보고 있습니다. ​검색을 어떻게 해야될지 몰라서 애먹다가 글 남깁니다.","[['기기간 페어링은 블루투스를 말씀하시는건가요?'], ['넵넵'], ['오디오와 컴퓨터 사이에서 무선 연결을 가능하게 해주는 블루투스 리시버만 필요한 것인지, 앰프와 스피커도 모두 필요한 것인지, 컴퓨터가 노트북인지 데스크탑인지, 책상위 설치인지 등 좀 더 구체적인 내용을 적으시면 도움 받기 더 쉬우실 것 같습니다.\n']]",2021.06.28. 22:31,스피커
6,스트리밍 업그레이드와 턴테이블 사이에서 갈등중입니다. ^^;,안녕하세요. 돈스터프라고 합니다.​[보유 시스템]스피커: jbl 4312G프리앰프: C26파워앰프: MC2125​,"[['둘 다요^^;'], ['크핫.. 예상못한 답변이십니다 ㅋㅋㅋ어찌보면 정답일수도 있겠습니다.궁극의 음원 + 편의성 ^^;;;'], ['일단은 스트리밍 쪽으로 가시죠.엘피 쪽은 개미지옥입니다. ㅎㅎㅎ'], ['엘피 10장으로 만족하겠다고 하면 구라겠지요? ㅋㅋㅋㅋ'], ['ㅎㅎㅎㅎ 탕진잼 음청 재미나유. 그쪽이유..^^'], ['제가 탕진되는게 재밌을거란 말씀에 맘을 정리하게 되네요 ㅋㅋㅋㅋ확실한 정리 감사합니다 !!!'], ['여기 두두오에선 무조건 응원 장려하더라고요. 지르고 지르고 또 지르자!!막 이르케유. ㅎㅎㅎㅎ'], ['고민하고 괴로워 하는 분들에게 지름뽐뿌를 넣는것도 재밌을 것 같네요 ㅋㅋㅋ제 수준에 맞는 적정선에서 만족을 해야할 것 같습니다.다 털어넣어서 뭘 할수가 없네요 ㅋㅋㅋ'], ['투자대비 스트리밍이 훨씬 낫습니다'], ['역시 가성비는 스트리밍이 정답일 것 같습니다....만 궁금해요 !! ㅋㅋㅋㅋ'], ['현재 lp레코드를 많이 보유하고 있지 않다면스트리밍쪽을 더 파세요lp는 돈도 많이 들지만돈이 있다고 해도 다 구할 수 있는게 아니라서여러방면으로 힘듭니다'], ['아.. 그렇군요.듣고 싶은 음반을 구할수가 없다면.. 괴롭겠네요 ㅋㅋㅋㅋ생각이 좀 정리되는 것 같습니다.감사합니다 !!!'], ['LP 값도 장난아니고 일단은 듣고 싶은거 많이 들을 수 있는 스트리밍쪽이 어떨까 싶네요'], ['네.. 맞는 말씀이세요.최근 이것저것 많이 찾아듣는 중인데 엘피로 들었다면 벌서 몇백 깨졌을 것 같네요 ㅋㅋㅋㅋ의견 감사드립니다.'], ['요즘 출시되는 신형 엘피는 예전 70년대 엘피에서 나오는 사운드의 아날로그 감성을 못따라간다는 전문가의 말씀.그래서 신형 엘피를 구매하는 것은 비추천입니다.최고의 사운드를 들려주는 엘피는 70~80년 대에 외국 메이저 음반회사에서 제작된 것들입니다.퐁퐁 풀은 미지근한 물에 담궈서 부드러운 치솔로 사운드골을 따라서 문질러주는 청소가 반드시 필요한...70~80년 대에 생산된 1만원 내외의 메이저 음반회사에서 출시한 수입 LP들이 중고샵에 많습니다.50에서 100장 정도 만 있어도 충분하니 한달에 한두장 씩 구입해서 한번 들어보세요.. cd와는 듣는 느낌이 다릅니다.제가 20여년간을 고물 인켈 턴과 cdp를 함께 사용했었는데, 소리의 질은 엘피나 시디나 간에 녹음된 질에 따라가는 것이고요.. DDD 방식의 2000년 대 이후에 녹음된 cd가 제일 좋은 소리이고.,메이저 음반회사의 질좋은 녹음의 중고 LP에서는 하이파이의 감성까지 따라옵니다.제가 가진 하이파이보다 더 좋은 시스템인데., 귀찮기도 하고 그렇다고 특출한 소리는 아니지만.,지금이라도 턴을 가지고 놀아보지 않는다면 후회하게될지도 모릅니다..ㅎ데논 300, 400 또는, 클래식을 좋아하면 레가 p1 등의 입문기 턴의 기본 카트리지 만으로도 충분합니다.* 녹음의 질이 빈약한 초반 희귀 중고 LP나 값이 비싼 lp를 수집할 정도로 집착하지 않도록 주의하십시요.* MC 카트리지는 MM카트리지를 한두단계 업그레이드 해서 들어본 뒤에 서서히 계획하면 됩니다.* 턴테이블에 관한 전문가의 칼럼을 구입하기 전에 많이 읽으십시요.'], ['턴테이블 입문에 관한 여러가지 도움되는 말씀 감사합니다. \n아직 막연허게 엘피의 음질이 좋다라고만 알고 았어서 막상 세팅을 하려하면 막막했을텐데, 경험에서 우러나온 갚진 말씀이네요. \n\n스트리밍 세팅할 때에도 가성비있게 구성해보자 했지만 약간의 변화에도 체감되는 음질향상을 느끼며 점점 집 착과 몰입하게 되던데.. 턴테이블도 그 세계가 비슷하지 않을까 걱정도 되네요. ㅎㅎㅎ\n\n여유가 되는데로 천천히 무리하지 않고 살짝 발 담가보도록 하겠습니다.'], ['시스템이 너무 좋네요...제가 원하는 시스템 입니다.이런 시스템으로는 좋은턴과 판을 구해서 들어야 합니다.단 한곡을 듣더라도 제대로들어야지요...'], ['두두오 회원님들의 좋고 멋진 사스템들이 많이 보여 기가 죽어있습니다 ^^;;\n아무것도 모르면서 다자인으로 스피커를 골랐어요 ㅋㅋㅋㅋ\n말씀처럼 좋은소리(이전보다)를 경험해보니 더 궁금해졌습나더~^^\n천천히 준비해서 들어보도록 허겠습니다. 감사합니다'], ['저도 턴 시작전에 최소한의 비용으로 LP 맛만 보자고 단단히 결심하고 시작했지만 일단 시작하면 지출을 멈추기가 쉽지 않더라구요.처음 데논 DP400(60만원)사서 노라존스 1집 아날로그프로덕션 해외직구로 구매하여 기대감에 들어봤는데 기대보다 실망. 레가 아리아 포노앰프(중고 85만원) 사서 들어보니 오 좋다. 내친김에 레가 Exact(48만원)로 카트리지 업글하니 이 것도 신세계.. 그 이후 성급하게 이것저것 LP 구매하다 보니 LP도 50장 정도.. 당초 계획에서 완전 어긋나 있는 저를 보게 되더군요. 고민의 시작이 자금의 한계이시니 턴을 시작하시더라도 조금더 자금을 축적하시고 시작하시는 게 좋지 않을까여?'], ['경험담을 읽어보니 제 미래를 보고온둣한 기분이 듭니다 ㅋㅋㅋㅋ\n\n지금의 시스템을 꾸려 오면서도 분에 넘치는 짓을 하고 있는 것 같습니다.  \n\n말씀처럼  엘피의 세계는 또 한번 헤처가야 할 것 같은 막막함이 들지만 또헌 재미겠지요 ^^\n\n무리되지 않는 선에서 입문하란 말씀으로 듣고 자중하며 준비되면 천천히 입문해 보겠습니다. \n감사합니다~^^']]",2021.06.28. 22:28,스피커
7,입문용 미니컴포넌트 추천해주실 수 있을까요?,예산은 20정도 잡고있는데 이쪽에 대해 아무것도 몰라서​야마하의 MCR-B020이나 소니의 CMT-SBT20같은 미니컴포넌트가 나은지​아니면 브리츠 제품들(BZ-T7780같은)같이 한세트로? 나오는 그런게 좋은지를 잘 모르겠네요​주로 음반 듣는 용도+블루투스 스피커로 사용할 생각입니다!,"[['데논 n7 n10 같은 것도 괜찮아 보이던데요? 천천히 알아보시다 보면 어느새 예산이 증액 되실지도요..ㅎㅎㅎ'], ['찾아봤는데 예산에서 좀 벗어나는거같네요 ㅠ 저도 처음엔 예산 10만원 생각했는데 조금 찾아보고 20까지 올려버렸습니다 ㅋㅋㅋ']]",2021.06.28. 22:15,스피커
8,AUX 3.5mm to XLR 가능한가요?,"안녕하세요. 오린이 질문드립니다.현재 제 책상에선 iloud mm이란 스피커를 운용 중입니다.나름 만족하고 듣다가 업글을 고민하고 있는데요.문제는 협소한 공간입니다.(공간때문에 mm을 샀었습니다ㅠ)그래서 액티브 스피커를 생각하고 있습니다.후보는 iloud mtm, 제네렉 8010, 8020 등을 생각하고 있는데요.​문제는 이녀석들이 대부분 xlr 인풋입니다. 저는 dac를 둘 공간이 없는데 말입니다.생각하는 것은 dragonfly dac여서 3.5mm 단자로 나갑니다.제목처럼 3.5mm 단자에서 액티브 스피커 xlr 연결 가능한가요?가능하다면 음질 손실이 상당할까요? 아님 소소할까요?고수님들 소중한 의견 듣고 싶습니다.","[['단자 종류 차이로 인한 음질 차이는 퀄리티 어느정도 이상만 된다면 차이가 없습니다. 기기 자체에서 연결되는 단자의 종류에 따른 스펙이 적용된다면 영향을 받을 수는 있겠지요.'], ['답변 감사합니다~']]",2021.06.28. 20:45,스피커
9,드디어 돌고돌아 706S2 구매했습니다 앰프가문제인데,말씀드리기앞서 2주동안 제 질문에 답해주신 선배님들에 존경과 감사함을 표합니다스피커선택하면서 정말 뭘사야할지몰라서 마음이 30번은넘게 번복 을했던거같아요 X2T..!? 모니터오디오스튜디오..?! 모니터오디오 실버300..? 다인오디오 이보크 10..? b&w 707S2..?종합해본끝에 중고로 706S2 제품을 구매했습니다 이젠 번복도못합니다 입금을했거든요!!스텐드는 전용스텐드구매하면 좋겠지만 가격이 너무비싸 노스톤 제품으로 골랏고이제 앰프만 선택하면되는구간인데 사실 엘락A101이 유력했습니다 근데또 엘락A101제품이 품절을 겪고있어 파워노드2I도 눈에들어오네요100만원대 제품중에 추천을좀 받고싶습니다..!힙합을 주로들으며 소스기기는 네트워크여도 상관없고 PC파이여도 상관없지만서브우퍼단자는 있었으면하네요 없더라도 추천받고싶습니다..! 다시한번 선배님들의 추천을 기다립니다 -오린이남김-,"[['파워노드 쓰셔도 충분히 좋습니다~~ 100만원대에선 파워노드 만큼 다양하게 만족시켜주는게 찾기힘들어요'], ['구동이 약하다는 평을봐서요 ㅠ 걱정되긴하는데 다들 많이 추천해주시네요'], ['너무 걱정이 많으신것같아서요...ㅎ 일단 시작하시기엔 충분히 괜찮은 제품들이니 충분히 즐기시다 서서히 업글하시기 권해드립니다'], ['넵 좋은정보 감사합니다!'], ['음색이 안맞다면 몰라두 D클래스가 구동이 약할수가 없지유~~']]",2021.06.28. 19:55,스피커
