,tit,body,comment,time,keyword
0,입문용 턴테이블 조합 봐주세요~,공간은 1.5룸~투룸에서 재생할 예정입니다.예산은 100~120​턴테이블자동과 수동되는 오디오테크니카 LP3​,"[['턴테이블은 좀 더 올리시는게 좋을 것 같습니다.^^'], ['지금 데논dP400은 국내품절이고, 오디오테크니카 AT- LP120usb, LPw40wn 정도 있는데 40~60추천해주실만한게 있을까요..'], ['세상에 좋은 턴테이블은 정말 많습니다.^^아래 게시물 참고하셔요.http://naver.me/Gw5vhY8t'], ['33만원이고요. ^^'], ['참고해보겠습니다감사합니다~'], ['오우 소니 턴테이블은 절대 두손들어 비추;; 회전수 안맞아요'], ['소니제품말고 뮤직홀 얘기해주신거같습니다'], ['1 턴: 데논300f,테그닉스1200시리즈 또는 국산 OEM (턴은 저렴하게 카트리지를 비싼놈으로 필구)\n2 앰프: 마란츠라면 무조건 8XXX이상급으로~\n3 스피커는 왕싸다 리퍼+이벤, 각종 업체장터, 카페 중고 충분히 검색해서 매칭고려하는게 어떨까요~\n\n혹시 위 조합으로 고른 이유가 있을련지요?!^^\n'], ['엔트리급으로 스피커와 앰프 턴테이블을 각각 찾다보니 그렇게됐고 턴,앰프,스피커 각각 가격을 균등하게 맞춰서 벨런스를 나름 맞추다보니 그렇게 됐습니다\n\n턴테이블은 테크닉스 좋은건 많이 봤습니다만 중고거래시 좀 불안한게 있네요 ^^; 매물을 찾아봐야겠네요'], ['예, 시스템 구성의 기준이 금액과 발란스였나보군요^^좋은접근이지만..추가로 최선의 선택이 필요할듯 합니다~\n저는 발란스에 있어서..\n스픽60-70, 앰프30-40, 턴(카트리지포함)15-20으로 잡는게 어떨까합니다?!'], ['죄송하지만 스픽은 뭔가요?스피커 말씀이신가요?턴테이블은 저렴한수동모델을쓰고 카트리지를 업그레이드하라는 말씀이시구요'], ['예, 스픽=스피커입니다^^ 턴은 당근에서도 간혹 나옵니다\n첫시스템이니 좋은 선택하시길 응원합니다♡'], ['개인적으로는 엠프에 힘을좀 뺴시고 그만큼 턴에 투자하시는게 좋아보입니다SMSL SA300이런 알리발 가성비 앰프로도 충분할거 같아요']]",2021.09.12. 22:06,스피커
1,혹시 토인이 귀에 무리를 주지는 않을까요?,안녕하세요현재 북쉘프를 스탠드에 올려놓고 듣고 있습니다.역삼각형 구조 입니다​좌우 스피커 거리 : 1미터70스피커와 저와의 거리 : 3미터 ​2년동안 토인은 주지않고 항상 스피커가 정면을 향하게 하고 듣고 있습니다.책상에 앉아서 컴퓨터 모니터를 보면서 음악을 듣고 있습니다.토인을 줘도 책상앞 모니터에 소리가 부딪쳐 영향을 받을것 같기도 하고 쏘는 고음을 직접적으로 들으면 귀건강에도 좋지 않을것 같은 생각이 듭니다.혹시 스피커 토인을 주는것이 귀건강에 나쁜 영향을 주지는 않을까요?​감사합니다.​,"[['토인보다는 볼륨이 문제일 것 같은데요'], ['볼륨은 8시 정도로 듣고 있습니다. 감사합니다'], ['틀리진 않슴돠;;; 큰 볼륨고ㅏ 무리한 음감시간 도 모두 귀에 영향 받습니다'], ['잘 알겠습니다. 오래오래 음악 들었으면 싶습니다.^^'], ['글쎄요 저도 토인을 아주 많이 주고 사용하고 있지만 그런건 없습니다.'], ['사용해보신 경험 감사드립니다'], ['감사합니다'], ['토인 준다고 귀에 나쁘진 않을겁니다.\n적당한 볼륨으로 즐기세요 ^^'], ['볼륨은 8시 정도로 듣고 있습니다. 한번 토인을 줘보고 귀가 피곤하지 비교해보겠습니다. 감사합니다'], ['직접음과 간접음이죠벽에 큐션을 한번 먹고들리는 고음과 직접 귀로 오는고음은 다르지요어쩔수 없는 룸 환경이 아니라면토우인을 줘서 고음을 직접 듣는 것은귀를 쉽게 피로하게 하고이명에 치명적인 느낌을 받았었습니다.'], ['저도 이제부터는 관리를 해야하는 나이가 되었습니다. 길면 10-15년정도 음감시간이 남은것 같습니다.정보 감사드립니다.'], ['SPL 그래프를 보면 15도만 틀어져도 고역의 에너지가 쑤~욱 떨어집니다 ㅠㅠ'], ['정보 감사드립니다^^'], ['관리 모드 모두에게 도움이 됩니다. 우리 모두 귀가 점점 안 좋아지게 되어 있거든요. 시골 사는데 오디오 안 해도 귀 나쁜 어르신들 대부분입니다. 저는 역토인/토아웃도 사용하고 있습니다.ㅎ']]",2021.09.12. 20:02,스피커
2,"오디오 선재,파워케이블에 대한 방대한질문","안녕하세요 이번에 턴을하나 구매했는데 알아보니파워케이블과 스피커선 그리고 포노앰프와 연결할 포노케이블은 생각지도 못하고있었네요그래서 이왕 턴들이는김에 파워케이블,스피커선,포노케이블을 구매해보고싶은데 궁금한게있습니다!​현재 구성스피커: 시스템오디오 SAXO7 (액티브)포노앰프: 그람슬리 에라골드(구매예정) OR 트라이코드 디노MK3(구매예정)턴테이블: 테크닉스 SL 1200G 카트리지: 오토폰 2M블루 ​1.제품 번들케이블과 사제 케이블의 차이가 확실한가요?2.포노케이블을 사용하면 턴-포노앰프 로 가는 선이랑 포노앰프-스피커(액티브) 가는선 두개를 사용해야 하는건가요??3.스피커,포노앰프,턴테이블 모든기기에 괜찮은 파워케이블을 물리는게 효울적일까요?4.알아보니 멀티탭도 얘기들을 많이하시더라고요 제 시스템에서 오디오용 멀티탭을 사용하는게 의미가있을까요?(아래위에) 그렇다면 어떤제품이 가성비가좋을까요5.파케,포노케이블 각각 개당 10만원 안팎으로 가성비좋은 모델 추천해주시면 감사하겠습니다 ㅠㅠㅠ​​","[['안녕하세요.간단한 실험으로 답을 찾을 수 있습니다. 선재의 그레이드를 떠나 가지고 계신 모든 멀티탭을 연결한 A, 모두 제거하고 벽에 직접 연결인 B.가족의 도움을 받아 블라인드로 들어보고 판단하시면 됩니다.  오디오 세계가 얼마나 맹목적인 믿음이 있어야 하는지 아실꺼에요. ^^아! 스스로 케이블을 바꾸고 미리 인지한 후 테스트하면 효과가 없습니다. 아무 정보를 모를때 효과가 나타납니다.'], ['10만원이면 막선 탈출한 효과가 확실한 좋은 가격대 같네요. QED, 오디오퀘스트 등이 가격대가 다양하고 호평도 받아서 관심가지실만해 보입니다.'], ['1.제품 번들케이블과 사제 케이블의 차이가 확실합니다.4.마트표 멀티탭보다 오디오용 멀티탭을 사용하는 것이 의미가 있습니다. 오정훈 멀티탭을 추천합니다.5.파케는 트리니티 mk2, 트리니티 라이트를 추천합니다. 그런데 저의 오디오랩 8300MB 모노 블록 파워앰프는 와이어월드나 트리니티 라이트 파케를 물려도 막선보다 못 합니다. 아무리 좋은 파케를 물려도 막선보다 못한 결과가 나오는 기기들이 있다고 합니다.']]",2021.09.12. 20:01,스피커
3,마그낫 스피커 질문,마그낫 템푸스 77 톨보이 스피커  + 데논 PMA-600NE 인티앰프를 구매해 볼까 고민중입니다. 이 두 제품의 조합이 어떨런지 궁금합니다.참고로 저는 오디오 초보자 이어서 엔트리 레벨급으로 알아 보고 있습니다 추후에 데논 CD 플레이어와 오디오테크니카 턴테이블도 구매하려고 합니다,"[['PMA-800NE가 PMA-600NE보다 싸기도 한데 약간 상위 기종으로 출력도 더 크니PMA-800NE로 하시는 것이 좋을 것 같습니다.'], ['아...잘 알겠습니다']]",2021.09.12. 19:36,스피커
4,턴테이블 갑자기 소리가 줄었습니다,"데논 dp400, 마샬 액톤 2 조합으로 aux선 꽂아서 잘쓰고있었는데 새로온 엘피를 청음했더니 소리가 엄청 작더라구요. 연결 모두 평소 하던대로 설정되어 있었습니다.그 엘피만 그런 줄 알았더니 전에 들었던 엘피도 소리가 확연히 줄었습니다. (그래도 새로 온 엘피보단 크더군요.)원래 스피커 소리 중간정도로 하고 들었는데 최대로 키워도 전보다 작더라구요.전부 최근에 구매해서 손에 꼽을 정도밖에 사용을 못했는데 속상하네요.혹시 이유 아시는 분 계신가요?","[['혹시 턴테이블의 내장 포노앰프가 꺼진것 아닌지 스위치 확인해 보세요~'], ['감사합니다!'], ['턴 포노 앰프 확인부터 해보셔야 겠습니다.'], ['감사합니다!']]",2021.09.12. 18:59,스피커
5,컴퓨터-기존 오디오(2008년형) 연결 & DAC 대한 문의드립니다.,"안녕하세요!​다름이 아니고, 기존에 집에 있던 컴퓨터와 2008년 오디오를 연결하여 음악을 들을 수 있다는 소식에지금까지 왜 몰랐을까? 하고 질문을 드리게 되었습니다.​먼저 오디오 사양은 아래와 같습니다.모델명: CMT-BX제조사: 소니제조년: 2008​사진","[['3.5 3.5 케이블구하셔서 컴이랑 오디오연결하시면되요 dac는 꼭 없으셔도 들을수잇습니다'], ['감사합니다 ^^남은 하루 좋은 시간 보내세요! ^^'], [''], ['이건 3.5 3.5 케이블이 아니죠?'], ['반대쪽도요렇게생기면 3.5 3.5맞아요'], ['선생님 감사합니다 그런데 소리가 안나요 ㅎ'], ['오디오옥스출력으로바꿔주셧나요?'], ['아 이제 납니다\n와 이걸 이제 알았습니다'], ['감사합니다 증말!'], ['넵즐건음악생활하세요'], ['컴퓨터 본체 뒤하고 본문 사진 전면의 audio in 연결했는데 안나요']]",2021.09.12. 18:52,스피커
6,아남 스피커 3웨이 북쉘프 같은데 쓸만한건지 궁금하네요,​되게 오래된 스픽 같아 보이는데 쓸만한건지 궁금해서 여쭤봅니다,"[['오래된 것 들은 내부 부품이\n삭았을수 있어서\n연결해서 소리 나는거 들어봐야죠..'], ['일단 작동여부를 확인해야 하는군요 답글 감사합니다 ^^'], ['저거 보나 마나 진동 심하고 먹먹한 소리 납니다ㅠ'], ['연결해서 들어봐야겠네요 ㅠㅠ'], ['소리 어떻게 날지 궁금합니다~'], ['연결해봤는데 생각보다 아주 좋네요 ㅎ'], ['소리가이상없이 잘나오면사용하셔야죠.양쪽트위터.미드 레인지.우퍼 소리다 점검 ~'], ['이상없이 나오네요 ^^']]",2021.09.12. 17:53,스피커
7,자비안 오르페오 Vs 자비안 프리미오 에스클루시보,"청음을 하고 비교하면 최선인데 시간이 안 나서 질문 올립니다. 자비안 오르페오 와 자비안 프리미오 에스클루시보 차이가 큰 지 궁금해서 질문 올립니다.​두 스피커 모두 유닛은 미드레인지-우퍼 17.5, 트위터 2.9 로 동일합니다. ​사이즈도 큰 차이가 있는 것 같지는 않아요.오르페오:                   38   x 23.6 x 28.2프리미오 에스클루시보: 38.2 x 23   x 27.6 ​주파수 응답은 귀로 인지하지 못할 정도의 미세한 차이가 있다고 나와 있어요. 오르페오:    33~30,000 Hz프리미오 에스클루시보: 35~30,000 Hz​오르페오는 후면 덕트이고 프리미오 에스클루시보는 전면 포트 여서 벽에서 충분히 떨어뜨리지 못하는 제 입장에서는 프리미오 에스클루시보가 더 나을 것 같습니다.​크로스오버는 오르페오 2250 Hz, 프리미오 에스클루시보 2690 Hz 로 프리미오 에스클루시보가 조금 더 높습니다. 2way 스피커니까 오르페오는 2250 Hz  이상의 음을, 프리미오 에스클루시보는 2690 Hz 이상의 음을 트위터에서 처리한다는 의미니까 오르페오가 트위터에서 처리하는 음이 더 많습니다. 그러면 오르페오가 고음이 더 많고, 에스클루시보는 중역대가 더 많다는 의미가 되는 것인가요.​감도는 오르페오 86 dB, 프리미오 에스쿨루시보는 85 dB 로 큰 차이 없습니다.​그런데 무게는 오르페오 17kg, 프리미오 에스클루시보 14kg 로 차이가 큽니다. 사이즈 차이를 고려할 때 오르페오보다 프리미오 에스클루시보의 인크로저 용적이 조금 작다는 것을 고려해도 무게 차이가 많이나요. 둘 다 참나무 오크라고 하니까 결국은 스피커벽의 두께의 차이일까요? 프리미오 에스클루시보는 23mm 두께라고 되어 있는데 스피커 벽이 두꺼운 것과 얇은 것이 음에 어떤 차이를 두게 될지 궁금합니다.​혹시 두 스피커 모두 청음해보신 분이 계시면 알려주세요. 스펙의 차이는 크지 않은데 가격차이는 커서 어느 것을 구입하는 것이 좋을지 구분이 안 가서요. 전면덕트인 것을 고려하면 벽과의 거리를 띄우지 못하는 상황에서는 가격이 싼 프리미오 에스클루시보가 오히려 제 소리를 내는데 유리하지 않을까하는 생각도 들어서요. ​고수님들의 좋은 의견 부탁드립니다. 감사합니다. ​​","[['두가지를 모두 사용중 인데\n오르페오는 실내악 크리식,재즈 에 장점 이 있고\n프리미오는 대중적 음악 에 듣기좋아요\n오르페오는 다소 묵직하고 앙칼지지는 않고 부드럽게 악기소리를 내는 반면 프리미오는 댐핑력에 좋은것 같아 저는 그렇게 사용하고 있어요\n'], ['감사합니다. 저는 재즈를 듣기 위헤서 북셀프를 구입하니까 오르페오가 저한테는 맞겠네요. 가격이 만만치 않아서 어느 정도 할인되나 연락해서 알아봐야겠어요. 고맙습니다.']]",2021.09.12. 15:49,스피커
8,갤럭시탭 S7+ 와 올인원앰 연결,안녕하세요. 요즘 열심히 공부하고있는 초보 오린이입니다 ㅋ얼마전 엠프와 스피커 구매해서 신세계를 경험하고 있는데요.들어보니 역시 CD는 음질이 짱짱하던데~ 블루투스는 좀 해상도 같은게 부족한 느낌이 들더라구요. 아~ 그래서 다들 피씨파이라는것을 하시는구나 싶었습니다. 전 피씨보다 탭을 많이 사용하는 관계로 둘을 연결시키고자 합니다. ​여기서 궁금한것이.... 제 앰프(오라노트2) 에 PC 입력이 가능한 USB B 포트가있습니다. 카페에서 이리 저라 검색을 해보니 제 갤럭시탭을 연결해서 음원을 들으려면 UAPP 를 설치해서 고음질의 음원이 USB 로 데이터출력으로 나가게 해야 된다고 이해하고 있습니다. (이게 맞는 건가요???)​일단 테스트겸 태블릿-OTG 젠더-USB B-앰프 연결을 했습니다. 어 그런데 소리가 나오네요??? 전 뭐라도 설치를 해야 음악이 나올줄 알았거든요. ㅜㅜ들어보니 블루투스보다 좋은 음질인 것 같습니다... 네이버 VIBE 스트리밍 그리고 이번에 공부하면서 깔아둔  Foobar 와 Flac 파일 자생해보니 둘다 비슷한 수준인것 같았습니다. ​이게 태블릿의 DAC 를 거쳐 음원만 앰프로 쏴주는건가요? ​아니면 데이터로 전달되어 앰프에 있는 DAC 를 쓰는것인가요? 그렇다면 굳이 PC 혹은 UAPP 를 사용해야 하는 이유가 있나요? ​아래는 사용자 매뉴얼 캡춰입니다.​뭔가 이상한 느낌이 드는 것이.... 아무래도 제가 피씨파이를 전혀 이해하지 못하는것 같습니다.... 참고할만한 사이트 혹은 게시판 글이 있으시면 추천 부탁드립니다. ​감사합니다~​,"[['전 꼬다리DAC사용을 위해 UAPP앱을 썼는데요. 즈텔라- 3.5toRCA - 파워앰프 이렇게해서 썼습니다.인티앰프가 있으시면 굳이 그렇게 써야 하나 싶어요.'], ['감사합니다. 전 좀더 공부를 해야할 것 같습니다. ㅎㅎㅎ'], ['저도 스마트폰+올인원 조합이라 고민했던 부분인데요..\n\n스마트폰에서의 usb 출력은 데이터 출력이라, 앰프의 DAC을 통해 나옵니다.\n\n참고로, 저는 TV의 구글 크롬캐스트를 통해 무선으로 쓰고 있어요. 편리성은 유지하면서 블투보다 훨씬 음질이 좋습니다~'], ['아... 데이터출력이였군요... 조금씩 이해되는 것 같습니다. 감사합니다'], ['지금 설정을 잘못 하신거에요.\n넷플 기기가 있으면\n테블릿과 같은 공유기로 마추고\n테블릿에서 선을 빼시고\n앱에서 출력을 넷플기기로 하시면 소리가 스피커에서\n나올겁니다.\n'], ['이렇게 사용하셔야 원음\n그대로의 소리가 나와요.'], ['pc 에 들어 있는 음악파일 재생하려면 음악파일들을\n다 미디어서버에 등록\n하시면 댑니다.\n그럼 폰으로 다 들을수\n있어요.\n일단 공부좀 하셔야 겠네요.\ndlna 검색하셔서\n좀만 공부하시면\n일단 알고나면 엄청편하고\n쉽습니다.'], ['uapp 사용하는 이유는 무선으로 연결해서 쓰기위함입니다.\n그것도 앰프에서 허용하는 한계치 의 음질로...'], ['아.... 목적은 무선이었군요. ㅎㅎㅎ  상세한 설명 정말  감사합니다. 제 앰프는 네트워크 지원되는 것이 아니어서요. 그렇다면 지금 쓰는 방법이 괜찮은 건가요? 아니면 좀 더 좋은 음질로 들어보려면 무엇을 해야 하는가요? 스트리밍 플레이를 해도 사실 지금도 제 귀에는 과분한것 같아요 ㅎㅎㅎ'], ['pc랑 usb로 연결 하시고요.\n푸바2000 까시고\n검색창에 푸바 dlna 로 검색\n하시면 사용방법 많이 나옵니다.\n컴터랑 연결하면 네트웍기기가 댑니다.\n무선으로 폰으로 작동가능하고요'], ['아... 그런 방법도 있는줄은 몰랐습니다. 검색방법까지~  감사합니다.']]",2021.09.12. 15:35,스피커
9,켄우드 오래된 스피커랑 맞는 앰프 알 수 있을까요?,"안녕하세요. 오늘 가입해서 처음 인사드리고첫 질문 올리게 되었습니다.제가 오래된 켄우드 LS P9200이라는 스피커를중고로 구매하고자 하는데, 자세한 정보를 찾을 곳이없어서 사진 한장 가지고 생각해보다 보니까앰프가 400w가 필요한건지 잘 모르겠더라고요.기존에는 부끄럽지만 나름 어찌어찌 구해서삼성 르네상스 앰프와 그래픽이큐를 구해서에로이카 스피커에 물려서 음악감상을 하곤 했는데요.기존에 쓰던 인텔 스피커와 에로이카 스피커는 정격와트도 같고 옴도 같고 해서 걱정없이 연결해사용했는데 이번에 구매하려는 켄우드 스피커는앰프를 따로 구해야 하는 건지..걱정이 들더라고요.기본적인 지식도 없는데 먼저 구매하려고 하는제가 좀 문제도 있겠지만 지식을 조금 나눠주셨으면좋겠습니다~~ 좋은 주말 되세요~​","[['스피커에 써져있는 Peak Input Power는 허용할 수 있는 최대(Maximum)입력을 이야기하는 것이고 음압(91dB)도 높은 편이기 때문에 기존에 사용하시던 르네상스 앰프 그대로 연결하셔도 아무 문제없습니다. 즐거운 음악생활 하시길 바랍니다.'], ['알려주셔서 너무나 감사합니다~ 이제야 마음이 편해졌습니다~ 하하하']]",2021.09.12. 15:19,스피커
