,tit,body,comment,time,keyword
0,엉엉 오디오가 손상됬습니다 ㅠㅠ,포칼인데 어린아이가 저렇게 손상 시켰습니다이거 수리 될까요? ㅠㅠ,"[['ㅎㄷㄷ 콘지/드라이버 교체가 필요하려나요..'], ['어디서 교체 가능할까요 ㅠㅠ'], ['테러 당하셨군요'], ['ㅠㅠㅠㅠ'], ['ㅠㅠ 이래서 아이 있으면 그릴을 쓰셔야..'], ['ㅠㅠㅠㅠ 하아 ㅠㅠ'], ['콘지만 별도 교체되는것 같기도 한데?! 유닛교체가 답일듯 합니다. 삼가포칼의 명복을ㅜㅜ'], ['이거 어디서 수리 가능할까요 ㅠㅠ'], ['유닛 새걸로 갈아야죠'], ['ㅠㅠ 콘지만 새로 못갈까요 ㅠㅠ'], ['어떻게 저거만 떨어지죠? ;; 속상하시겠어요..'], ['그러니까요 ㅠㅠ'], ['아휴 남일 같지 않습니다 수리 잘 받으세요 ㅠㅠ'], ['감사합니다 ㅠㅠ'], ['혹시 이거 어디서 수리 받을수 있을까요?ㅠㅠ'], ['아... ㅠㅠ'], ['ㅠㅠ'], ['더스트캡손상이군요. 포칼 수입사도 가능하고 ‘연음향사’ 같은 스피커 수리업체에서도 가능할 겁니다.  수리가능한 부분이라 생각되니까 전화해보셔요. 연음향사는 청계천에 있습니다. 전화는 검색하면 나올 겁니다…'], ['감사합니다 ㅠㅠ 연음향사에 연락해 보겠습니다'], ['제가다 마음이 아픕니다'], ['ㅠㅠ 위로 감사합니다 ㅠㅠ'], ['손상된 스피커 많이 봤지만 이렇게 정교하게 뽑힌 건 처음 보네요..ㅠ'], ['ㅠㅠ'], ['삼가 포칼의 명복을 빕니다. 양쪽 다 교체를 추천드립니다.'], ['네..연음향사에 연락해 봐야겠네요'], ['콘지가 아니라 가운데 더스트캡만 나간거 아닌가요.\n이거는 수리가 어렵지는 않습니다. 물론 원래와 같이는 안되니 양쪽을 다교체해야 되구요.\n연음향사 전화 해 보시면 몇 만원 안됩니다.\n물론 원래대로 하시려면 정식 수입업체에 연락하셔서 유닛을 통으로 교체해야 되구요.\n그런데 칼 같은 거로 오려낸 건가요?'], ['저도 모르겠습니다..제가 집을 오래 비웠다가 아기가 와서 손상시켰습니다..아마 볼록 튀어나와서 세게 눌렀다 뺐다 하다가 손상 된거 같습미다.. 연음향사에 연락해보ㅆ습니다'], ['으앜! 보기만래도 끔찍하네요 ㅠㅠ'], ['알리에 인치 맞는걸 구입 하세요\n스피커본드도 같이요'], ['정교하게 붙이는 수리 시도해 보세요. 순간접착제로'], ['아이고 아이가 궁금해하는걸 혼낼 수 도 없고......위로를 드립니다...'], ['']]",2021.11.04. 20:53,스피커
1,앰프 노이즈 문제로 AS센터에 보냈는데,https://cafe.naver.com/audiodudu/401580,"[['앞단에서 유입되고 있는 노이즈인지, 앰프 자체 노이즈인지 모르겠는데, 앰프 자체 노이즈라면, 개인적으로 잘 만든 앰프가 아니라고 생각합니다.'], ['그런데  이게 심오디오 340ix 앰프에서도 이랬었어요 심오디오 앰프도 이런문제가.... 그래서 전기문제인줄알았는데... 그게아니였다는... ( 340ix도 출력이 100W ) '], ['고급 앰프에서 저런 정도의 자체 노이즈가 발생하는 경우는 드물다고 생각합니다. 보통은 최대 볼륨에서도 스피커에 귀를 바짝 대고 들어야 ""노이즈가 나오나보다"" 라고 판단할 수 있습니다. 저런 경우는 아마도 시스템에 연결된 특정 기기로 부터 알 수 없는 노이즈가 유입되고 있는게 아닐까 추정됩니다.'], ['네임 올인원앰프인 노바에서도 똑같은 증상 나타납니다.\n처음에는 없었는데 샵직원이 방문해서 스피커케이블을 망가뜨리고 나서부터 증상이 생겼는데 핑계는 가정집 전기사정이 안좋아서 그렇다네요?\nD클래스인 앰프인 nad m33에는 저런 노이즈가 일체 없습니다'], ['샵직원은 뭐하러 방문했나요? 스피커케이블 물어내라고 하지 그러셨어요'], ['서브우퍼를 하이레벨로 연결할때  스피커 단자를 분리하고 케이블을 칼로 대충 깎아서 개조시키시더라고요.\n오신분이.. 처음하시는 분이 오셔서 하시다가 포기했는데 상급자랑 전화통화라면서 개조를 완료했다는데 마감이나 이런게 상당히 엉성했습니다.\n결국엔 그때부터 노이즈가 생겨서 우퍼를 환불해줬는데 케이블은 그냥 냅두시더라고요. 원상복귀하라고해도 케이블 연결운 원래 이런거고 노이즈가 생긴건 겨울이라서 그쪽 전기사정이 안좋아서 그런거라고 변명하면서 사후 as가 없습니다.\n\n진짜 날씨가 추워지면서 전기때문에 그런건지 모르겠는데 노이즈가 심하고 험소리가 심해진게 케이블 개조이후로 생겼습니다.'], ['저도 진공관앰프를 신품으로 샀는데 트랜스 노이즈가 있어서 환불을 요구했는데 우리집 전기때문이라면서 10만원 제하고 줍디다. 어렸을 때라서 싸워보지도 못하고 그렇게 했습니다. 카페글들 보니까 오디오 노이즈 문제 겪는 사람 무지 많던데 정말 집이 문제일까요?']]",2021.11.04. 20:04,스피커
2,스피커 셋팅,안녕하세요현재 턴테이블에 스피커 연결해서 들으려고 하는데요,"[['TT는 뭔가요?'], ['턴테이블입니다!'], ['1번이 벽과 거리가 있어서 더 낫지않을까싶네요 룸 상황에따라 다르지않을까싶습니다'], ['감사합니다!'], ['저도 사진으로 봐야알겠지만 그래도 1번이 스피커가 벽이랑 거리가 있어서 훨씬 낫다고 생각합니다.']]",2021.11.04. 18:00,스피커
3,스피커 케이블 연결.. 질문드립니다.,스피커를 바꿧습니다. 뒤에 스피커 케이블 채우는 단자가 2개있는거만 쓰다가 4개있는것은 처음쓰는데요점퍼핀일줄 알앗는데 점퍼 케이블이 물려 있더군요.. 바나나 케이블 없이 그냥 직결이 제일 좋다해서직결해서 듣는데 점퍼케이블이 들어있어 직결을 못합니다.. 그냥 케이블 들어있는데다가 우겨넣어도 되나요?아님 점퍼케이블 장착된 녀석은 무조건 바나나케이블이나 말굽단자 써야되나요?,"[['우겨 넣어도 됩니다.'], ['감사합니다... 짜부라지도록 우겨넣엇습니다.. 손아프네요 ㅠ']]",2021.11.04. 16:44,스피커
4,컴퓨터 한대에 앰프 두대 질문,"안녕하세요제가 가지고 잇는게 마란츠 앰프hd amp1 한개,  polk s55 스피커 두개psb xb 앰프 없이 스피커만 두개 ​요렇게 가지고 잇는데 이번에 1층 10평 2층 10평 복층구조 가게를 오픈하게 되엇어요​2층에 amp1 polk스피커 설치1층에 psb 스피커 두개 설치 하려고 합니다​amp는 보니 스피커 두개만 지원하네요그래서 앰프를 하나더 사야 하는데pc 한대에 usb로 앰프 두대 연결 하는게 가능한지 궁금합니다​데스크탑이나 노트북이나 별 상관은 없겟지요?​usb포트 허브로 연결 하면 될거 같은데그러면 음질 저하는 없을지도 궁금하네요​아니면 스피커 4개 지원하는 앰프를 사야 하는데최대한 저렴한 앰프 추천도 부탁합니다","[['usb 로 연결하면 앰프 하나만 인식하지 않나요? 방법이 있을 지는 모르겠지만, 광케이블로 연결하면 분배기를 통해서 연결하면 될 것 같은데요?'], ['감사합니다. 앰프 하나만 인식하나 보네요 이런. 광케이블로 연결하는 방법을 생각해 봐야 겟네요답변 너무 감사합니다^^'], ['2계통 - 언밸런스 + 밸런스 - 를 지원하는 DAC중에 언밸/밸 동시출력을 지원하는 것들이 있습니다.'], ['아니면 DAC 내장 앰프중에 스피커 A B 출력을 지원하는 것을 사용하셔도 됩니다.'], ['태연님 흔적 감사합니다고수분들에게 배우니 금방 해소 되네요보내주신 내용 잘 살펴서 시도해 보겠습니다^^'], ['업장 bgm 정도라면 적당한 Av 리시버를 사용하셔서\xa0extended stereo 나 zone 2 셋업하셔서 사용하셔도 될 것 같아요 아니면 heos도 있습니다'], ['무무쨩님 감사합니다설명해 주신 내용 카페 검색 하면서 찬찬히공부해 보겄습니다^^']]",2021.11.04. 16:29,스피커
5,광출력에서 아날로그스피커로 연결하는 방법 조언 부탁드립니다.,블루레이 플레이어를구입하였는데 영상은 TV로 보내고 음향은 스피커를 통하여 들으려고 합니다. 그런데 블루레이플레이어에는 아날로그 단자가 없고 HDMI 단자와 광출력 단자 만 있네요. AV 앰프에 연결하면 되는데 다른 방에 있어 옮기기 곤란하고 그냥 액티브 스피커에 연결하려는데 싸구려 변환기(광출력을 아날로그로 변환하는 젠더)를 하나 구입하였습니다. 근데 젠더를 거쳐서 그런지 소리가 영 시원치 않습니다. 이런 경우 추천할 만한 변환기가 있으면 추천 바랍니다.아니면 다른 좋은 방법이 있는지 고수분들의 조언을 부탁합니다. 아니면 HDMI 단자에서 아날로그로 변환하는 연결하는 방법이 더 좋을까요.,"[['젠더가 아니라 저렴한 DAC를 구입햇겠죠. 중급으론 20만원 내외로 구입가능하죠ZEN DAC V2는 18마넌정도 그 상위모델은 39마넌 구매대행으로 구입가능'], ['아,  이런 제품입니다.  이것도 dac 인가요.  그럼 dac를  좋은걸 사면 좋아질까요'], ['기존제품으로도 충분한데요  48~96khz 지원하네요. 192khz 지원하는 dac 많습니다조금 더 좋은 제품으로 업그레이드 해야겠네요'], ['추가 답변감사합니다. 제가 가지고 있는 제품은 컨버터라는 제품인가요. dac와 어떤 점이 다른 지요?'], ['HDMI로 TV와 연결하고.. TV에서 스피커로 RCA로 빼면 되지 않나요?인터넷 셋톱박스나 미박스도 HDMI로 TV연결하고.. 음향은 스피커로 듣고 있거든요..'], ['예,  조언 감사합니다. tv를 거쳐 나오면 소리가  어떨지 모르겠네요.  한번 해보겠습니다.']]",2021.11.04. 16:04,스피커
6,스피커 셋팅 질문,안녕하세요.스피커 셋팅에 대해서 질문 드리려고 합니다.​스피커 연결할때 R L은 스피커의 시선에서 RL인지스피커를 바라보는 청자 시선에서 R L인지 궁금합니다.​현재 턴테이블 선은,"[['보통은 청자의 시각에서 봅니다 ^^'], ['감사합니자.'], ['스피커들을 바라보고 오른쪽이 R입니다.^^'], ['감사합니다!'], ['사람이 먼저겠죠 ㅎㅎ\n청취자 입장에서 바라보고 좌우입니다.'], ['감사합니자']]",2021.11.04. 13:51,스피커
7,반덴헐 인터선 연결방법 문의 드립니다,조금 고가 인터선들은 돌려서 조이는 방식이던데 반덴헐 d-501은 그냥 힘으로 눌러 끼우는 방식인거죠? 돌리는 부분이 없는것 같아서요.처음에 스피커가 한 쪽만 나와서 케이블 불량인 줄 알았는데 다시 꼭~ 끼우니 이상 없이 나오더군요.​​,"[['푹 꽂으시면 됩니다'], ['역시 그렇군요^^  혹시 모르고 힘으로만 꽂았나 걱정했습니다. 답변 감사합니다~']]",2021.11.04. 13:17,스피커
8,lg 빔프로젝터 pf50ks 사용 시 브리츠 5.1채널 BR-5100T3 BT 사용 하려고하는데 추가로 구매해야할것이 있나요?,현재 빔프로젝터 pf50ks 사용중입니다. ​일반 스피커 사용하고 있는데 5.1 스피커로 바꾸면 영화보기 더 좋을까 하여 스피커를 사려고 알아보고 있습니다.​다른건 가격이 너무 비싸고 저게 가격이 적당하더라구요... 인터넷 검색 어느정도 해봤는데 후기도 괜찮은거같구요​근데 사람들 보니깐 무슨 사운드카드같은걸 설치 하는거같던데 저 빔프로젝터에도 필요한건가 모르겠어요​검색하기로는 저 빔프로젝터에도 5.1 가능하다고 돼있긴 한데 실제로 그렇게 사용하고 계신분이 있나 궁금해서 여쭤봅니다.​맘 편하게 사운드바를 사고싶기도 하지만 가격대비 저거보다 안좋을거같드라구요​혹시 20~30만원으로 추천할만한 제품 있으면 추천도 부탁드립니다.,[],2021.11.04. 11:32,스피커
9,dac이 필요할까요?,"두두오 고수님께 문의 좀 드릴게요...오디오생활한지 얼마 안된 오린이입니다.현재 소스기 : 캠브리지오디오 cxn v2앰프 : 데논 pma-2500ne 스피커 :모니터오디오 실버 500으로 TV 및 라디오, 가요 팝 잘듣고 있습니다.소스기와 앰프는 소스기 dac을 사용합니다.앰프 dac 과 비교해보니 전 소스기 dac이 더 좋은것 같아요.혹시 여기서 소스기 dac보다 좋은 dac으로 추가하면 오바일까요?광군절때 저렴이 dac구입하는건 어떨지 궁금합니다.혹시 추천 해주실 dac도 있으면 좀 가르쳐주세요.광군절에 smsl의 su-9 요거 보고있는데 어떨까요?미리 감사드립니다.","[['SU-9은 꽤 좋은 DAC입니다. ESS특유의 높은 해상도에 더해서 \'음악성\'까지 채웠다는 평이 국제적(?)인 실사용자들의 평가입니다. 적어도 ""성능은 좋은데 음악성이 떨어지는 중국 DAC""소리는 듣지 않아도 되는 좋은 DAC입니다. 저는 이전의 같은 칩셋을 사용한 같은 회사의 DAC에 비해 매우 중립적으로 세팅되었다고 체감하면서 사용중입니다.그런데요, 2500의 DAC을 꽤 좋게 느꼈던지라... 서 말입니다. MQA지원 여부의 중요성이 크지 않으시다면 2500 내장 DAC을 쓰셔도 좋을것 같은데 말입니다. ^^'], ['그런가요?\n저는 케이블이 문제 인지 ㅠㅠ\n앰프 dac 보다는 소스기 dac이 소리가 더 좋은것 같아서요.\n참고로 소스기와 앰프 연결을 디지털로 연결할땐 20년전 사용하든 콕셜을 사용했구요.\n아날로그로 연결할땐 대만산케이블 xlr rca 로 연결해서 들었습니다.\n혼란스럽네요..ㅠㅠ'], ['사람마다 취향이 다르기 때문에... ^^;할인구입 가능할때 인지도 높은 DAC 구입하셔서 테스트해보시고, 마음에 안드시면 처분하시는 것도 좋겠네요.'], ['네 감사합니다...'], ['지금 시스템에서 굳이 추가를 안하셔도…. 될듯 합니다 \n\n기기가 늘어남에 따라…. 리모콘이 늘어나고 불편햐집니다 굳이 ㅋㅋ'], ['네 참고겠습니다.\n안그래도 리모컨 수가 장난아니네요...\n그럼 광군절에 선재 구입만 좀 해볼까 싶네요.\n선들이 20년전꺼고 rca케이블도 좀...\n한정없네요..ㅠㅠ'], ['선재는 절대로 알리에서 구매하지 마시고 국내에서 중고를 구입하시길 권해두립니다 \n\n평이 좋은 가성비 케이블들이 자주 나옵니다 알리에서 짝퉁 구매 하시는것보디는 월등히 젛을듯합니다'], ['아 네 잘알겠습니다..^^'], ['제가 의정부 사는데 멀지 읺으시면 음악 한번 들으러 오셔서 들어보시고 ㅎㅎ'], ['마음은 감사합니다만 집이 해운대라서요.ㅠㅠ\n감사합니다^^'], ['아 부산 ㅋㅋㅋ 너무 머네요 ㅋㅋㅋ 부산에도 고수님들이 믾으시니… 부탁드려보새유 ㅋ'], ['기기는 충분해보이는것 같은데요.\n이제 정성을 주셔야합니다.\n극성체크나 스피커 위치등'], ['아 그런가요?\n또 공부좀 하겠습니다.^^'], ['저도 오린이 인데요\n지금 시스템은 나무랄때 없는것 같습니다. \n케이블도 국내 가성비 있는거면\n충분할 것 같고요\n그런데 좋은 음악 들으면\n저는 다 좋게 들리더라구요'], ['네 감사합니다.\n지금부터 열심히 들어 볼게요^^'], ['혹시 소스를 네플만 쓰시나요?\nCD나 LP 들으시나요?'], ['전 네플만 쓰고있어요...^^'], ['아 짐작이 갑니다.\n저는 네플, CD, LP\n다 듣습니다.\n곡이나 음반에 따라\n듣는 느낌이 다 다르더라구요\n솔찍이 네플 편리하고 좋은데\nCD, LP 만큼 손이 안갑니다.\n제 취향이 그렇습니다.\n다양한 소스 사용이\n고민을 조금은 해결해 줄듯 합니다.'], ['네 감사해요.라디오 소리 은귿 좋더라구요.'], ['옙옙 저도 네플로 라디오 듣습니다.\n오린이 의견이니 그냥 넘겨들으셔도 됩니다^^\nDAC 추가 보다는 다른 소스도\n경험해 보시면 좋을 것 같다는\n생각이 들었습니다 \n네플에 편리함은 못따라가지만\n다른 즐거움을 주더라구요\n맛점하세요 ^^'], ['타이달 mqa를 안쓰시다면 업글에 큰필요는 없어보이고..cxn v2 가 mqa를 지원안하니 mqa지원하는 gusatrd x16 이나 su9(su9n은 지원안함)  구입하고  cxn v2설정모드에서 “Enable MQA Core Decoder”. 온 시키면 타이달 mqa를 들을수 있을거에요..dsd 파일 128이상도 들을수 있구요..  '], ['아 그런 방법도 있나요^^\n감사합니다....'], ['100~150만원대에서 제일 높은 평가를 받는 DAC 가운데 하나가 코드 Qutest인데, CXN V2는 거의 차이를 알아차릴 수 없을 정도의 좋은 소리를 내줍니다. 앰프에 둘 다 연결해서 왔다 갔다 비교하면서 듣다가 소리가 똑같이 들려서 전 셀렉터가 고장난 줄 알았었습니다. 그러므로 CXN의 소리를 좋다고 느끼시는 게 놀랍지 않습니다. 순수하게 DAC에 200만원 이상 투자하지 않는 이상 더 좋은 소리를 듣기 어렵다고 봅니다. 둘 다 1년 넘게 써오고 있습니다.'], ['네 지금 mqa 없이도 좋은 소리같아요.\nsu9 차후 구입을 생각해봐야 할까봐요.\n감사합니다.'], ['네. MQA는 용량을 줄이기 위한 압축포맷에 지나지 않기 때문에 크게 미련두실 것 없다고 생각합니다.'], ['Mqa는 저는 구별을 못하겠더라구요. 너무 기대하지 마세요. 심리적 만족감이 아닐까 합니다. 이상 막귀였어요..'], ['네 감사합니다.\nkbs클래식채널 소리가 젤 좋은것 같아요.ㅋㅋㅋ'], ['네트웍플레이어가 최신형이라면 굳이 외장DAC을 따로 갖춰야 할 이유가 없다고 생각합니다. 개인적으로는 외장DAC도 음색이 제각각이고 그런 재미를 즐기시려면, 네트웍플레이어보다는 디지탈 출력모드를 자유롭게 조절 가능한 컴퓨터호스트 방식을 추천합니다.'], ['네 공부할게 점점 많아지네요.\n감사합니다.'], ['지금 시스템에 만족하신다면 굳이 별도 DAC를 구입할 필요가 없어보이십니다.      그리고, 정 별도의 DAC를 사용하시고 싶으시다면 현시스템을 좀더 사용하시구 총알을 더 모으셔서 중 상급으로 가시는 것을 추천드립니다.   아니시면 중복투자에 중복기기 들이 될것 같습니다.'], ['네 잘알겠습니다.^^\n당분간 음악만 열심히 들어볼게요.\n감사합니다.'], ['얼마전 저는 안방 헤드폰 앰프에 물려줄 목적으로 성능이 좋다고하여 gustard x16를 구입했습니다. \n거실에는 별도의 DAC없이 cxn v2을 pm-10에 연결해서 타이달아나 PC음원을 듣고 있구요. \n저도 님과 같은 호기심이 있어 독립적 dac를 물리면 얼마나 좋아 질까싶어 gustard x16을 거실 PC 에 물려들어 보았습니다. \n그런데 모든 부분이 cxn v2만도 못하더군요. 알기로는 200만원 언더에서는 cxn v2보다 확연히 좋다할 dac는 없다 알고 있습니다. \n2500ne에 있는 dac도 좋지만 2500ne자체가 앰프성능이 좋다고 말할만한 음감이 아니다보니 내장 dac가 좋다고 해도 소리에 대해 평가하기 애매합니다. \n차라리 dac구입할돈 추가해서 2500ne를 다른 앰프로 바꾸는게 훨씬 좋지 않나 싶습니다. \n확실한것은 cxn v2가 mqa지원을 하지않더라도 자체 프로세서 및 업스케일링 기능이 매우 좋아 왠만한 dac 보다 음감이 풍성하고 투명하며 뛰어납니다. (mqa가 대단한 파일도 아니고 그저 압축 방식일뿐입니다)\n결론적으로 굳이 dac구입을 하실 필요는 없지 않나 싶구요 cxn v2 실컷쓰시다 나중에 능력 되시면 상급 기기로 한방에 업그레이드 하시는걸 추천 합니다.'], ['네 감사합니다.\n오린이라 2500ne 산지도 얼마안되어서 당분간 이두개로 충분히 들어볼 생각입니다.\n댓글 너무 감사드립니다.^^'], ['혹시 pma2500과 cxn 어떻게 연결하셨나요? 광케이블이면 앰프 dac을 쓰는거고 xlr은 pma2500 지원하지 않지 않나요?? cxn rca는 포노 라인아웃이고요'], ['전 디지털은 콕셜사용했구요\n아날로그로 v2 dac 사용할때 xlr -> rca 단자연결된 cable 사용합니다'], ['그냥 rca 사용하시면 될것같아요.\n저도 광군절에 저렴이로 하나 살까 고민중이니다'], ['xlr-> rca 케이블이 필요하다는 말씀이신거죠?? 알려주셔서 감사합니다'], ['아날로그로 단자 쓰시면됩니다.']]",2021.11.04. 10:41,스피커
