,tit,body,comment,time,keyword
0,엘락bs312에 누프라임A300 어떨까요?,작업방 서브 시스템으로 일단 스피커는 bs312로 구입 했습니다. 올인원 기기 하나로만 스피커에 물리고 싶어서 가성비 좋다는 누프라임a300 구입 예정인데 d클라스 앰프가 첨이라 조금 걱정이네요. 괜찮을까요?​혹 다른 기기 추천도 감사합니다.,"[['저는 네트웤 없는 누프라임 ida8 사용중입니다.서브용으로는 괜찮은 앰프인것같습니다.a300 은 더 최신형이니 만족하시지 않을까합니다.일단 D클래스+dac이 있다보니 공간활용에 폭이 적은 데스크파이에 아주 잘 어울리네요'], ['dac성능은 어느 정도라고 느껴지시나요? 지나치게 경질은 아니라고 들었는데 청음하기가 어려운 기기네요. 충남 보령;; ㅎㅎ'], ['저는 황금귀는 아니다보니 특성까지는 잘 모르겠지만 제귀엔 괜찮은 dac같습니다약간 소리가 따듯한소리가 많이 납니다만 이게 a클래스 d클래스 하이브리드 다 보니 따뜻한 소리가 나는것도 같습니다ida8 하고 a300하고는 같은회사이긴 한데 아무래도 텀차이도 있고제꺼는 하이브리드 앰프라서 온리 D클래스인 a300하고는 느낌이 좀다를거 같긴합니다대신 a300이 dac스펙은 훨씬 높습니다.전체적으로 봤을때는 책상의 공간활용면이나 누프라임의 명성을 본다면딱히 이가격때에 고를만한 앰프는 많지 않아 보입니다.'], ['네 네플, 앰프, dac 따로 구성할 생각하면 정말 저렴한 기기라고 생각해서요. 현재 메인 시스템에 쓰고 있는 넷플레이어 가격의 절반도 안하니 정말 고마운 템 같아요.^^ 소리는 그냥 운에 맡기고 일단 주문 넣어볼까봐여 ㅎㅎ'], ['저도 데스크파이 위해서 dac+앰프만 되는거 찾았었는데이가격때에 이만한 크기에 괜찮은 앰프들이 선택지가 별로 없긴합니다a300은 이더넷까지 지원하니 더 편의성이 강화됬다고 봐야죠 a300 이 아직 mqa 차후지원이라고 하는데 그것만 빼면 나무랄곳이 없는거 같습니다.'], ['넵 자세한 도움 말씀 넘 감사드립니다. 좋은 저녁 되세요. ^^'], ['312의 윗급인 330ce를 에이프릴 hp100mk2+s100mk2으로 무난하게 사용한 경험이 있습니다. 먼저 글에 사이먼 오디오 일체형도 고려중이시라면 괜찮을 듯 합니다.'], ['네 aio라는 그 기기도 이쁘고 좋아보였는데 자체 앱이 없어서 아쉽더군요.'], ['서브시스템이라 올인원으로 찾으시는 것 같은데 금속우퍼 엘락 스피커의 성향을 고려하시는게 우선일 듯 합니다. 엘락 특유의 깔끔하면서도 촉촉한 기본 성향이 어디 가진 않지만 앰프 구동력과 해상력이 뒷받침되지 않으면 B312만의 매력을 충분히 느끼기 어렵습니다. 엘락이 인기 많은 일본에서는 진공관을 추천한다고 들었습니다. 저라면 진공관까지는 아니더라도 A, AB클라스 앰프를 선택하겠습니다.'], ['넵 메인 시스템 앰프인 옥타브도 한 번 물려보려고 합니다. 먼저 옥타브에 물려보고 그 후에 누프라임에 물릴텐데 음질 갭이 크면 서브에도 결국 진공관을 고민하게 될 듯 합니다.']]",2021.03.29. 18:20,스피커
1,진공관 앰프: 매킨토시 vs 옥타브,"진공관 앰프를 살펴보고 있습니다. 대출력, 포노 내장, 2천만 원 언저리의 비용의 조건으로 살펴보니 두 가지 조합 정도가 괜찮아보여 막판 경합중입니다.​1. 매킨토시 C2600 프리 + MC1502 파워 안정적인 플랫폼이자 충분히 신뢰할만한 기술력이 투입된 제품이라 끌립니다. 게다가 불 들어오는 게 상당히 예쁘죠.2. 옥타브 V80SE + 포노 옵션 + 슈퍼블랙박스청음기들을 살펴보니 호평이 많더라고요. 정성적 평가 외 정량적 평가(스펙)으로도 충분한 것 같아 끌립니다.​이러나 저러나 한푼두푼 하는 물건은 아니다보니, 그리고 스피커와 소스를 특정 제품으로 통제하고 들어볼 수 있을만한 샵도 없다보니, 게다가 흔치는 않은 조합이라 일단 지르고 바꿔가며 들어보기도 어려울 것 같아 고뇌하고 있습니다. ​선호하는 소리는 선명함보단 음악적 쾌감입니다. 푹신하게 감싸며 즐겁게 음악을 들려주는 물건이면 좋겠습니다. 스피커는 윌슨베네시 디스커버리2를 사용하고 있으며 주로 듣는 소스는 턴테이블입니다.​경험해보신 분들의 고견을 구합니다. 감사히 듣겠습니다.","[['저라면 옥타브요 아주 아주 좋았습니다. 청음해보셔요 ^^ㅁ'], ['저도 옥타브. 매킨토시는 너무 흔해서 ㅋㅋㅋ'], ['과거에 윌슨베네쉬 디스커버리와 매킨 프리 파워 매칭해서 실패했던 경험이 있습니다. 물론 당시는 TR과 매칭이라 좀 다르겠지만 저에게는 최악의 매칭이었습니다...'], ['옥타브요 한표용 \n\n포칼 스칼라 하베스40.1 윌슨샤샤\n3가지 스피커에 매칭해 보았구요\n보내면서도 제일 아쉬웠던 앰프였습니다.\n\n청음해보셔요'], ['다들 옥타브 추천해 주시는데 선호하는 소리가 선명한 소리보다는 푹신한 소리을 원하신다고 하셨는데 옥타브는 푹신함 보다는 TR 처럼 맑고 깨끗하고 선명한 소리였습니다..^^ \n그렇다고 맥킨을 추천하는 건 아닙니다..^^\n아 한가지더.... 맥킨은 저음이 잘 나오는 스피커와 잘 어울립니다..'], ['제가 v80 se + 슈블 사용중인데.. 첫 음 터질때 감탄했습니다. 오디오를 당분간 접어야되는 상황인데도 보관을 생각하고 있습니다.'], ['디스커버리의 성향도 제 느낌으로는 상당히 플랫하고 음끝이 둥근 성향이라 느껴서 옥타브 추천 드립니다. 저도 비슷한 성향인데 사용중인 코너 켄터베리의 질감에 약간의 선명함을 더하려 옥타브v40se를 조합했는데 결과가 매우 성공적 입니다. 옥타브가 진공관 치고는 선명하고 우수한 해상도를 자랑하지만 TR기준으로는 꽤나 따듯함이 감도는 음을 구현한다고 생각하는지라 디커2에 좋은 조합이라 예상되네요.'], ['이토록 일치단결하실 줄은 전혀 예상치 못했습니다.'], ['2700프리 + 275파워에 805d3로 청음해보고 V80se (슈블없이) + Kef ref3 로도 청음해봤는데요비주얼과 자기만족은 매킨, 음악적 쾌감은 옥타브입니다']]",2021.03.29. 17:21,스피커
2,슬슬 뽐뿌가 올라옵니다... dac추천 부탁드립니다~,"가격은 300~500정도 선까지만... 성향은 좀 부드러운 성향을 좋아하긴 합니다. R2R에 빠져있다가 이제 헤어나가보려고 합니다. ㅎㅎ​앰프는 디아블로300 스피커는 돌고돌아 다시 매지코, ATC20 사용중입니다. ​​","[['Wyred4s 10주년 DSD DAC 또는PS audio direcstream DSD DAC도 좋구요 ^^ \n가격은 둘다 300정도 합니다!!'], ['감사합니다~']]",2021.03.29. 17:16,스피커
3,미국 직구 110v제품.. 변압기 이거 선택하면 되나요??,안녕하세요!미국에서 사용 했던 보스 스피커 사운드 웨이브 입니다​이거 사용하려면 사진에 나와 있는 용량 구매 하면 되나요???​,"[['네 될거 같습니다..'], ['사운드웨이브면 110 220 겸용 아닌가요?'], ['아 음... 겸용이 아닌 가 보네요. 죄송.']]",2021.03.29. 16:59,스피커
4,니어필드 북쉘프 추천,"안녕하세요. ls50meta 사용하고 있는데 다운그레이드 할만한게 있을까요?앰프에다 선질까지 했더니 너무 선명한 음이 귀 가까이 울리는데, 출력을 낮춰도 좋을것 같아서요.혹시 추천 할만한 제품이 있을까요?","[['https://cafe.naver.com/audiodudu/323904 저와 비슷한 고민을 하신 분이 계시군요. 자답입니다. ㅜㅜ'], ['선을 후진거 쓰셔두 되는데..'], ['ㅎㅎㅎㅎㅎ'], ['막선으로 다시 바꿔봐야겠네요 ㅜ'], ['전 ls50쓰는데 저도 그렇더라구요. 금속음라고 해야되나? 암튼 좋은것 같기는 한데 쫌 불편하고 피곤하다고 해야되나 그렇더라구요. 전에쓰던 루악 mr1이 책상용으로 꽤 좋았다는 생각이 듭니다.'], ['Kef 동축들이 니어필드에서는 귀 따가울수 있습니다. 1) 벽에 좀더 붙이시고 2) 토아웃을 줘 보시고 3) 스케를 굵은 동선으로 해보시고... 그래도 쏜다 느끼시면 그때 기변 고려하시죠 ^^'], ['벽에 떨구고 토인주고 했는데 말씀하신대로 먼저 시도해바야겠네요. 감사합니다.'], ['니어필드는 밀폐형이 좋습니다.저는 NHT C-3 사용 중인데 만족하고 있습니다.'], ['책상파이로 엘립손 prestige facet 6b 추천합니다. 날카로운 음이 없어요. 오랫동안 들어도 귀 전혀 부담안되요. 소리 고급스럽습니다. 중고가 20만원대 후반. 사이즈큰 버전 8b 도 좋구요. 호불호가 갈릴수 있는 스피커라는 점은 조심하시구요.'], ['모니터오디오 6g 실버 50'], ['엠프를 바꾸시는 건 어떨지요.'], ['앰프는 평생 가지고 갈꺼라 ㅜㅜ'], ['귀따가운게 싫으시면 와피데일이 직빵입니다 ㅎㅎ'], ['니어필드에서...욕심을 조금 내려놓고 가성비로 쓰신다면...중궈러의 완음도 나름 놀라웠습니다.^^좀 덜 쏘고 찰랑거리는 소리는 달리 멘토 미뉴엣도 싸이즈 생각하면 니어필드에서 예쁜 소리였습니다^^'], ['B&W 707s2를 추천해드립니다. 자극없이 뻗어주는 고음이 정말 좋아서 니어필드의 교과서입니다.'], ['어셔 제품알아보세요'], ['음냐 전 LS50 META 수배중인데..음..PCFI로 META 생각중인데...혹시 엠프는 어떤거 사용하시나요?'], ['pm10입니다. 막선으로 바꾸고 괜찮아졌네요'], ['Dali Opticon 1 어떠실지요']]",2021.03.29. 16:31,스피커
5,PMA 150H & LS50 meta 잘 울릴까요?,공간이 협소해서 앰프를 세울수도 있고 LCD 2CB랑 T5P도 보유중이라 헤드폰단도 있고PC와 다이렉트로 USB연결도 되고요차후 데논 D9200 헤드폰도 구매계획이 있어KEF LS50 mete과 매칭이 괜찮을지 궁금합니다유감스럽게도 후기가 별로없네요앰프는 35w/70w이고 스피커는 권장 40~100w이네요​1600ne도 염두해 두고있으나 사이즈가 풀사이즈라 ㅜㅜ마지막 선택이 될것같습니다,"[['이거 HEOS APP으로 일종의 올인원 네트워크 앰프용 아닌가요? PC에 연결할 거면 네트워크 플레이어 기능이 겹치는 게 아닐지요. 공간이 부족하다면 작고 좋은 DAC + 작고 좋은 인티엠프 이렇게 하는 것이 더 낫지 않을 까요 대부분의 DAC에 USB 연결이 있고 RCA 출력이 있으니까 인티엠프는 아날로그 기능만 있어도 될거고 잘 구하면 100에서 150사이에 해결될 거 같은데요'], ['랜카드없는 데스크탑에 연결할계획이라 네트워크플레이어 기능이 중복되진 않을것같고요 세로로 세울수있어서 dac와 앰프보단 공간을 덜 차지하시 않을까요\n전에 x300a스픽이 생각보다 빨리망가져서 ㅜㅠ(이건 기변할수있게 해줘서 감사하지만) 패시브로 가려는데 포터블유저다보니 어려움이 많네요 \n조언해주신대로 작은 dac와 앰프도 공부해보도록 하겠습니다 ^^'], ['저도 고민중인데 혹시 어떤 결정 하셨을까요?']]",2021.03.29. 16:27,스피커
6,오디오리서치 레퍼런스 3 or 5 유저분께 여쭤봅니다,안녕하세요​오디오리서치 레퍼런스 프리엠프 3 또는 5 쓰시는경험해 보신 회원님께 고견을 구합니다​진공관 엠프에 대한 로망이 있기에 혹시 소리 성향이나 매칭을 어떻게 하셨는지요?또한 레퍼런스3와5 차이가 클까요?​와xx 장터에 오랜기간동안 매물로 나와 있는데인기품목이라 생각했는데.. 생각보다 매매거래가안되는게 혹시 가격 때문일까요? 아니면 다른 문제가 있는건지 궁금하기도 하구요매칭시 파워엠프나 스피커는 어떤게 좋을까요?고견 부탁드립니다 감사합니다,"[['레퍼3 사용했었습니다..한때는 순삭되던 아이템입니다..ㅎㅎ\n브라이스턴 4Bsst²에 붙였었고요...\n저는 아주 잘 썼습니다.\n크렐에도 많이들 쓰시는 것 같아요.\n따뜻한 감성의 진공관이라고 생각하시면 안되고..\nTR같은 진공관 앰프에요..ㅋ\n추천드립니다.'], ['사용기 감사합니다 조언에 대해 고민해 보겠습니다 ^^'], ['오리 레퍼런스3 정말 좋습니다 전 크렐에 썼었고요 인기가 조금 떨어졌나본데 인기하한가일때 사시는게 제일 현명하다고 생각합니다.'], ['네 조언 감사합니다^^']]",2021.03.29. 16:03,스피커
7,B&W 702 시그너처 스피커 어떤가요?,"두두오카페의 그 많은 글들 중에 B&W 702 시그너처 스피커에 대한 청음기는 한 개도 찾을 수가 없네요. 갠적으론 관심 있는 스핔 중의 하나인데, 물론 전문 리뷰어들의 리뷰는 쉽게 찾아볼 수 있지만 직접 사용해 보신 회원들의 리뷰는 찾아볼 수가 없어서요.. B&W 702 시그너처가 그다지 인기있는 스핔이 아니라서 그런지 아님 B&W 톨보이는 다들 800시리즈로 넘어가셔서 그런지 아님 다른 이유가 있는지는 몰라도 전혀 언급이 없는게 좀 이상하기도 하고요. 하여 여쭤봅니다. B&W 702 시그너처 스피커 어떤가요? 혹시 사용해 보신 분이 계시다면 사용기 부탁드려 봅니다~","[['705 시그니처가 인기가 많고 얘기하신 대로 톨보이면 800시리즈로 가버려서가 아닐까요? 또는 702 가격이면 805 D3 중고랑 선택 장애 올것 같은데요.'], ['역시... 그런 이유들이 있었겠군요~ 감사합니다!']]",2021.03.29. 15:38,스피커
8,보스 사운드 링크 사운드 터치?,스피커 알아보고있는데저 둘의 차이가 뭔지 아시는 분 계실까요.??.​사운드링크 리볼브가 나을지사운드터치10이 나을지.. 고민하다가 둘의 차이는 뭔가싶어 여쭤봅니다,"[['비치하게 되는 공간에 따라 달라질 것 같습니다.해외근무 때 사운드터치 30을 사용해 본 적이 있습니다만 덩치나 무게가 장난 아니어 portable과는 거리가 한참 멀었습니다.10이면 들고 다니기도 좋겠네요. 리볼브는 360도 전방향으로 무지향 사운드를 내어준다니 나름 구분되는 용도를 가지고 있을 것 같습니다. 음질은 비교해보지는 못했으나 오십보 백보일 것으로 봅니다. 그냥 포터블 보스 사운드입니다.'], ['사운드 터치는 와이파이 스피커라고 봐야겠네요\n인터넷 라디오도 되고 스트리밍도 되는 그런 기능이 있네요\n전용앱으로 콘트롤 하고요'], ['사운드 터치가 더 좋은 거라고 봐야하는걸까요 ?..느낌이 다를까요?어렵네요..'], ['더 좋고 나쁘고 보다는\n터치가 더 신식이긴하네요ㅎ\n리볼브는 블루투스 스피커고 360도 사운드에 튼튼하고 방수되는 좀 더 포터블에 가깝다고 보시면 될 듯 하고요\n터치는 작은 네트워크 플레이어같은 미니 홈스피커라고 보심 될듯 합니다\n\n리볼브에는 usb dac기능이 있는데\n터치에도 있는지는 몰겠네요\n둘다 사운드 느낌은 비슷하지 않을까싶은게 음질 보다는\n기능, 활용도에 중점을 두어서 고르시면\n될듯 하네요']]",2021.03.29. 14:42,스피커
9,dp400과 lp120x 중에서..,턴테이블도 없는데 lp 먼저 구매한 오린이입니다.데논 dp400이랑 오테 LP120x 두개중에 고민하다가 lp120x 로 마음을 굳혔었는데오늘 검색해보니 가격이 거의 20만원 가까이 확 올랐네용....​dp400 의 반자동 기능이 좋았지만 더스트커버 때문에 lp120x로 정했었는데아직 구매전인데 비슷한 가격대라면 dp400 이 나을까요?​아니면 60만원 안쪽으로 다른 제품 추천해주셔도 좋습니다..​스피커는 에이원오디오 오로라1 생각 중인데 비슷한 가격대의 스피커도 추천 부탁드려요!​​,"[['저는 두 제품 장단점이 너무 극명해 둘 다 사용해 보았고 지금은 다른 제품 쓰고 있습니다.\n400은 만듦새가 월등하구요, 반자동 정말 편리했지만 커버...생각보다 훨씬 더 불편했습니다.;;\n120은 디자인도 개인적으론 더 좋았으나....플라스틱 재질이 싼 티...미세 진동에 대한 불안감이 계속....;; 있는 것 같았습니다.'], ['아..설명을 들으니 더 고민이되네요ㅜ ㅜ400은 더스트커버도 불편할것 같고 집에 강아지가 있어서 개털이 많이 올라앉을것 같아서 제외한거였거든요..아예 다른모델을 찾아보는게 나을까요??'], ['그 대답은.....ㅜㅜ멍멍이털때문이라시면 400은 더 망설여지시겠어요.저는 본 적 없지만 데논 300도 많이들 쓰시는 것 같았습니다. 자동에 더스트커버도 있으니까요.말씀드리면서도 왕초보주제에 괜한 말씀을 드렸나 싶어 죄송하네요 그냥 제 경험담이었습니다.'], ['아니에요! 좋은 정보 감사합니당!! 계속 고민되서 못사고있었거든요ㅋㅋㅋ'], ['저는 디자인만보고 티악으로 구매했습니다~^^'], ['티악도 한번 찾아보겠습니당!! 이도저도 안될 것이라면 예쁜 것을 사는게 맞죠ㅋㅋ'], ['dp400 쓰다가 lp120x로 갈아탔는데 장단점이 있습니다. dp400은 오토스탑 정말 편리한대신 미세한 모터소음 있습니다. 뚜껑도 불편하구요. lp120x는 소음도 없고 뚜껑도 먼지방지에 좋고 하나 오토스탑이 없어서 조금 불편합니다(있다 없으니까~ 불편하게 느껴지네요.) 번들 카트리지는 lp120x와 티악에 달려있는게 더 괜찮습니다.저도 티악 생각하고 있다가 lp120x로 갔는데 신중히 검색많이 하셔서 고르시길 바랍니다^^']]",2021.03.29. 13:15,스피커
